outage_id,dispatch_time,arrival_time,crew_id,vehicle_id
OUT-02626,2024-11-01 16:08:00.000000000,2024-11-01 16:31:00.000000000,CREW-13,VEH-003
OUT-02627,2024-11-01 16:04:00.000000000,2024-11-01 16:51:00.000000000,CREW-20,VEH-034
OUT-02628,2024-11-02 17:10:00.000000000,2024-11-02 17:59:00.000000000,CREW-15,VEH-032
OUT-02629,2024-11-05 10:07:00.000000000,2024-11-05 11:06:00.000000000,CREW-01,VEH-032
OUT-02630,2024-11-05 10:06:11.919220400,2024-11-05 10:20:20.256910284,CREW-01,VEH-028
OUT-02631,2024-11-06 02:06:00.000000000,2024-11-06 02:54:00.000000000,CREW-15,VEH-014
OUT-02632,2024-11-07 00:04:00.000000000,2024-11-07 01:01:00.000000000,CREW-15,VEH-006
OUT-02633,2024-11-07 10:05:00.000000000,2024-11-07 10:28:00.000000000,CREW-05,VEH-020
OUT-02634,2024-11-07 16:03:00.000000000,2024-11-07 16:55:00.000000000,CREW-18,VEH-028
OUT-02635,2024-11-07 18:14:00.000000000,2024-11-07 18:37:00.000000000,CREW-06,VEH-014
OUT-02636,2024-11-08 06:13:00.000000000,2024-11-08 06:51:00.000000000,CREW-13,VEH-043
OUT-02637,2024-11-08 18:13:00.000000000,2024-11-08 18:46:00.000000000,CREW-19,VEH-024
OUT-02638,2024-11-09 02:11:00.000000000,2024-11-09 03:10:00.000000000,CREW-14,VEH-018
OUT-02639,2024-11-09 15:13:00.000000000,2024-11-09 16:03:00.000000000,CREW-10,VEH-029
OUT-02640,2024-11-09 15:02:00.000000000,2024-11-09 15:20:00.000000000,CREW-12,VEH-045
OUT-02641,2024-11-10 12:14:00.000000000,2024-11-10 12:57:00.000000000,CREW-04,VEH-010
OUT-02642,2024-11-11 13:10:00.000000000,2024-11-11 13:55:00.000000000,CREW-03,VEH-047
OUT-02643,2024-11-12 18:03:00.000000000,2024-11-12 18:42:00.000000000,CREW-17,VEH-006
OUT-02644,2024-11-13 03:11:00.000000000,2024-11-13 03:33:00.000000000,CREW-03,VEH-027
OUT-02645,2024-11-13 08:10:00.000000000,2024-11-13 08:42:00.000000000,CREW-01,VEH-048
OUT-02646,2024-11-13 18:08:00.000000000,2024-11-13 18:25:00.000000000,CREW-04,VEH-041
OUT-02647,2024-11-14 17:06:00.000000000,2024-11-14 17:35:00.000000000,CREW-08,VEH-038
OUT-02648,2024-11-14 18:03:00.000000000,2024-11-14 18:36:00.000000000,CREW-15,VEH-026
OUT-02649,2024-11-15 15:08:00.000000000,2024-11-15 15:32:00.000000000,CREW-06,VEH-014
OUT-02650,2024-11-16 15:02:00.000000000,2024-11-16 15:57:00.000000000,CREW-19,VEH-030
OUT-02651,2024-11-16 19:06:00.000000000,2024-11-16 19:51:00.000000000,CREW-07,VEH-019
OUT-02652,2024-11-16 20:05:00.000000000,2024-11-16 20:58:00.000000000,CREW-02,VEH-023
OUT-02653,2024-11-17 04:14:00.000000000,2024-11-17 05:08:00.000000000,CREW-06,VEH-038
OUT-02654,2024-11-17 13:14:25.745822347,2024-11-17 13:20:19.392175921,CREW-11,VEH-005
OUT-02655,2024-11-18 09:10:00.000000000,2024-11-18 09:41:00.000000000,CREW-20,VEH-007
OUT-02656,2024-11-18 15:12:00.000000000,2024-11-18 15:41:00.000000000,CREW-14,VEH-013
OUT-02657,2024-11-19 14:12:00.000000000,2024-11-19 15:11:00.000000000,CREW-09,VEH-042
OUT-02658,2024-11-19 14:10:11.274373046,2024-11-19 14:20:42.181137533,CREW-18,VEH-043
OUT-02659,2024-11-19 15:02:00.000000000,2024-11-19 15:45:00.000000000,CREW-07,VEH-010
OUT-02660,2024-11-19 21:10:00.000000000,2024-11-19 21:55:00.000000000,CREW-03,VEH-014
OUT-02661,2024-11-21 01:11:00.000000000,2024-11-21 01:50:00.000000000,CREW-15,VEH-002
OUT-02662,2024-11-21 06:09:00.000000000,2024-11-21 06:37:00.000000000,CREW-16,VEH-007
OUT-02663,2024-11-21 10:05:00.000000000,2024-11-21 10:43:00.000000000,CREW-05,VEH-038
OUT-02664,2024-11-21 11:15:00.000000000,2024-11-21 11:56:00.000000000,CREW-07,VEH-015
OUT-02665,2024-11-22 16:11:00.000000000,2024-11-22 16:26:00.000000000,CREW-04,VEH-029
OUT-02666,2024-11-22 22:10:00.000000000,2024-11-22 22:25:00.000000000,CREW-11,VEH-050
OUT-02667,2024-11-23 04:15:00.000000000,2024-11-23 04:51:00.000000000,CREW-11,VEH-010
OUT-02668,2024-11-24 00:12:00.000000000,2024-11-24 00:43:00.000000000,CREW-04,VEH-047
OUT-02669,2024-11-24 10:11:00.000000000,2024-11-24 10:46:00.000000000,CREW-13,VEH-009
OUT-02670,2024-11-25 17:12:00.000000000,2024-11-25 17:37:00.000000000,CREW-06,VEH-001
OUT-02671,2024-11-26 20:07:00.000000000,2024-11-26 20:27:00.000000000,CREW-13,VEH-022
OUT-02672,2024-11-27 12:09:00.000000000,2024-11-27 12:54:00.000000000,CREW-05,VEH-047
OUT-02673,2024-11-27 13:12:00.000000000,2024-11-27 13:40:00.000000000,CREW-15,VEH-005
OUT-02674,2024-11-28 16:11:00.000000000,2024-11-28 17:01:00.000000000,CREW-02,VEH-007
OUT-02675,2024-11-29 05:11:00.000000000,2024-11-29 05:35:00.000000000,CREW-18,VEH-017
OUT-02676,2024-11-29 15:15:00.000000000,2024-11-29 15:50:00.000000000,CREW-13,VEH-001
OUT-02677,2024-11-30 14:02:00.000000000,2024-11-30 14:49:00.000000000,CREW-06,VEH-025
OUT-02678,2024-11-30 16:11:00.000000000,2024-11-30 16:38:00.000000000,CREW-01,VEH-037
OUT-02679,2024-12-01 16:10:00.000000000,2024-12-01 16:54:00.000000000,CREW-17,VEH-048
OUT-02680,2024-12-01 17:09:00.000000000,2024-12-01 17:24:00.000000000,CREW-12,VEH-005
OUT-02681,2024-12-01 18:09:00.000000000,2024-12-01 18:29:00.000000000,CREW-01,VEH-025
OUT-02682,2024-12-01 18:02:00.000000000,2024-12-01 18:48:00.000000000,CREW-10,VEH-042
OUT-02683,2024-12-03 14:04:00.000000000,2024-12-03 14:37:00.000000000,CREW-11,VEH-029
OUT-02684,2024-12-07 16:03:00.000000000,2024-12-07 16:19:00.000000000,CREW-09,VEH-017
OUT-02685,2024-12-07 16:13:00.000000000,2024-12-07 17:13:00.000000000,CREW-04,VEH-017
OUT-02686,2024-12-07 19:02:00.000000000,2024-12-07 19:28:00.000000000,CREW-20,VEH-050
OUT-02687,2024-12-08 06:04:00.000000000,2024-12-08 07:01:00.000000000,CREW-18,VEH-004
OUT-02688,2024-12-08 10:02:00.000000000,2024-12-08 10:53:00.000000000,CREW-14,VEH-042
OUT-02689,2024-12-08 13:02:00.000000000,2024-12-08 13:32:00.000000000,CREW-11,VEH-020
OUT-02690,2024-12-08 17:07:00.000000000,2024-12-08 17:45:00.000000000,CREW-16,VEH-030
OUT-02691,2024-12-08 18:03:00.000000000,2024-12-08 18:18:00.000000000,CREW-09,VEH-022
OUT-02692,2024-12-09 13:13:00.000000000,2024-12-09 13:44:00.000000000,CREW-15,VEH-030
OUT-02693,2024-12-10 02:04:00.000000000,2024-12-10 02:45:00.000000000,CREW-10,VEH-031
OUT-02694,2024-12-10 09:12:00.000000000,2024-12-10 09:38:00.000000000,CREW-14,VEH-031
OUT-02695,2024-12-11 05:10:00.000000000,2024-12-11 06:09:00.000000000,CREW-03,VEH-046
OUT-02696,2024-12-11 16:06:00.000000000,2024-12-11 16:30:00.000000000,CREW-16,VEH-007
OUT-02697,2024-12-12 17:05:00.000000000,2024-12-12 17:46:00.000000000,CREW-20,VEH-025
OUT-02698,2024-12-12 18:12:00.000000000,2024-12-12 18:46:00.000000000,CREW-04,VEH-017
OUT-02699,2024-12-13 08:14:00.000000000,2024-12-13 08:39:00.000000000,CREW-03,VEH-041
OUT-02700,2024-12-14 19:07:00.000000000,2024-12-14 19:43:00.000000000,CREW-11,VEH-048
OUT-02701,2024-12-15 15:04:00.000000000,2024-12-15 15:45:00.000000000,CREW-05,VEH-046
OUT-02702,2024-12-16 16:02:00.000000000,2024-12-16 16:51:00.000000000,CREW-04,VEH-016
OUT-02703,2024-12-16 16:06:00.000000000,2024-12-16 16:46:00.000000000,CREW-04,VEH-019
OUT-02704,2024-12-16 19:11:00.000000000,2024-12-16 19:42:00.000000000,CREW-13,VEH-026
OUT-02705,2024-12-16 20:07:00.000000000,2024-12-16 20:49:00.000000000,CREW-01,VEH-044
OUT-02706,2024-12-17 04:08:38.177761427,2024-12-17 04:20:58.306924963,CREW-05,VEH-002
OUT-02707,2024-12-17 22:02:00.000000000,2024-12-17 22:56:00.000000000,CREW-06,VEH-021
OUT-02708,2024-12-18 14:14:00.000000000,2024-12-18 14:37:00.000000000,CREW-13,VEH-011
OUT-02709,2024-12-18 15:14:00.000000000,2024-12-18 15:44:00.000000000,CREW-16,VEH-002
OUT-02710,2024-12-18 16:11:00.000000000,2024-12-18 17:09:00.000000000,CREW-08,VEH-043
OUT-02711,2024-12-18 16:15:00.000000000,2024-12-18 17:11:00.000000000,CREW-13,VEH-017
OUT-02712,2024-12-18 16:08:00.000000000,2024-12-18 16:46:00.000000000,CREW-03,VEH-030
OUT-02713,2024-12-18 17:05:00.000000000,2024-12-18 17:32:00.000000000,CREW-19,VEH-007
OUT-02714,2024-12-18 17:10:00.000000000,2024-12-18 17:43:00.000000000,CREW-13,VEH-040
OUT-02715,2024-12-18 18:07:00.000000000,2024-12-18 18:39:00.000000000,CREW-02,VEH-050
OUT-02716,2024-12-18 19:03:00.000000000,2024-12-18 19:28:00.000000000,CREW-01,VEH-014
OUT-02717,2024-12-18 20:12:00.000000000,2024-12-18 20:59:00.000000000,CREW-07,VEH-031
OUT-02718,2024-12-19 09:14:00.000000000,2024-12-19 10:14:00.000000000,CREW-15,VEH-014
OUT-02719,2024-12-20 02:13:00.000000000,2024-12-20 03:10:00.000000000,CREW-16,VEH-019
OUT-02720,2024-12-21 15:02:00.000000000,2024-12-21 15:42:00.000000000,CREW-06,VEH-043
OUT-02721,2024-12-21 17:02:00.000000000,2024-12-21 17:25:00.000000000,CREW-18,VEH-017
OUT-02722,2024-12-23 07:13:00.000000000,2024-12-23 07:50:00.000000000,CREW-05,VEH-043
OUT-02723,2024-12-24 17:05:00.000000000,2024-12-24 17:55:00.000000000,CREW-03,VEH-024
OUT-02724,2024-12-25 08:08:00.000000000,2024-12-25 08:39:00.000000000,CREW-07,VEH-026
OUT-02725,2024-12-26 05:05:00.000000000,2024-12-26 06:04:00.000000000,CREW-12,VEH-001
OUT-02726,2024-12-26 17:06:00.000000000,2024-12-26 17:39:00.000000000,CREW-20,VEH-018
OUT-02727,2024-12-27 14:12:00.000000000,2024-12-27 14:29:00.000000000,CREW-17,VEH-044
OUT-02728,2024-12-27 14:11:00.000000000,2024-12-27 15:05:00.000000000,CREW-15,VEH-005
OUT-02729,2024-12-27 15:05:00.000000000,2024-12-27 15:47:00.000000000,CREW-20,VEH-004
OUT-02730,2024-12-27 15:02:00.000000000,2024-12-27 16:00:00.000000000,CREW-03,VEH-010
OUT-02731,2024-12-27 17:11:00.000000000,2024-12-27 17:48:00.000000000,CREW-18,VEH-001
OUT-02732,2024-12-27 17:04:00.000000000,2024-12-27 17:49:00.000000000,CREW-12,VEH-001
OUT-02733,2024-12-27 17:04:00.000000000,2024-12-27 17:21:00.000000000,CREW-05,VEH-019
OUT-02734,2024-12-27 20:14:00.000000000,2024-12-27 20:53:00.000000000,CREW-01,VEH-036
OUT-02735,2024-12-29 19:14:00.000000000,2024-12-29 19:57:00.000000000,CREW-04,VEH-049
OUT-02736,2024-12-30 14:15:00.000000000,2024-12-30 14:56:00.000000000,CREW-01,VEH-022
OUT-02737,2024-12-30 20:04:00.000000000,2024-12-30 20:41:00.000000000,CREW-09,VEH-023
OUT-02738,2025-01-05 15:05:00.000000000,2025-01-05 15:40:00.000000000,CREW-05,VEH-043
OUT-02739,2025-01-06 14:06:00.000000000,2025-01-06 14:46:00.000000000,CREW-09,VEH-035
OUT-02740,2025-01-08 18:07:00.000000000,2025-01-08 18:45:00.000000000,CREW-11,VEH-041
OUT-02741,2025-01-09 16:14:00.000000000,2025-01-09 16:31:00.000000000,CREW-01,VEH-019
OUT-02742,2025-01-09 17:15:00.000000000,2025-01-09 17:51:00.000000000,CREW-14,VEH-049
OUT-02743,2025-01-10 17:10:00.000000000,2025-01-10 17:38:00.000000000,CREW-12,VEH-016
OUT-02744,2025-01-10 18:02:00.000000000,2025-01-10 18:29:00.000000000,CREW-06,VEH-049
OUT-02745,2025-01-11 13:13:00.000000000,2025-01-11 14:05:00.000000000,CREW-07,VEH-033
OUT-02746,2025-01-11 19:02:00.000000000,2025-01-11 19:45:00.000000000,CREW-05,VEH-006
OUT-02747,2025-01-13 07:10:00.000000000,2025-01-13 08:10:00.000000000,CREW-01,VEH-013
OUT-02748,2025-01-13 16:05:00.000000000,2025-01-13 16:29:00.000000000,CREW-10,VEH-041
OUT-02749,2025-01-14 19:14:00.000000000,2025-01-14 19:31:00.000000000,CREW-18,VEH-034
OUT-02750,2025-01-14 19:02:00.000000000,2025-01-14 19:44:00.000000000,CREW-19,VEH-023
OUT-02751,2025-01-16 15:14:37.468376965,2025-01-16 15:20:15.106937749,CREW-13,VEH-033
OUT-02752,2025-01-16 15:03:00.000000000,2025-01-16 15:50:00.000000000,CREW-05,VEH-003
OUT-02753,2025-01-16 15:14:00.000000000,2025-01-16 15:35:00.000000000,CREW-13,VEH-023
OUT-02754,2025-01-16 20:15:00.000000000,2025-01-16 20:47:00.000000000,CREW-07,VEH-033
OUT-02755,2025-01-18 09:06:00.000000000,2025-01-18 09:48:00.000000000,CREW-08,VEH-015
OUT-02756,2025-01-19 14:05:00.000000000,2025-01-19 14:23:00.000000000,CREW-02,VEH-005
OUT-02757,2025-01-19 14:02:00.000000000,2025-01-19 14:21:00.000000000,CREW-06,VEH-034
OUT-02758,2025-01-19 15:11:00.000000000,2025-01-19 15:51:00.000000000,CREW-01,VEH-004
OUT-02759,2025-01-19 18:08:00.000000000,2025-01-19 18:48:00.000000000,CREW-01,VEH-033
OUT-02760,2025-01-19 19:09:00.000000000,2025-01-19 19:43:00.000000000,CREW-16,VEH-021
OUT-02761,2025-01-21 17:14:00.000000000,2025-01-21 17:54:00.000000000,CREW-18,VEH-031
OUT-02762,2025-01-22 13:05:00.000000000,2025-01-22 14:01:00.000000000,CREW-12,VEH-001
OUT-02763,2025-01-22 13:11:00.000000000,2025-01-22 13:34:00.000000000,CREW-03,VEH-026
OUT-02764,2025-01-23 14:10:00.000000000,2025-01-23 15:06:00.000000000,CREW-19,VEH-016
OUT-02765,2025-01-23 16:09:00.000000000,2025-01-23 16:37:00.000000000,CREW-03,VEH-034
OUT-02766,2025-01-24 17:02:00.000000000,2025-01-24 17:40:00.000000000,CREW-09,VEH-013
OUT-02767,2025-01-26 16:03:00.000000000,2025-01-26 16:24:00.000000000,CREW-16,VEH-021
OUT-02768,2025-01-26 16:04:00.000000000,2025-01-26 16:43:00.000000000,CREW-15,VEH-022
OUT-02769,2025-01-26 18:12:00.000000000,2025-01-26 18:59:00.000000000,CREW-07,VEH-020
OUT-02770,2025-01-27 14:09:00.000000000,2025-01-27 15:05:00.000000000,CREW-05,VEH-009
OUT-02771,2025-01-27 17:10:00.000000000,2025-01-27 17:49:00.000000000,CREW-01,VEH-002
OUT-02772,2025-01-27 17:04:00.000000000,2025-01-27 18:04:00.000000000,CREW-20,VEH-042
OUT-02773,2025-01-27 17:10:00.000000000,2025-01-27 18:06:00.000000000,CREW-06,VEH-017
OUT-02774,2025-01-27 17:13:00.000000000,2025-01-27 17:52:00.000000000,CREW-06,VEH-004
OUT-02775,2025-01-28 17:15:00.000000000,2025-01-28 17:49:00.000000000,CREW-03,VEH-023
OUT-02776,2025-01-29 16:04:00.000000000,2025-01-29 16:36:00.000000000,CREW-04,VEH-008
OUT-02777,2025-02-01 16:02:00.000000000,2025-02-01 16:47:00.000000000,CREW-05,VEH-045
OUT-02778,2025-02-01 18:10:00.000000000,2025-02-01 18:57:00.000000000,CREW-13,VEH-004
OUT-02779,2025-02-04 17:07:00.000000000,2025-02-04 17:47:00.000000000,CREW-14,VEH-035
OUT-02780,2025-02-05 10:06:00.000000000,2025-02-05 10:52:00.000000000,CREW-07,VEH-033
OUT-02781,2025-02-05 14:08:00.000000000,2025-02-05 14:34:00.000000000,CREW-11,VEH-024
OUT-02782,2025-02-05 15:09:00.000000000,2025-02-05 15:55:00.000000000,CREW-06,VEH-022
OUT-02783,2025-02-07 19:03:00.000000000,2025-02-07 19:36:00.000000000,CREW-20,VEH-020
OUT-02784,2025-02-07 19:09:00.000000000,2025-02-07 19:37:00.000000000,CREW-01,VEH-010
OUT-02785,2025-02-07 19:15:00.000000000,2025-02-07 19:33:00.000000000,CREW-11,VEH-016
OUT-02786,2025-02-08 16:12:00.000000000,2025-02-08 16:59:00.000000000,CREW-16,VEH-019
OUT-02787,2025-02-10 06:06:00.000000000,2025-02-10 06:42:00.000000000,CREW-09,VEH-009
OUT-02788,2025-02-11 13:09:58.349103535,2025-02-11 13:20:18.052698589,CREW-17,VEH-044
OUT-02789,2025-02-11 15:10:00.000000000,2025-02-11 16:09:00.000000000,CREW-08,VEH-016
OUT-02790,2025-02-11 15:03:00.000000000,2025-02-11 15:50:00.000000000,CREW-01,VEH-012
OUT-02791,2025-02-11 17:07:00.000000000,2025-02-11 18:02:00.000000000,CREW-05,VEH-016
OUT-02792,2025-02-12 15:03:00.000000000,2025-02-12 15:35:00.000000000,CREW-01,VEH-019
OUT-02793,2025-02-12 16:07:00.000000000,2025-02-12 16:29:00.000000000,CREW-03,VEH-025
OUT-02794,2025-02-13 07:11:00.000000000,2025-02-13 07:30:00.000000000,CREW-08,VEH-019
OUT-02795,2025-02-13 07:03:00.000000000,2025-02-13 07:48:00.000000000,CREW-01,VEH-047
OUT-02796,2025-02-13 20:03:00.000000000,2025-02-13 20:56:00.000000000,CREW-16,VEH-016
OUT-02797,2025-02-13 22:07:00.000000000,2025-02-13 23:02:00.000000000,CREW-07,VEH-014
OUT-02798,2025-02-14 02:12:00.000000000,2025-02-14 02:51:00.000000000,CREW-06,VEH-022
OUT-02799,2025-02-15 00:12:00.000000000,2025-02-15 00:42:00.000000000,CREW-20,VEH-029
OUT-02800,2025-02-16 14:13:00.000000000,2025-02-16 14:44:00.000000000,CREW-05,VEH-027
OUT-02801,2025-02-16 15:10:00.000000000,2025-02-16 15:37:00.000000000,CREW-08,VEH-005
OUT-02802,2025-02-16 19:13:00.000000000,2025-02-16 20:08:00.000000000,CREW-03,VEH-035
OUT-02803,2025-02-17 13:02:00.000000000,2025-02-17 13:38:00.000000000,CREW-18,VEH-044
OUT-02804,2025-02-18 13:10:00.000000000,2025-02-18 14:05:00.000000000,CREW-18,VEH-050
OUT-02805,2025-02-18 13:07:50.904296626,2025-02-18 13:20:23.382055087,CREW-04,VEH-045
OUT-02806,2025-02-18 13:02:00.000000000,2025-02-18 13:50:00.000000000,CREW-14,VEH-003
OUT-02807,2025-02-18 15:06:00.000000000,2025-02-18 15:34:00.000000000,CREW-03,VEH-023
OUT-02808,2025-02-19 17:08:00.000000000,2025-02-19 17:52:00.000000000,CREW-18,VEH-045
OUT-02809,2025-02-19 17:14:00.000000000,2025-02-19 17:51:00.000000000,CREW-10,VEH-025
OUT-02810,2025-02-20 16:14:00.000000000,2025-02-20 16:44:00.000000000,CREW-09,VEH-034
OUT-02811,2025-02-23 15:08:00.000000000,2025-02-23 15:59:00.000000000,CREW-17,VEH-023
OUT-02812,2025-02-24 10:07:00.000000000,2025-02-24 10:57:00.000000000,CREW-17,VEH-009
OUT-02813,2025-02-24 14:05:00.000000000,2025-02-24 14:21:00.000000000,CREW-18,VEH-022
OUT-02814,2025-02-24 17:12:00.000000000,2025-02-24 17:39:00.000000000,CREW-08,VEH-001
OUT-02815,2025-02-25 19:02:00.000000000,2025-02-25 19:28:00.000000000,CREW-04,VEH-013
OUT-02816,2025-02-26 16:14:00.000000000,2025-02-26 17:09:00.000000000,CREW-07,VEH-023
OUT-02817,2025-02-26 17:09:00.000000000,2025-02-26 17:28:00.000000000,CREW-05,VEH-017
OUT-02818,2025-02-27 14:15:00.000000000,2025-02-27 14:38:00.000000000,CREW-06,VEH-025
OUT-02819,2025-02-28 14:04:00.000000000,2025-02-28 14:34:00.000000000,CREW-02,VEH-010
OUT-02820,2025-02-28 18:06:00.000000000,2025-02-28 18:35:00.000000000,CREW-13,VEH-013
OUT-02821,2025-03-01 18:14:00.000000000,2025-03-01 19:14:00.000000000,CREW-08,VEH-043
OUT-02822,2025-03-02 15:03:00.000000000,2025-03-02 15:53:00.000000000,CREW-10,VEH-031
OUT-02823,2025-03-02 18:02:00.000000000,2025-03-02 18:45:00.000000000,CREW-05,VEH-013
OUT-02824,2025-03-05 16:02:00.000000000,2025-03-05 16:39:00.000000000,CREW-08,VEH-003
OUT-02825,2025-03-06 14:04:00.000000000,2025-03-06 14:25:00.000000000,CREW-04,VEH-035
OUT-02826,2025-03-06 15:09:00.000000000,2025-03-06 15:26:00.000000000,CREW-07,VEH-018
OUT-02827,2025-03-06 18:12:00.000000000,2025-03-06 19:09:00.000000000,CREW-17,VEH-038
OUT-02828,2025-03-08 14:09:00.000000000,2025-03-08 14:24:00.000000000,CREW-10,VEH-028
OUT-02829,2025-03-08 18:10:00.000000000,2025-03-08 18:55:00.000000000,CREW-19,VEH-003
OUT-02830,2025-03-09 13:11:05.738600387,2025-03-09 13:20:30.160741393,CREW-15,VEH-033
OUT-02831,2025-03-09 13:05:30.887250749,2025-03-09 13:20:16.718787854,CREW-19,VEH-045
OUT-02832,2025-03-10 18:11:00.000000000,2025-03-10 18:41:00.000000000,CREW-04,VEH-033
OUT-02833,2025-03-10 18:05:00.000000000,2025-03-10 18:32:00.000000000,CREW-01,VEH-005
OUT-02834,2025-03-11 05:06:00.000000000,2025-03-11 05:34:00.000000000,CREW-14,VEH-040
OUT-02835,2025-03-11 15:05:00.000000000,2025-03-11 15:58:00.000000000,CREW-20,VEH-019
OUT-02836,2025-03-13 03:07:00.000000000,2025-03-13 03:25:00.000000000,CREW-19,VEH-031
OUT-02837,2025-03-13 05:10:00.000000000,2025-03-13 05:37:00.000000000,CREW-14,VEH-046
OUT-02838,2025-03-14 20:07:00.000000000,2025-03-14 20:31:00.000000000,CREW-16,VEH-031
OUT-02839,2025-03-18 17:06:00.000000000,2025-03-18 17:43:00.000000000,CREW-06,VEH-026
OUT-02840,2025-03-18 18:03:00.000000000,2025-03-18 19:02:00.000000000,CREW-13,VEH-050
OUT-02841,2025-03-19 14:13:00.000000000,2025-03-19 14:46:00.000000000,CREW-01,VEH-040
OUT-02842,2025-03-19 16:07:00.000000000,2025-03-19 16:50:00.000000000,CREW-02,VEH-040
OUT-02843,2025-03-19 16:07:00.000000000,2025-03-19 16:32:00.000000000,CREW-17,VEH-043
OUT-02844,2025-03-19 17:13:00.000000000,2025-03-19 17:35:00.000000000,CREW-04,VEH-011
OUT-02845,2025-03-19 19:09:00.000000000,2025-03-19 19:32:00.000000000,CREW-02,VEH-016
OUT-02846,2025-03-20 16:07:00.000000000,2025-03-20 16:42:00.000000000,CREW-19,VEH-028
OUT-02847,2025-03-21 10:09:00.000000000,2025-03-21 10:37:00.000000000,CREW-16,VEH-044
OUT-02848,2025-03-21 15:06:00.000000000,2025-03-21 15:46:00.000000000,CREW-19,VEH-032
OUT-02849,2025-03-21 16:03:00.000000000,2025-03-21 16:58:00.000000000,CREW-02,VEH-025
OUT-02850,2025-03-22 07:05:00.000000000,2025-03-22 08:03:00.000000000,CREW-02,VEH-042
OUT-02851,2025-03-24 18:02:00.000000000,2025-03-24 18:52:00.000000000,CREW-12,VEH-009
OUT-02852,2025-03-25 17:05:00.000000000,2025-03-25 18:00:00.000000000,CREW-06,VEH-033
OUT-02853,2025-03-26 13:11:00.000000000,2025-03-26 14:11:00.000000000,CREW-18,VEH-006
OUT-02854,2025-03-26 16:03:00.000000000,2025-03-26 16:33:00.000000000,CREW-15,VEH-048
OUT-02855,2025-03-28 16:09:00.000000000,2025-03-28 16:36:00.000000000,CREW-11,VEH-007
OUT-02856,2025-03-28 16:02:00.000000000,2025-03-28 16:48:00.000000000,CREW-19,VEH-013
OUT-02857,2025-03-28 16:08:00.000000000,2025-03-28 16:51:00.000000000,CREW-01,VEH-029
OUT-02858,2025-03-28 17:06:00.000000000,2025-03-28 17:55:00.000000000,CREW-10,VEH-019
OUT-02859,2025-03-29 13:06:00.000000000,2025-03-29 13:27:00.000000000,CREW-14,VEH-035
OUT-02860,2025-03-29 15:14:00.000000000,2025-03-29 15:41:00.000000000,CREW-10,VEH-002
OUT-02861,2025-04-01 17:07:00.000000000,2025-04-01 17:29:00.000000000,CREW-04,VEH-025
OUT-02862,2025-04-03 14:14:04.959531579,2025-04-03 14:21:44.522576545,CREW-07,VEH-046
OUT-02863,2025-04-04 16:08:00.000000000,2025-04-04 16:41:00.000000000,CREW-14,VEH-022
OUT-02864,2025-04-04 16:14:00.000000000,2025-04-04 16:49:00.000000000,CREW-01,VEH-019
OUT-02865,2025-04-06 14:14:00.000000000,2025-04-06 15:01:00.000000000,CREW-04,VEH-042
OUT-02866,2025-04-06 14:04:00.000000000,2025-04-06 14:45:00.000000000,CREW-20,VEH-041
OUT-02867,2025-04-06 14:04:00.000000000,2025-04-06 14:46:00.000000000,CREW-06,VEH-006
OUT-02868,2025-04-06 19:08:00.000000000,2025-04-06 20:06:00.000000000,CREW-01,VEH-016
OUT-02869,2025-04-06 19:09:00.000000000,2025-04-06 19:28:00.000000000,CREW-09,VEH-042
OUT-02870,2025-04-07 00:14:00.000000000,2025-04-07 00:40:00.000000000,CREW-05,VEH-037
OUT-02871,2025-04-07 13:13:00.000000000,2025-04-07 13:55:00.000000000,CREW-18,VEH-044
OUT-02872,2025-04-07 14:12:00.000000000,2025-04-07 15:01:00.000000000,CREW-07,VEH-049
OUT-02873,2025-04-07 16:04:00.000000000,2025-04-07 16:36:00.000000000,CREW-01,VEH-025
OUT-02874,2025-04-07 16:09:00.000000000,2025-04-07 16:54:00.000000000,CREW-05,VEH-002
OUT-02875,2025-04-07 18:02:00.000000000,2025-04-07 18:55:00.000000000,CREW-11,VEH-043
OUT-02876,2025-04-08 14:03:00.000000000,2025-04-08 14:34:00.000000000,CREW-02,VEH-039
OUT-02877,2025-04-08 15:08:00.000000000,2025-04-08 16:04:00.000000000,CREW-03,VEH-030
OUT-02878,2025-04-08 15:13:00.000000000,2025-04-08 16:02:00.000000000,CREW-11,VEH-044
OUT-02879,2025-04-08 17:10:00.000000000,2025-04-08 17:28:00.000000000,CREW-16,VEH-032
OUT-02880,2025-04-09 13:05:00.000000000,2025-04-09 13:50:00.000000000,CREW-04,VEH-038
OUT-02881,2025-04-09 14:06:00.000000000,2025-04-09 14:21:00.000000000,CREW-03,VEH-037
OUT-02882,2025-04-10 02:07:00.000000000,2025-04-10 02:38:00.000000000,CREW-14,VEH-041
OUT-02883,2025-04-11 15:15:00.000000000,2025-04-11 16:04:00.000000000,CREW-13,VEH-035
OUT-02884,2025-04-11 15:12:00.000000000,2025-04-11 15:28:00.000000000,CREW-15,VEH-013
OUT-02885,2025-04-11 17:04:00.000000000,2025-04-11 17:34:00.000000000,CREW-18,VEH-007
OUT-02886,2025-04-12 18:14:00.000000000,2025-04-12 19:04:00.000000000,CREW-09,VEH-030
OUT-02887,2025-04-13 14:11:00.000000000,2025-04-13 15:06:00.000000000,CREW-07,VEH-015
OUT-02888,2025-04-14 16:13:00.000000000,2025-04-14 17:07:00.000000000,CREW-19,VEH-043
