transformer_id,feeder_id,substation_id,latitude,longitude,rated_kva,phase,primary_voltage_kv,secondary_voltage_v,age_years,manufacturer,status
XFMR-036064,FDR-0102,SUB-023,33.614983,-111.954541,250,B,12.47,208,43,Howard Industries,active
XFMR-036065,FDR-0102,SUB-023,33.615142,-111.954399,167,C,12.47,120,33,Howard Industries,active
XFMR-036066,FDR-0102,SUB-023,33.615081,-111.954312,167,B,12.47,208,2,Eaton,active
XFMR-036067,FDR-0102,SUB-023,33.614921,-111.95416,75,B,12.47,208,12,Eaton,active
XFMR-036068,FDR-0102,SUB-023,33.614986,-111.953948,15,AB,12.47,480,18,Siemens,active
XFMR-036069,FDR-0102,SUB-023,33.615094,-111.953856,500,B,12.47,240,18,Prolec,active
XFMR-036070,FDR-0102,SUB-023,33.615123,-111.953679,75,ABC,12.47,120,39,Howard Industries,active
XFMR-036071,FDR-0102,SUB-023,33.615099,-111.953556,50,ABC,12.47,120,1,GE,active
XFMR-036072,FDR-0102,SUB-023,33.615164,-111.953343,250,BC,12.47,240,11,GE,active
XFMR-036073,FDR-0102,SUB-023,33.615112,-111.953247,333,C,12.47,120,11,GE,active
XFMR-036074,FDR-0102,SUB-023,33.614935,-111.953113,333,ABC,12.47,480,20,Siemens,active
XFMR-036075,FDR-0102,SUB-023,33.614998,-111.952902,25,AB,12.47,120,42,Prolec,active
XFMR-036076,FDR-0102,SUB-023,33.61492,-111.952832,10,AC,12.47,480,11,Siemens,active
XFMR-036077,FDR-0102,SUB-023,33.614998,-111.952606,100,A,12.47,240,31,Eaton,active
XFMR-036078,FDR-0102,SUB-023,33.614995,-111.952462,50,BC,12.47,208,3,GE,active
XFMR-036079,FDR-0102,SUB-023,33.615144,-111.952329,50,ABC,12.47,240,17,ABB,active
XFMR-036080,FDR-0102,SUB-023,33.615125,-111.952201,37.5,AB,12.47,480,22,GE,active
XFMR-036081,FDR-0102,SUB-023,33.615166,-111.952012,37.5,ABC,12.47,240,23,Prolec,active
XFMR-036082,FDR-0102,SUB-023,33.614991,-111.951876,75,C,12.47,208,22,Howard Industries,active
XFMR-036083,FDR-0102,SUB-023,33.614998,-111.951722,250,C,12.47,120,3,GE,active
XFMR-036084,FDR-0102,SUB-023,33.615126,-111.95161,10,A,12.47,120,45,ABB,active
XFMR-036085,FDR-0102,SUB-023,33.615164,-111.951424,15,AB,12.47,480,24,Siemens,active
XFMR-036086,FDR-0102,SUB-023,33.615097,-111.951344,37.5,A,12.47,120,20,Eaton,active
XFMR-036087,FDR-0102,SUB-023,33.614977,-111.951151,50,BC,12.47,120,42,Siemens,active
XFMR-036088,FDR-0102,SUB-023,33.61515,-111.950995,25,BC,12.47,120,5,ABB,active
XFMR-036089,FDR-0102,SUB-023,33.614967,-111.950866,75,A,12.47,480,14,Eaton,active
XFMR-036090,FDR-0102,SUB-023,33.614987,-111.950698,250,A,12.47,480,31,Eaton,active
XFMR-036091,FDR-0102,SUB-023,33.614904,-111.950634,37.5,C,12.47,120,12,GE,active
XFMR-036092,FDR-0102,SUB-023,33.615115,-111.950439,75,C,12.47,208,36,Howard Industries,active
XFMR-036093,FDR-0102,SUB-023,33.61494,-111.950302,333,AC,12.47,240,11,Eaton,active
XFMR-036094,FDR-0102,SUB-023,33.615155,-111.950104,250,A,12.47,480,30,Howard Industries,active
XFMR-036095,FDR-0102,SUB-023,33.615152,-111.94996,37.5,C,12.47,480,17,GE,active
XFMR-036096,FDR-0102,SUB-023,33.615074,-111.949889,37.5,AC,12.47,120,40,Eaton,active
XFMR-036097,FDR-0102,SUB-023,33.614984,-111.949668,100,AC,12.47,480,10,Eaton,active
XFMR-036098,FDR-0102,SUB-023,33.614979,-111.949526,100,BC,12.47,480,14,Prolec,active
XFMR-036099,FDR-0102,SUB-023,33.614955,-111.949402,25,B,12.47,240,6,Howard Industries,active
XFMR-036100,FDR-0102,SUB-023,33.615089,-111.949284,500,AC,12.47,120,2,Prolec,active
XFMR-036101,FDR-0102,SUB-023,33.615077,-111.949148,25,AB,12.47,240,34,ABB,failed
XFMR-036102,FDR-0102,SUB-023,33.614931,-111.948983,500,C,12.47,120,25,Siemens,active
XFMR-036103,FDR-0102,SUB-023,33.614936,-111.948831,167,A,12.47,208,30,Eaton,active
XFMR-036104,FDR-0102,SUB-023,33.615079,-111.948704,75,AB,12.47,208,33,GE,active
XFMR-036105,FDR-0102,SUB-023,33.615096,-111.948539,333,ABC,12.47,240,2,GE,active
XFMR-036106,FDR-0102,SUB-023,33.614972,-111.948351,25,B,12.47,120,13,GE,active
XFMR-036107,FDR-0102,SUB-023,33.614994,-111.948182,25,C,12.47,120,30,ABB,active
XFMR-036108,FDR-0102,SUB-023,33.614985,-111.948043,250,A,12.47,120,13,Eaton,active
XFMR-036109,FDR-0102,SUB-023,33.61508,-111.947965,333,AC,12.47,480,17,Howard Industries,active
XFMR-036110,FDR-0102,SUB-023,33.615096,-111.947801,250,ABC,12.47,120,36,Siemens,active
XFMR-036111,FDR-0102,SUB-023,33.614911,-111.947675,50,AB,12.47,120,26,Prolec,active
XFMR-036112,FDR-0102,SUB-023,33.615141,-111.947461,167,BC,12.47,120,4,GE,active
XFMR-036113,FDR-0102,SUB-023,33.615158,-111.947296,37.5,C,12.47,120,32,Howard Industries,active
XFMR-036114,FDR-0102,SUB-023,33.61493,-111.947213,25,A,12.47,480,4,Prolec,active
XFMR-036115,FDR-0102,SUB-023,33.615156,-111.947003,15,C,12.47,480,30,Siemens,active
XFMR-036116,FDR-0102,SUB-023,33.615106,-111.946906,100,AB,12.47,480,20,Siemens,active
XFMR-036117,FDR-0102,SUB-023,33.614938,-111.946762,10,A,12.47,208,27,Siemens,active
XFMR-036118,FDR-0102,SUB-023,33.614979,-111.946573,10,B,12.47,240,23,Howard Industries,active
XFMR-036119,FDR-0102,SUB-023,33.615147,-111.946421,25,ABC,12.47,480,8,Howard Industries,active
XFMR-036120,FDR-0102,SUB-023,33.615118,-111.946303,250,AC,12.47,480,31,Prolec,active
XFMR-036121,FDR-0102,SUB-023,33.615126,-111.946147,100,AC,12.47,480,20,Prolec,active
XFMR-036122,FDR-0102,SUB-023,33.614983,-111.945978,25,C,12.47,208,41,Howard Industries,active
XFMR-036123,FDR-0102,SUB-023,33.614927,-111.945887,333,B,12.47,208,22,GE,active
XFMR-036124,FDR-0102,SUB-023,33.614916,-111.94575,500,C,12.47,480,31,Eaton,active
XFMR-036125,FDR-0102,SUB-023,33.615085,-111.945597,500,AB,12.47,240,38,Siemens,active
XFMR-036126,FDR-0102,SUB-023,33.614982,-111.945389,75,A,12.47,120,45,Prolec,active
XFMR-036127,FDR-0102,SUB-023,33.615069,-111.945319,10,AC,12.47,208,16,GE,active
XFMR-036128,FDR-0102,SUB-023,33.615146,-111.945094,15,BC,12.47,208,11,ABB,active
XFMR-036129,FDR-0102,SUB-023,33.615071,-111.945021,50,C,12.47,120,11,Eaton,active
XFMR-036130,FDR-0102,SUB-023,33.61499,-111.944791,75,A,12.47,120,28,Howard Industries,active
XFMR-036131,FDR-0102,SUB-023,33.614978,-111.944655,50,C,12.47,120,20,GE,active
XFMR-036132,FDR-0102,SUB-023,33.61498,-111.944505,15,BC,12.47,480,15,Prolec,active
XFMR-036133,FDR-0102,SUB-023,33.615166,-111.944336,37.5,BC,12.47,480,4,Howard Industries,active
XFMR-036134,FDR-0102,SUB-023,33.615113,-111.944241,100,AC,12.47,240,3,ABB,active
XFMR-036135,FDR-0102,SUB-023,33.614916,-111.944127,500,A,12.47,240,38,Eaton,active
XFMR-036136,FDR-0102,SUB-023,33.615076,-111.943982,100,C,12.47,208,15,GE,active
XFMR-036137,FDR-0102,SUB-023,33.614957,-111.94379,100,AC,12.47,208,24,ABB,active
XFMR-036138,FDR-0102,SUB-023,33.614932,-111.943668,167,B,12.47,208,35,ABB,active
XFMR-036139,FDR-0102,SUB-023,33.615115,-111.9435,75,ABC,12.47,120,32,Siemens,active
XFMR-036140,FDR-0102,SUB-023,33.614964,-111.94334,100,A,12.47,480,2,Howard Industries,active
XFMR-036141,FDR-0102,SUB-023,33.61514,-111.943181,10,B,12.47,240,25,Howard Industries,active
XFMR-036142,FDR-0102,SUB-023,33.615069,-111.943104,75,AB,12.47,208,4,Eaton,active
XFMR-036143,FDR-0102,SUB-023,33.615098,-111.942928,50,C,12.47,480,22,Eaton,active
XFMR-036144,FDR-0102,SUB-023,33.615156,-111.942722,500,BC,12.47,240,10,Eaton,active
XFMR-036145,FDR-0102,SUB-023,33.614995,-111.942571,25,C,12.47,120,5,Eaton,active
XFMR-036146,FDR-0102,SUB-023,33.614903,-111.942515,15,B,12.47,208,40,Howard Industries,active
XFMR-036147,FDR-0102,SUB-023,33.615135,-111.9423,50,AB,12.47,240,33,Prolec,active
XFMR-036148,FDR-0102,SUB-023,33.614978,-111.942145,10,C,12.47,240,42,Prolec,active
XFMR-036149,FDR-0102,SUB-023,33.615121,-111.942019,15,C,12.47,120,32,Prolec,active
XFMR-036150,FDR-0102,SUB-023,33.615001,-111.941827,37.5,B,12.47,240,9,GE,active
XFMR-036151,FDR-0102,SUB-023,33.61493,-111.94175,37.5,A,12.47,120,39,Howard Industries,active
XFMR-036152,FDR-0102,SUB-023,33.615138,-111.941558,250,AC,12.47,208,17,Prolec,active
XFMR-036153,FDR-0102,SUB-023,33.615119,-111.94143,15,AC,12.47,120,12,Siemens,active
XFMR-036154,FDR-0102,SUB-023,33.615151,-111.941251,37.5,AC,12.47,208,29,ABB,active
XFMR-036155,FDR-0102,SUB-023,33.615123,-111.941131,333,C,12.47,480,22,Howard Industries,active
XFMR-036156,FDR-0102,SUB-023,33.61515,-111.940957,250,ABC,12.47,480,45,ABB,active
XFMR-036157,FDR-0102,SUB-023,33.614981,-111.940813,500,B,12.47,480,39,Prolec,active
XFMR-036158,FDR-0102,SUB-023,33.615128,-111.940683,50,BC,12.47,208,15,ABB,active
XFMR-036159,FDR-0102,SUB-023,33.61493,-111.940569,333,BC,12.47,208,25,ABB,active
XFMR-036160,FDR-0102,SUB-023,33.614916,-111.940435,500,B,12.47,208,18,Eaton,active
XFMR-036161,FDR-0103,SUB-023,33.615369,-112.021806,500,BC,12.47,480,25,GE,active
XFMR-036162,FDR-0103,SUB-023,33.615743,-112.02198,50,ABC,12.47,240,32,Howard Industries,active
XFMR-036163,FDR-0103,SUB-023,33.616117,-112.021956,167,C,12.47,480,21,Siemens,active
XFMR-036164,FDR-0103,SUB-023,33.616438,-112.021985,25,B,12.47,208,20,Howard Industries,active
XFMR-036165,FDR-0103,SUB-023,33.61676,-112.021814,100,B,12.47,240,14,Prolec,active
XFMR-036166,FDR-0103,SUB-023,33.617124,-112.021799,75,C,12.47,480,1,GE,active
XFMR-036167,FDR-0103,SUB-023,33.617513,-112.02176,250,AB,12.47,480,25,Siemens,active
XFMR-036168,FDR-0103,SUB-023,33.6178,-112.021822,10,BC,12.47,240,7,GE,active
XFMR-036169,FDR-0103,SUB-023,33.618189,-112.021981,500,B,12.47,240,16,GE,active
XFMR-036170,FDR-0103,SUB-023,33.618485,-112.021837,167,ABC,12.47,208,32,Prolec,active
XFMR-036171,FDR-0103,SUB-023,33.618906,-112.021963,15,ABC,12.47,480,34,ABB,active
XFMR-036172,FDR-0103,SUB-023,33.619212,-112.022007,100,A,12.47,120,34,ABB,active
XFMR-036173,FDR-0103,SUB-023,33.619629,-112.021741,75,B,12.47,120,37,Eaton,active
XFMR-036174,FDR-0103,SUB-023,33.619887,-112.021833,100,BC,12.47,240,21,Siemens,active
XFMR-036175,FDR-0103,SUB-023,33.620231,-112.021838,333,B,12.47,480,7,GE,active
XFMR-036176,FDR-0103,SUB-023,33.620579,-112.022038,10,C,12.47,208,19,Howard Industries,active
XFMR-036177,FDR-0103,SUB-023,33.621009,-112.021957,500,B,12.47,480,40,Howard Industries,active
XFMR-036178,FDR-0103,SUB-023,33.621315,-112.021803,37.5,A,12.47,120,45,Prolec,active
XFMR-036179,FDR-0103,SUB-023,33.621685,-112.021981,25,AB,12.47,240,3,Siemens,active
XFMR-036180,FDR-0103,SUB-023,33.62202,-112.021798,100,AB,12.47,240,4,Eaton,active
XFMR-036181,FDR-0103,SUB-023,33.622333,-112.022032,25,B,12.47,120,15,Howard Industries,active
XFMR-036182,FDR-0103,SUB-023,33.622716,-112.0218,25,B,12.47,480,30,ABB,active
XFMR-036183,FDR-0103,SUB-023,33.623113,-112.021753,500,AC,12.47,480,1,Siemens,active
XFMR-036184,FDR-0103,SUB-023,33.62338,-112.022033,37.5,AC,12.47,480,28,ABB,active
XFMR-036185,FDR-0103,SUB-023,33.623786,-112.021779,10,B,12.47,120,29,Siemens,active
XFMR-036186,FDR-0103,SUB-023,33.624114,-112.021999,15,AB,12.47,208,34,Prolec,active
XFMR-036187,FDR-0103,SUB-023,33.624489,-112.021775,75,A,12.47,208,16,Howard Industries,active
XFMR-036188,FDR-0103,SUB-023,33.624806,-112.021807,75,BC,12.47,120,10,Eaton,active
XFMR-036189,FDR-0103,SUB-023,33.62514,-112.022021,15,A,12.47,208,39,Siemens,active
XFMR-036190,FDR-0103,SUB-023,33.625493,-112.02182,500,A,12.47,480,32,ABB,active
XFMR-036191,FDR-0103,SUB-023,33.625897,-112.021766,250,C,12.47,208,8,Howard Industries,active
XFMR-036192,FDR-0103,SUB-023,33.626213,-112.021997,50,AC,12.47,480,43,GE,active
XFMR-036193,FDR-0103,SUB-023,33.626544,-112.022016,167,B,12.47,120,29,Howard Industries,active
XFMR-036194,FDR-0103,SUB-023,33.626908,-112.022001,75,B,12.47,240,31,Siemens,active
XFMR-036195,FDR-0103,SUB-023,33.627285,-112.021776,50,BC,12.47,208,31,Eaton,active
XFMR-036196,FDR-0103,SUB-023,33.627658,-112.02195,10,A,12.47,120,23,ABB,active
XFMR-036197,FDR-0103,SUB-023,33.628002,-112.021956,250,A,12.47,208,34,Siemens,active
XFMR-036198,FDR-0103,SUB-023,33.628286,-112.021823,25,C,12.47,480,16,Howard Industries,active
XFMR-036199,FDR-0103,SUB-023,33.628634,-112.021825,250,AC,12.47,480,9,ABB,active
XFMR-036200,FDR-0103,SUB-023,33.629051,-112.021758,500,BC,12.47,480,34,Eaton,active
XFMR-036201,FDR-0103,SUB-023,33.629406,-112.02195,100,A,12.47,120,3,Prolec,active
XFMR-036202,FDR-0103,SUB-023,33.629754,-112.021952,333,B,12.47,120,36,ABB,active
XFMR-036203,FDR-0103,SUB-023,33.630085,-112.021772,10,AC,12.47,480,17,Eaton,active
XFMR-036204,FDR-0103,SUB-023,33.630465,-112.02194,15,ABC,12.47,480,22,Howard Industries,active
XFMR-036205,FDR-0103,SUB-023,33.630726,-112.022028,25,AC,12.47,240,31,Eaton,active
XFMR-036206,FDR-0103,SUB-023,33.631081,-112.021825,37.5,ABC,12.47,480,17,Howard Industries,active
XFMR-036207,FDR-0103,SUB-023,33.631423,-112.022031,15,A,12.47,240,38,ABB,active
XFMR-036208,FDR-0103,SUB-023,33.631818,-112.021787,500,A,12.47,240,1,Prolec,active
XFMR-036209,FDR-0103,SUB-023,33.63214,-112.022013,75,ABC,12.47,480,1,GE,active
XFMR-036210,FDR-0103,SUB-023,33.632503,-112.021999,15,C,12.47,240,33,Howard Industries,active
XFMR-036211,FDR-0103,SUB-023,33.63287,-112.021784,75,B,12.47,208,4,Howard Industries,active
XFMR-036212,FDR-0103,SUB-023,33.633193,-112.022009,250,A,12.47,240,43,Eaton,active
XFMR-036213,FDR-0103,SUB-023,33.633536,-112.021817,50,C,12.47,240,35,Howard Industries,active
XFMR-036214,FDR-0103,SUB-023,33.633937,-112.021963,75,AC,12.47,480,16,ABB,active
XFMR-036215,FDR-0103,SUB-023,33.634243,-112.022007,75,B,12.47,208,35,Eaton,active
XFMR-036216,FDR-0103,SUB-023,33.634627,-112.021973,333,B,12.47,480,13,Siemens,active
XFMR-036217,FDR-0103,SUB-023,33.634978,-112.021774,50,B,12.47,240,13,GE,active
XFMR-036218,FDR-0103,SUB-023,33.635262,-112.022036,167,ABC,12.47,120,6,ABB,active
XFMR-036219,FDR-0103,SUB-023,33.635635,-112.021815,75,A,12.47,240,10,ABB,active
XFMR-036220,FDR-0103,SUB-023,33.636021,-112.021976,167,BC,12.47,240,19,Prolec,active
XFMR-036221,FDR-0103,SUB-023,33.636348,-112.022,75,C,12.47,208,5,Howard Industries,active
XFMR-036222,FDR-0103,SUB-023,33.636717,-112.021781,500,C,12.47,240,19,Prolec,active
XFMR-036223,FDR-0103,SUB-023,33.637012,-112.022034,500,AC,12.47,480,40,GE,active
XFMR-036224,FDR-0103,SUB-023,33.63736,-112.021838,167,ABC,12.47,240,31,GE,active
XFMR-036225,FDR-0103,SUB-023,33.637778,-112.02177,10,A,12.47,120,2,Eaton,active
XFMR-036226,FDR-0103,SUB-023,33.638094,-112.022002,10,A,12.47,480,26,ABB,active
XFMR-036227,FDR-0103,SUB-023,33.638411,-112.021836,333,ABC,12.47,240,29,Eaton,active
XFMR-036228,FDR-0103,SUB-023,33.638756,-112.022039,167,ABC,12.47,480,38,Siemens,active
XFMR-036229,FDR-0103,SUB-023,33.639168,-112.021778,250,C,12.47,120,44,Siemens,active
XFMR-036230,FDR-0103,SUB-023,33.639509,-112.021787,250,BC,12.47,208,4,Howard Industries,active
XFMR-036231,FDR-0103,SUB-023,33.639885,-112.021958,500,B,12.47,480,33,Howard Industries,active
XFMR-036232,FDR-0103,SUB-023,33.640221,-112.021971,15,A,12.47,480,33,Prolec,active
XFMR-036233,FDR-0103,SUB-023,33.640561,-112.021981,50,AC,12.47,480,30,Howard Industries,active
XFMR-036234,FDR-0103,SUB-023,33.640892,-112.022,75,B,12.47,208,27,Siemens,active
XFMR-036235,FDR-0103,SUB-023,33.641265,-112.021976,167,BC,12.47,480,1,Eaton,active
XFMR-036236,FDR-0103,SUB-023,33.641557,-112.021836,500,C,12.47,208,45,ABB,active
XFMR-036237,FDR-0103,SUB-023,33.641992,-112.021948,50,A,12.47,120,17,ABB,active
XFMR-036238,FDR-0103,SUB-023,33.642255,-112.021837,500,BC,12.47,208,7,ABB,active
XFMR-036239,FDR-0103,SUB-023,33.642625,-112.022015,75,AC,12.47,480,25,Eaton,active
XFMR-036240,FDR-0103,SUB-023,33.642965,-112.021826,500,BC,12.47,120,20,ABB,failed
XFMR-036241,FDR-0103,SUB-023,33.643392,-112.021947,167,AC,12.47,240,4,Prolec,active
XFMR-036242,FDR-0103,SUB-023,33.643715,-112.021775,167,C,12.47,120,38,Siemens,active
XFMR-036243,FDR-0103,SUB-023,33.644085,-112.021755,10,AC,12.47,208,7,GE,active
XFMR-036244,FDR-0103,SUB-023,33.644432,-112.021955,15,AC,12.47,480,5,ABB,active
XFMR-036245,FDR-0103,SUB-023,33.644744,-112.021993,167,AC,12.47,240,28,Siemens,active
XFMR-036246,FDR-0103,SUB-023,33.645071,-112.021818,100,B,12.47,240,23,GE,active
XFMR-036247,FDR-0103,SUB-023,33.645431,-112.021807,75,B,12.47,208,18,GE,active
XFMR-036248,FDR-0103,SUB-023,33.645762,-112.022023,50,C,12.47,240,27,ABB,active
XFMR-036249,FDR-0103,SUB-023,33.646144,-112.021992,333,ABC,12.47,240,16,Siemens,active
XFMR-036250,FDR-0103,SUB-023,33.646519,-112.021768,100,B,12.47,480,25,Eaton,active
XFMR-036251,FDR-0103,SUB-023,33.646854,-112.021782,167,C,12.47,208,10,Howard Industries,active
XFMR-036252,FDR-0103,SUB-023,33.647238,-112.021946,50,B,12.47,120,4,ABB,active
XFMR-036253,FDR-0103,SUB-023,33.647555,-112.021979,25,ABC,12.47,208,44,Eaton,active
XFMR-036254,FDR-0103,SUB-023,33.647849,-112.022034,500,B,12.47,480,30,Prolec,active
XFMR-036255,FDR-0103,SUB-023,33.648268,-112.021964,50,AB,12.47,208,4,Siemens,active
XFMR-036256,FDR-0103,SUB-023,33.648642,-112.021743,50,BC,12.47,208,13,Eaton,active
XFMR-036257,FDR-0103,SUB-023,33.648896,-112.021838,500,B,12.47,240,2,Siemens,active
XFMR-036258,FDR-0103,SUB-023,33.649301,-112.021782,37.5,AC,12.47,120,34,GE,active
XFMR-036259,FDR-0103,SUB-023,33.64964,-112.021991,10,C,12.47,120,22,Howard Industries,active
XFMR-036260,FDR-0103,SUB-023,33.649975,-112.022005,10,BC,12.47,480,4,Eaton,active
XFMR-036261,FDR-0103,SUB-023,33.650356,-112.021776,10,ABC,12.47,120,21,ABB,active
XFMR-036262,FDR-0103,SUB-023,33.650724,-112.021955,333,C,12.47,208,15,Howard Industries,active
XFMR-036263,FDR-0103,SUB-023,33.650992,-112.021839,333,BC,12.47,120,10,Siemens,active
XFMR-036264,FDR-0103,SUB-023,33.651391,-112.02179,75,C,12.47,120,43,GE,active
XFMR-036265,FDR-0103,SUB-023,33.651719,-112.021812,75,B,12.47,480,8,Siemens,active
XFMR-036266,FDR-0103,SUB-023,33.652119,-112.021761,37.5,B,12.47,208,15,Eaton,active
XFMR-036267,FDR-0103,SUB-023,33.652421,-112.021808,250,BC,12.47,208,16,Prolec,active
XFMR-036268,FDR-0103,SUB-023,33.652786,-112.021991,250,ABC,12.47,120,7,Eaton,active
XFMR-036269,FDR-0103,SUB-023,33.653112,-112.021816,50,AB,12.47,480,1,Prolec,active
XFMR-036270,FDR-0103,SUB-023,33.653474,-112.022002,75,C,12.47,208,28,ABB,active
XFMR-036271,FDR-0103,SUB-023,33.653802,-112.022024,25,ABC,12.47,240,18,ABB,active
XFMR-036272,FDR-0103,SUB-023,33.654231,-112.021944,10,B,12.47,120,43,Eaton,active
XFMR-036273,FDR-0103,SUB-023,33.654501,-112.021826,37.5,C,12.47,120,33,Siemens,active
XFMR-036274,FDR-0103,SUB-023,33.654918,-112.021758,25,AC,12.47,208,34,Howard Industries,active
XFMR-036275,FDR-0103,SUB-023,33.655199,-112.021827,50,BC,12.47,480,21,Eaton,active
XFMR-036276,FDR-0103,SUB-023,33.655553,-112.021823,167,B,12.47,240,19,Siemens,active
XFMR-036277,FDR-0103,SUB-023,33.655925,-112.0218,37.5,C,12.47,208,17,Siemens,active
XFMR-036278,FDR-0103,SUB-023,33.656311,-112.021764,75,ABC,12.47,120,13,GE,active
XFMR-036279,FDR-0103,SUB-023,33.656642,-112.02198,100,BC,12.47,480,2,Siemens,active
XFMR-036280,FDR-0103,SUB-023,33.656982,-112.021791,100,AB,12.47,480,25,GE,active
XFMR-036281,FDR-0103,SUB-023,33.657374,-112.021749,100,A,12.47,120,36,Prolec,active
XFMR-036282,FDR-0103,SUB-023,33.657674,-112.021997,15,AB,12.47,208,41,Eaton,active
XFMR-036283,FDR-0103,SUB-023,33.658006,-112.021816,37.5,AB,12.47,240,43,Howard Industries,active
XFMR-036284,FDR-0103,SUB-023,33.658397,-112.021775,333,C,12.47,120,38,ABB,active
XFMR-036285,FDR-0103,SUB-023,33.658763,-112.021957,250,BC,12.47,120,20,Howard Industries,active
XFMR-036286,FDR-0103,SUB-023,33.659086,-112.021785,25,AC,12.47,208,41,GE,active
XFMR-036287,FDR-0103,SUB-023,33.659474,-112.021747,50,C,12.47,480,29,Howard Industries,active
XFMR-036288,FDR-0103,SUB-023,33.659808,-112.021762,25,ABC,12.47,240,22,Howard Industries,active
XFMR-036289,FDR-0103,SUB-023,33.660129,-112.021989,333,C,12.47,120,3,Siemens,active
XFMR-036290,FDR-0103,SUB-023,33.660479,-112.02179,500,A,12.47,240,30,Eaton,active
XFMR-036291,FDR-0103,SUB-023,33.660826,-112.021991,100,A,12.47,240,12,Howard Industries,active
XFMR-036292,FDR-0103,SUB-023,33.661201,-112.021966,250,ABC,12.47,240,38,Howard Industries,active
XFMR-036293,FDR-0103,SUB-023,33.661574,-112.021942,500,AC,12.47,240,19,Prolec,active
XFMR-036294,FDR-0103,SUB-023,33.661874,-112.021992,250,C,12.47,480,23,Eaton,active
XFMR-036295,FDR-0103,SUB-023,33.662242,-112.021973,500,A,12.47,480,9,Howard Industries,active
XFMR-036296,FDR-0103,SUB-023,33.662576,-112.021988,75,AC,12.47,208,45,Eaton,active
XFMR-036297,FDR-0103,SUB-023,33.662876,-112.02184,250,ABC,12.47,480,8,GE,active
XFMR-036298,FDR-0103,SUB-023,33.663295,-112.021771,167,B,12.47,480,7,ABB,active
XFMR-036299,FDR-0103,SUB-023,33.663647,-112.021967,333,AC,12.47,120,28,Howard Industries,active
XFMR-036300,FDR-0103,SUB-023,33.663952,-112.021813,50,A,12.47,208,7,GE,active
XFMR-036301,FDR-0103,SUB-023,33.66431,-112.021805,167,A,12.47,240,24,GE,active
XFMR-036302,FDR-0103,SUB-023,33.664673,-112.021792,500,BC,12.47,120,33,GE,active
XFMR-036303,FDR-0103,SUB-023,33.665006,-112.022005,25,B,12.47,120,17,Howard Industries,active
XFMR-036304,FDR-0103,SUB-023,33.665365,-112.021798,37.5,AB,12.47,120,3,GE,active
XFMR-036305,FDR-0103,SUB-023,33.665765,-112.021946,50,B,12.47,480,43,Prolec,active
XFMR-036306,FDR-0103,SUB-023,33.666036,-112.022024,37.5,BC,12.47,240,2,Siemens,active
XFMR-036307,FDR-0103,SUB-023,33.666399,-112.022011,500,BC,12.47,240,37,Prolec,active
XFMR-036308,FDR-0103,SUB-023,33.666817,-112.021943,15,A,12.47,240,28,Howard Industries,active
XFMR-036309,FDR-0103,SUB-023,33.667128,-112.021783,100,B,12.47,480,10,Prolec,failed
XFMR-036310,FDR-0103,SUB-023,33.667519,-112.02194,333,ABC,12.47,240,12,Siemens,active
XFMR-036311,FDR-0103,SUB-023,33.667832,-112.021977,25,ABC,12.47,480,25,GE,active
XFMR-036312,FDR-0103,SUB-023,33.668182,-112.021777,15,ABC,12.47,240,41,ABB,active
XFMR-036313,FDR-0103,SUB-023,33.668521,-112.021986,25,AC,12.47,120,37,Siemens,active
XFMR-036314,FDR-0103,SUB-023,33.668907,-112.02195,75,C,12.47,480,19,Howard Industries,active
XFMR-036315,FDR-0103,SUB-023,33.669177,-112.021832,167,A,12.47,120,26,ABB,active
XFMR-036316,FDR-0103,SUB-023,33.669597,-112.021959,75,C,12.47,240,12,Eaton,active
XFMR-036317,FDR-0103,SUB-023,33.669959,-112.021748,100,BC,12.47,240,14,Howard Industries,active
XFMR-036318,FDR-0103,SUB-023,33.670245,-112.021812,250,AB,12.47,208,19,Prolec,active
XFMR-036319,FDR-0103,SUB-023,33.670575,-112.021832,500,BC,12.47,120,25,Eaton,active
XFMR-036320,FDR-0103,SUB-023,33.671007,-112.021947,15,A,12.47,208,34,Prolec,active
XFMR-036321,FDR-0103,SUB-023,33.671296,-112.02181,10,ABC,12.47,240,32,Howard Industries,active
XFMR-036322,FDR-0103,SUB-023,33.671705,-112.021949,37.5,AC,12.47,208,5,GE,active
XFMR-036323,FDR-0103,SUB-023,33.672058,-112.021747,333,AC,12.47,240,13,Prolec,active
XFMR-036324,FDR-0103,SUB-023,33.672393,-112.021761,100,AC,12.47,120,28,GE,active
XFMR-036325,FDR-0103,SUB-023,33.672715,-112.021987,15,A,12.47,208,18,Prolec,active
XFMR-036326,FDR-0103,SUB-023,33.673056,-112.021798,50,A,12.47,208,6,Prolec,active
XFMR-036327,FDR-0103,SUB-023,33.673372,-112.022029,25,A,12.47,480,1,Prolec,active
XFMR-036328,FDR-0103,SUB-023,33.673785,-112.021768,167,AC,12.47,240,15,Eaton,active
XFMR-036329,FDR-0103,SUB-023,33.6741,-112.021802,100,A,12.47,208,16,Eaton,active
XFMR-036330,FDR-0103,SUB-023,33.674499,-112.021951,37.5,B,12.47,120,39,Howard Industries,active
XFMR-036331,FDR-0103,SUB-023,33.674771,-112.022028,37.5,ABC,12.47,240,34,Prolec,active
XFMR-036332,FDR-0103,SUB-023,33.675191,-112.021958,333,AC,12.47,120,43,ABB,active
