battery_id,customer_id,transformer_id,feeder_id,substation_id,latitude,longitude,capacity_kwh,power_kw,chemistry,install_date,manufacturer,status
BATT-003758,CUST-0125838,XFMR-019293,FDR-0061,SUB-015,33.58637,-112.132026,9.7,4.4,LFP,2024-02-01,Enphase,active
BATT-003759,CUST-0125915,XFMR-019305,FDR-0061,SUB-015,33.585852,-112.12878,58.5,20.5,NMC,2024-03-01,Tesla,active
BATT-003760,CUST-0126012,XFMR-019319,FDR-0061,SUB-015,33.585758,-112.124621,11.0,3.8,lithium-ion,2023-10-01,SolarEdge,active
BATT-003761,CUST-0126017,XFMR-019320,FDR-0061,SUB-015,33.586151,-112.123704,10.7,4.0,LFP,2022-07-01,Tesla,active
BATT-003762,CUST-0126035,XFMR-019323,FDR-0061,SUB-015,33.586401,-112.123549,398.2,157.0,lithium-ion,2022-09-01,Enphase,active
BATT-003763,CUST-0126077,XFMR-019333,FDR-0061,SUB-015,33.586285,-112.120525,15.5,6.4,lithium-ion,2020-02-01,Enphase,active
BATT-003764,CUST-0126081,XFMR-019333,FDR-0061,SUB-015,33.586237,-112.120227,10.2,4.2,LFP,2024-01-01,Generac,active
BATT-003765,CUST-0126112,XFMR-019336,FDR-0061,SUB-015,33.585834,-112.120015,9.6,3.6,lithium-ion,2023-06-01,SolarEdge,active
BATT-003766,CUST-0126113,XFMR-019336,FDR-0061,SUB-015,33.58623,-112.119209,9.9,4.4,NMC,2024-04-01,Enphase,active
BATT-003767,CUST-0126121,XFMR-019339,FDR-0061,SUB-015,33.586163,-112.118878,16.4,5.5,lithium-ion,2023-11-01,Generac,active
BATT-003768,CUST-0126132,XFMR-019340,FDR-0061,SUB-015,33.586178,-112.118739,9.1,3.7,LFP,2020-04-01,BYD,active
BATT-003769,CUST-0126177,XFMR-019345,FDR-0061,SUB-015,33.586206,-112.117549,14.7,7.3,lithium-ion,2022-08-01,Tesla,active
BATT-003770,CUST-0126220,XFMR-019352,FDR-0061,SUB-015,33.585648,-112.115747,14.5,6.9,lithium-ion,2021-11-01,SunPower,active
BATT-003771,CUST-0126249,XFMR-019356,FDR-0061,SUB-015,33.586449,-112.114217,20.2,8.6,LFP,2023-10-01,BYD,active
BATT-003772,CUST-0126372,XFMR-019373,FDR-0061,SUB-015,33.586314,-112.109411,20.4,6.3,lithium-ion,2021-11-01,Tesla,active
BATT-003773,CUST-0126378,XFMR-019373,FDR-0061,SUB-015,33.585714,-112.109898,19.2,7.2,lithium-ion,2020-09-01,SunPower,active
BATT-003774,CUST-0126401,XFMR-019378,FDR-0061,SUB-015,33.585736,-112.10767,13.7,4.2,LFP,2020-08-01,Generac,active
BATT-003775,CUST-0126450,XFMR-019387,FDR-0061,SUB-015,33.586283,-112.105963,490.2,133.8,NMC,2023-04-01,Tesla,active
BATT-003776,CUST-0126500,XFMR-019397,FDR-0061,SUB-015,33.586024,-112.102882,13.1,6.3,lithium-ion,2024-11-01,Generac,active
BATT-003777,CUST-0126568,XFMR-019406,FDR-0061,SUB-015,33.586262,-112.100136,10.3,4.3,NMC,2024-01-01,SunPower,active
BATT-003778,CUST-0126617,XFMR-019414,FDR-0061,SUB-015,33.586209,-112.097745,9.1,3.2,NMC,2023-12-01,Enphase,active
BATT-003779,CUST-0126619,XFMR-019414,FDR-0061,SUB-015,33.586265,-112.098321,390.1,189.4,LFP,2024-11-01,SunPower,active
BATT-003780,CUST-0126811,XFMR-019449,FDR-0061,SUB-015,33.586303,-112.088873,15.4,5.9,LFP,2023-01-01,BYD,active
BATT-003781,CUST-0126841,XFMR-019453,FDR-0061,SUB-015,33.586154,-112.087244,452.7,222.8,lithium-ion,2021-05-01,Enphase,active
BATT-003782,CUST-0126917,XFMR-019463,FDR-0061,SUB-015,33.585726,-112.084907,22.0,8.0,lithium-ion,2024-06-01,Enphase,active
BATT-003783,CUST-0127004,XFMR-019479,FDR-0061,SUB-015,33.58575,-112.080596,10.1,4.0,NMC,2023-04-01,SolarEdge,active
BATT-003784,CUST-0127011,XFMR-019479,FDR-0061,SUB-015,33.586271,-112.080627,9.8,3.8,lithium-ion,2021-06-01,SolarEdge,active
BATT-003785,CUST-0127059,XFMR-019486,FDR-0061,SUB-015,33.585987,-112.078621,17.3,6.8,NMC,2022-06-01,SolarEdge,active
BATT-003786,CUST-0127102,XFMR-019492,FDR-0061,SUB-015,33.586106,-112.076962,16.5,6.9,LFP,2021-04-01,SunPower,active
BATT-003787,CUST-0127128,XFMR-019495,FDR-0061,SUB-015,33.585817,-112.076236,10.7,4.0,lithium-ion,2022-06-01,Enphase,active
BATT-003788,CUST-0127155,XFMR-019499,FDR-0061,SUB-015,33.585865,-112.074407,15.2,6.4,NMC,2022-08-01,SolarEdge,active
BATT-003789,CUST-0127195,XFMR-019504,FDR-0061,SUB-015,33.58629,-112.073312,10.4,4.6,NMC,2022-09-01,BYD,active
BATT-003790,CUST-0127210,XFMR-019507,FDR-0061,SUB-015,33.586226,-112.072581,9.0,3.9,lithium-ion,2020-01-01,SunPower,active
BATT-003791,CUST-0127232,XFMR-019513,FDR-0061,SUB-015,33.585711,-112.070648,12.6,5.9,lithium-ion,2023-01-01,SolarEdge,active
BATT-003792,CUST-0127337,XFMR-019527,FDR-0061,SUB-015,33.585925,-112.066586,37.0,14.2,lithium-ion,2021-08-01,Tesla,active
BATT-003793,CUST-0127369,XFMR-019532,FDR-0061,SUB-015,33.586278,-112.065221,269.4,118.9,lithium-ion,2024-09-01,BYD,active
BATT-003794,CUST-0127412,XFMR-019536,FDR-0061,SUB-015,33.585844,-112.064791,16.3,7.8,lithium-ion,2022-05-01,Generac,active
BATT-003795,CUST-0127438,XFMR-019540,FDR-0061,SUB-015,33.585833,-112.0629,12.5,5.7,LFP,2020-08-01,Enphase,active
BATT-003796,CUST-0127469,XFMR-019544,FDR-0061,SUB-015,33.586043,-112.062119,16.9,5.9,lithium-ion,2020-02-01,Generac,active
BATT-003797,CUST-0127508,XFMR-019549,FDR-0061,SUB-015,33.586443,-112.061142,14.5,4.6,LFP,2022-12-01,Tesla,active
BATT-003798,CUST-0127515,XFMR-019550,FDR-0061,SUB-015,33.586209,-112.060236,19.4,9.5,LFP,2023-02-01,Enphase,active
BATT-003799,CUST-0127517,XFMR-019551,FDR-0061,SUB-015,33.585681,-112.060031,14.7,6.6,lithium-ion,2024-01-01,Enphase,active
BATT-003800,CUST-0127556,XFMR-019559,FDR-0061,SUB-015,33.586264,-112.058431,19.0,8.9,lithium-ion,2024-06-01,SolarEdge,active
BATT-003801,CUST-0127564,XFMR-019559,FDR-0061,SUB-015,33.585809,-112.058151,14.7,6.6,NMC,2020-12-01,Tesla,active
BATT-003802,CUST-0127577,XFMR-019563,FDR-0061,SUB-015,33.586417,-112.056838,13.6,5.5,LFP,2023-07-01,Generac,active
BATT-003803,CUST-0127612,XFMR-019568,FDR-0061,SUB-015,33.586289,-112.055873,18.4,8.2,lithium-ion,2024-12-01,SunPower,active
BATT-003804,CUST-0127627,XFMR-019570,FDR-0061,SUB-015,33.586351,-112.054672,10.9,4.1,NMC,2022-12-01,SunPower,active
BATT-003805,CUST-0127649,XFMR-019574,FDR-0061,SUB-015,33.586411,-112.054286,13.6,4.9,NMC,2023-09-01,SolarEdge,active
BATT-003806,CUST-0127674,XFMR-019577,FDR-0061,SUB-015,33.586344,-112.053327,19.2,7.5,LFP,2023-07-01,SunPower,active
BATT-003807,CUST-0127739,XFMR-019587,FDR-0061,SUB-015,33.586376,-112.050014,9.4,2.9,LFP,2022-09-01,SolarEdge,active
BATT-003808,CUST-0127781,XFMR-019593,FDR-0061,SUB-015,33.585944,-112.048908,15.4,6.7,LFP,2020-03-01,Generac,active
BATT-003809,CUST-0127795,XFMR-019595,FDR-0061,SUB-015,33.586289,-112.048355,9.6,3.6,NMC,2020-06-01,SolarEdge,active
BATT-003810,CUST-0127905,XFMR-019614,FDR-0061,SUB-015,33.586123,-112.043319,15.4,6.0,lithium-ion,2024-07-01,Enphase,active
BATT-003811,CUST-0127953,XFMR-019620,FDR-0061,SUB-015,33.585692,-112.04161,17.5,6.9,NMC,2020-02-01,Generac,active
BATT-003812,CUST-0127961,XFMR-019623,FDR-0061,SUB-015,33.585784,-112.0404,14.1,6.7,NMC,2023-05-01,Generac,active
BATT-003813,CUST-0128009,XFMR-019632,FDR-0061,SUB-015,33.585885,-112.037906,13.8,5.0,LFP,2020-09-01,Generac,active
BATT-003814,CUST-0128017,XFMR-019633,FDR-0061,SUB-015,33.586317,-112.037397,10.2,3.9,NMC,2021-02-01,SunPower,active
BATT-003815,CUST-0128022,XFMR-019635,FDR-0061,SUB-015,33.586313,-112.036998,13.4,5.9,NMC,2022-07-01,BYD,active
BATT-003816,CUST-0128107,XFMR-019646,FDR-0061,SUB-015,33.586355,-112.034161,14.7,4.6,LFP,2022-04-01,BYD,active
BATT-003817,CUST-0128125,XFMR-019649,FDR-0061,SUB-015,33.585667,-112.033016,14.8,4.7,LFP,2022-10-01,Generac,active
BATT-003818,CUST-0128139,XFMR-019652,FDR-0061,SUB-015,33.586147,-112.032059,12.7,5.8,lithium-ion,2020-05-01,SunPower,active
BATT-003819,CUST-0128174,XFMR-019657,FDR-0061,SUB-015,33.586307,-112.031212,271.0,100.9,NMC,2020-02-01,Enphase,active
BATT-003820,CUST-0128196,XFMR-019660,FDR-0061,SUB-015,33.586339,-112.030577,16.6,6.5,NMC,2020-05-01,Enphase,active
BATT-003821,CUST-0128275,XFMR-019672,FDR-0062,SUB-015,33.586046,-112.142978,14.8,6.7,NMC,2024-10-01,BYD,active
BATT-003822,CUST-0128357,XFMR-019686,FDR-0062,SUB-015,33.588785,-112.143004,9.6,4.4,lithium-ion,2020-08-01,Generac,active
BATT-003823,CUST-0128386,XFMR-019689,FDR-0062,SUB-015,33.58902,-112.143617,19.6,7.5,LFP,2024-10-01,BYD,active
BATT-003824,CUST-0128430,XFMR-019697,FDR-0062,SUB-015,33.590524,-112.143227,442.3,131.4,lithium-ion,2024-10-01,BYD,active
BATT-003825,CUST-0128611,XFMR-019726,FDR-0062,SUB-015,33.596346,-112.14308,193.4,94.7,lithium-ion,2021-11-01,SunPower,active
BATT-003826,CUST-0128620,XFMR-019727,FDR-0062,SUB-015,33.596456,-112.143895,19.9,9.6,NMC,2024-02-01,Generac,active
BATT-003827,CUST-0128638,XFMR-019730,FDR-0062,SUB-015,33.596965,-112.143363,21.5,8.3,NMC,2020-10-01,BYD,active
BATT-003828,CUST-0128686,XFMR-019740,FDR-0062,SUB-015,33.598476,-112.143291,13.0,4.8,LFP,2021-08-01,SolarEdge,active
BATT-003829,CUST-0128699,XFMR-019742,FDR-0062,SUB-015,33.598661,-112.142972,12.2,4.4,LFP,2021-08-01,SolarEdge,active
BATT-003830,CUST-0128792,XFMR-019758,FDR-0062,SUB-015,33.601866,-112.143758,11.0,3.8,lithium-ion,2020-05-01,Tesla,active
BATT-003831,CUST-0128816,XFMR-019763,FDR-0062,SUB-015,33.602523,-112.143118,9.7,3.2,NMC,2022-05-01,Enphase,active
BATT-003832,CUST-0128868,XFMR-019772,FDR-0062,SUB-015,33.604036,-112.143338,9.3,3.8,lithium-ion,2020-11-01,BYD,active
BATT-003833,CUST-0128869,XFMR-019772,FDR-0062,SUB-015,33.604308,-112.143229,9.1,3.8,LFP,2022-08-01,SunPower,active
BATT-003834,CUST-0128896,XFMR-019777,FDR-0062,SUB-015,33.605454,-112.143792,327.4,103.7,NMC,2022-04-01,Enphase,active
BATT-003835,CUST-0128953,XFMR-019790,FDR-0062,SUB-015,33.607564,-112.143793,20.7,8.2,lithium-ion,2024-10-01,SolarEdge,active
BATT-003836,CUST-0128966,XFMR-019794,FDR-0062,SUB-015,33.608041,-112.143085,14.7,5.1,NMC,2020-02-01,Tesla,active
BATT-003837,CUST-0128977,XFMR-019796,FDR-0062,SUB-015,33.608574,-112.143134,19.3,7.9,LFP,2023-01-01,SunPower,active
BATT-003838,CUST-0129051,XFMR-019808,FDR-0062,SUB-015,33.610889,-112.143046,12.8,4.1,LFP,2022-12-01,BYD,active
BATT-003839,CUST-0129094,XFMR-019814,FDR-0062,SUB-015,33.611803,-112.143405,17.1,8.1,LFP,2024-03-01,BYD,active
BATT-003840,CUST-0129160,XFMR-019823,FDR-0062,SUB-015,33.613197,-112.143242,9.8,3.3,NMC,2021-07-01,BYD,active
BATT-003841,CUST-0129249,XFMR-019835,FDR-0062,SUB-015,33.615651,-112.143691,10.3,5.1,LFP,2024-09-01,Tesla,active
BATT-003842,CUST-0129265,XFMR-019837,FDR-0062,SUB-015,33.61562,-112.144009,221.0,63.0,lithium-ion,2024-09-01,Generac,active
BATT-003843,CUST-0129313,XFMR-019845,FDR-0062,SUB-015,33.617613,-112.143876,19.3,8.3,LFP,2020-12-01,Tesla,active
BATT-003844,CUST-0129321,XFMR-019845,FDR-0062,SUB-015,33.617562,-112.143965,21.3,9.4,lithium-ion,2024-12-01,BYD,active
BATT-003845,CUST-0129325,XFMR-019846,FDR-0062,SUB-015,33.617178,-112.143848,20.7,7.6,NMC,2022-12-01,Generac,active
BATT-003846,CUST-0129356,XFMR-019851,FDR-0062,SUB-015,33.618474,-112.143765,21.9,8.3,lithium-ion,2020-11-01,BYD,active
BATT-003847,CUST-0129411,XFMR-019862,FDR-0063,SUB-015,33.585837,-112.145736,10.8,3.8,LFP,2024-05-01,Tesla,active
BATT-003848,CUST-0129516,XFMR-019879,FDR-0063,SUB-015,33.586285,-112.150846,9.1,4.5,lithium-ion,2021-05-01,Enphase,active
BATT-003849,CUST-0129526,XFMR-019880,FDR-0063,SUB-015,33.586192,-112.151162,13.7,4.6,lithium-ion,2020-01-01,SunPower,active
BATT-003850,CUST-0129547,XFMR-019882,FDR-0063,SUB-015,33.585945,-112.15207,20.8,10.4,LFP,2022-06-01,Tesla,active
BATT-003851,CUST-0129549,XFMR-019883,FDR-0063,SUB-015,33.585924,-112.151483,243.2,88.1,LFP,2023-11-01,SunPower,active
BATT-003852,CUST-0129571,XFMR-019885,FDR-0063,SUB-015,33.585769,-112.152492,234.3,91.9,LFP,2020-07-01,SunPower,active
BATT-003853,CUST-0129612,XFMR-019892,FDR-0063,SUB-015,33.58632,-112.154486,13.8,5.5,LFP,2023-02-01,SolarEdge,active
BATT-003854,CUST-0129616,XFMR-019892,FDR-0063,SUB-015,33.586283,-112.154967,12.6,5.5,NMC,2021-08-01,Enphase,active
BATT-003855,CUST-0129648,XFMR-019897,FDR-0063,SUB-015,33.586306,-112.156814,15.1,6.6,LFP,2020-01-01,Tesla,active
BATT-003856,CUST-0129667,XFMR-019899,FDR-0063,SUB-015,33.585734,-112.156906,84.3,39.2,NMC,2023-03-01,SunPower,active
BATT-003857,CUST-0129670,XFMR-019899,FDR-0063,SUB-015,33.586201,-112.157463,21.4,10.0,NMC,2024-01-01,Enphase,active
BATT-003858,CUST-0129728,XFMR-019909,FDR-0063,SUB-015,33.586215,-112.160509,222.7,90.1,NMC,2024-06-01,Generac,active
BATT-003859,CUST-0129730,XFMR-019909,FDR-0063,SUB-015,33.585791,-112.160234,125.2,61.5,LFP,2022-02-01,Generac,active
BATT-003860,CUST-0129740,XFMR-019911,FDR-0063,SUB-015,33.585665,-112.161007,312.5,95.6,lithium-ion,2024-12-01,SolarEdge,active
BATT-003861,CUST-0129783,XFMR-019918,FDR-0063,SUB-015,33.586429,-112.163343,81.7,37.5,NMC,2022-12-01,Generac,active
BATT-003862,CUST-0129979,XFMR-019947,FDR-0063,SUB-015,33.586303,-112.171941,12.8,5.7,lithium-ion,2021-03-01,Tesla,active
BATT-003863,CUST-0130049,XFMR-019958,FDR-0063,SUB-015,33.585739,-112.175737,21.4,8.9,LFP,2023-02-01,Generac,active
BATT-003864,CUST-0130066,XFMR-019961,FDR-0063,SUB-015,33.58579,-112.176262,13.2,5.2,NMC,2020-09-01,SunPower,active
BATT-003865,CUST-0130094,XFMR-019966,FDR-0063,SUB-015,33.58602,-112.177975,18.0,7.9,LFP,2023-04-01,SolarEdge,active
BATT-003866,CUST-0130099,XFMR-019967,FDR-0063,SUB-015,33.585847,-112.178107,15.9,6.4,NMC,2021-02-01,SunPower,active
BATT-003867,CUST-0130149,XFMR-019973,FDR-0063,SUB-015,33.586476,-112.180377,16.7,7.3,NMC,2021-09-01,Enphase,active
BATT-003868,CUST-0130179,XFMR-019977,FDR-0063,SUB-015,33.585788,-112.181693,19.0,7.7,LFP,2024-04-01,Enphase,active
BATT-003869,CUST-0130191,XFMR-019978,FDR-0063,SUB-015,33.586155,-112.181742,17.3,6.9,LFP,2020-11-01,Enphase,active
BATT-003870,CUST-0130194,XFMR-019978,FDR-0063,SUB-015,33.586242,-112.181481,20.3,8.4,lithium-ion,2021-10-01,Enphase,active
BATT-003871,CUST-0130195,XFMR-019979,FDR-0063,SUB-015,33.585919,-112.182435,13.8,5.1,NMC,2024-06-01,SunPower,active
BATT-003872,CUST-0130229,XFMR-019982,FDR-0063,SUB-015,33.585732,-112.182707,15.3,7.6,LFP,2022-09-01,Enphase,active
BATT-003873,CUST-0130295,XFMR-019990,FDR-0063,SUB-015,33.585739,-112.185242,19.5,7.0,lithium-ion,2023-06-01,Enphase,active
BATT-003874,CUST-0130298,XFMR-019990,FDR-0063,SUB-015,33.5861,-112.185624,13.5,5.7,lithium-ion,2021-06-01,Enphase,active
BATT-003875,CUST-0130301,XFMR-019991,FDR-0063,SUB-015,33.586303,-112.185934,26.2,9.7,lithium-ion,2020-07-01,Tesla,active
BATT-003876,CUST-0130303,XFMR-019992,FDR-0063,SUB-015,33.585792,-112.186734,19.9,6.7,NMC,2022-01-01,Tesla,active
BATT-003877,CUST-0130342,XFMR-019998,FDR-0063,SUB-015,33.58641,-112.188384,18.2,7.7,LFP,2024-05-01,SolarEdge,active
BATT-003878,CUST-0130347,XFMR-019999,FDR-0063,SUB-015,33.586486,-112.188973,14.7,4.8,LFP,2021-05-01,Enphase,active
BATT-003879,CUST-0130462,XFMR-020016,FDR-0063,SUB-015,33.586284,-112.193636,21.3,7.4,LFP,2021-04-01,Enphase,active
BATT-003880,CUST-0130476,XFMR-020018,FDR-0063,SUB-015,33.586173,-112.194342,62.0,24.2,NMC,2020-09-01,Enphase,active
BATT-003881,CUST-0130518,XFMR-020025,FDR-0063,SUB-015,33.585658,-112.196919,15.0,6.0,LFP,2020-10-01,SolarEdge,active
BATT-003882,CUST-0130527,XFMR-020026,FDR-0063,SUB-015,33.58624,-112.19683,20.4,10.1,LFP,2021-08-01,Generac,active
BATT-003883,CUST-0130545,XFMR-020028,FDR-0063,SUB-015,33.586383,-112.197849,14.8,5.9,lithium-ion,2020-08-01,BYD,active
BATT-003884,CUST-0130567,XFMR-020031,FDR-0063,SUB-015,33.585778,-112.198626,170.0,81.1,LFP,2020-06-01,Enphase,active
BATT-003885,CUST-0130608,XFMR-020037,FDR-0063,SUB-015,33.586161,-112.200792,12.7,4.2,NMC,2020-08-01,Tesla,active
BATT-003886,CUST-0130649,XFMR-020044,FDR-0063,SUB-015,33.586002,-112.203065,9.7,3.6,LFP,2021-06-01,BYD,active
BATT-003887,CUST-0130662,XFMR-020045,FDR-0063,SUB-015,33.586302,-112.202917,18.9,9.0,LFP,2023-09-01,SolarEdge,active
BATT-003888,CUST-0130750,XFMR-020057,FDR-0063,SUB-015,33.586274,-112.206673,15.0,5.9,lithium-ion,2023-03-01,Generac,active
BATT-003889,CUST-0130792,XFMR-020064,FDR-0063,SUB-015,33.585881,-112.208772,10.4,5.0,lithium-ion,2023-11-01,Tesla,active
BATT-003890,CUST-0130838,XFMR-020071,FDR-0063,SUB-015,33.585848,-112.211345,9.7,3.0,lithium-ion,2020-08-01,BYD,active
BATT-003891,CUST-0130885,XFMR-020075,FDR-0063,SUB-015,33.585797,-112.212669,9.9,3.3,lithium-ion,2021-03-01,Enphase,active
BATT-003892,CUST-0130944,XFMR-020084,FDR-0063,SUB-015,33.586423,-112.215103,10.8,4.2,lithium-ion,2024-03-01,SolarEdge,active
BATT-003893,CUST-0130998,XFMR-020095,FDR-0063,SUB-015,33.585831,-112.218855,12.3,5.5,LFP,2023-02-01,BYD,active
BATT-003894,CUST-0131036,XFMR-020100,FDR-0063,SUB-015,33.586437,-112.22031,10.7,4.3,NMC,2021-01-01,Tesla,active
BATT-003895,CUST-0131040,XFMR-020100,FDR-0063,SUB-015,33.586436,-112.220243,390.1,134.8,lithium-ion,2023-08-01,BYD,active
BATT-003896,CUST-0131092,XFMR-020109,FDR-0063,SUB-015,33.586166,-112.222698,15.0,5.2,LFP,2023-12-01,Generac,active
BATT-003897,CUST-0131095,XFMR-020109,FDR-0063,SUB-015,33.585755,-112.22303,15.7,7.1,LFP,2023-08-01,Enphase,active
BATT-003898,CUST-0131102,XFMR-020110,FDR-0063,SUB-015,33.586301,-112.223388,15.7,6.6,lithium-ion,2020-02-01,BYD,active
BATT-003899,CUST-0131138,XFMR-020115,FDR-0063,SUB-015,33.585986,-112.225517,17.0,8.2,lithium-ion,2024-03-01,SolarEdge,active
BATT-003900,CUST-0131156,XFMR-020117,FDR-0063,SUB-015,33.586387,-112.225971,13.6,5.2,LFP,2024-08-01,Enphase,active
BATT-003901,CUST-0131243,XFMR-020130,FDR-0063,SUB-015,33.585798,-112.230208,10.9,4.7,lithium-ion,2022-05-01,Tesla,active
BATT-003902,CUST-0131255,XFMR-020132,FDR-0063,SUB-015,33.585876,-112.230376,12.5,5.3,lithium-ion,2023-02-01,SunPower,active
BATT-003903,CUST-0131306,XFMR-020139,FDR-0063,SUB-015,33.586175,-112.232788,292.2,117.1,NMC,2020-05-01,SunPower,active
BATT-003904,CUST-0131375,XFMR-020151,FDR-0063,SUB-015,33.585778,-112.236418,13.6,4.4,NMC,2024-11-01,SunPower,active
BATT-003905,CUST-0131393,XFMR-020155,FDR-0063,SUB-015,33.586367,-112.238094,15.0,7.4,NMC,2023-07-01,Enphase,active
BATT-003906,CUST-0131477,XFMR-020170,FDR-0063,SUB-015,33.586139,-112.242488,416.0,125.3,LFP,2024-02-01,SolarEdge,active
BATT-003907,CUST-0131498,XFMR-020175,FDR-0063,SUB-015,33.58638,-112.243775,16.4,6.7,LFP,2024-09-01,SunPower,active
BATT-003908,CUST-0131508,XFMR-020178,FDR-0063,SUB-015,33.58642,-112.244654,16.4,7.6,lithium-ion,2020-01-01,SunPower,active
BATT-003909,CUST-0131521,XFMR-020179,FDR-0063,SUB-015,33.585821,-112.245213,10.8,5.1,lithium-ion,2021-12-01,Enphase,active
BATT-003910,CUST-0131689,XFMR-020200,FDR-0063,SUB-015,33.586338,-112.251695,19.1,9.1,LFP,2023-11-01,Tesla,active
BATT-003911,CUST-0131725,XFMR-020205,FDR-0063,SUB-015,33.585805,-112.252958,21.1,8.8,LFP,2024-08-01,Generac,active
BATT-003912,CUST-0131730,XFMR-020205,FDR-0063,SUB-015,33.585856,-112.25392,16.5,6.3,NMC,2022-03-01,Tesla,active
BATT-003913,CUST-0131733,XFMR-020205,FDR-0063,SUB-015,33.585846,-112.253311,12.8,4.1,lithium-ion,2021-05-01,Tesla,active
BATT-003914,CUST-0131814,XFMR-020226,FDR-0063,SUB-015,33.585863,-112.260162,9.1,3.1,LFP,2024-06-01,SolarEdge,active
BATT-003915,CUST-0131845,XFMR-020230,FDR-0063,SUB-015,33.586027,-112.261463,15.1,6.1,LFP,2023-08-01,Generac,active
BATT-003916,CUST-0131855,XFMR-020232,FDR-0064,SUB-015,33.585447,-112.143382,9.1,2.9,NMC,2021-01-01,Generac,active
BATT-003917,CUST-0131890,XFMR-020238,FDR-0064,SUB-015,33.584483,-112.143779,18.5,8.8,LFP,2023-02-01,Tesla,active
BATT-003918,CUST-0131900,XFMR-020239,FDR-0064,SUB-015,33.584821,-112.143065,13.2,5.4,LFP,2022-07-01,BYD,active
BATT-003919,CUST-0131906,XFMR-020240,FDR-0064,SUB-015,33.584833,-112.143739,12.3,5.2,lithium-ion,2022-06-01,Generac,active
BATT-003920,CUST-0131922,XFMR-020241,FDR-0064,SUB-015,33.584865,-112.142984,81.7,27.5,lithium-ion,2021-06-01,Tesla,active
BATT-003921,CUST-0131926,XFMR-020242,FDR-0064,SUB-015,33.583951,-112.143409,14.9,5.7,LFP,2023-07-01,SolarEdge,active
BATT-003922,CUST-0131955,XFMR-020246,FDR-0064,SUB-015,33.583599,-112.143924,18.2,8.5,lithium-ion,2022-05-01,SolarEdge,active
BATT-003923,CUST-0131965,XFMR-020246,FDR-0064,SUB-015,33.58414,-112.143934,9.4,3.8,LFP,2021-08-01,Tesla,active
BATT-003924,CUST-0131984,XFMR-020249,FDR-0064,SUB-015,33.583669,-112.143351,16.8,5.3,lithium-ion,2024-11-01,SolarEdge,active
BATT-003925,CUST-0131992,XFMR-020250,FDR-0064,SUB-015,33.583136,-112.143792,14.9,5.9,LFP,2022-02-01,Tesla,active
BATT-003926,CUST-0132029,XFMR-020256,FDR-0064,SUB-015,33.58265,-112.143932,304.7,137.2,lithium-ion,2021-09-01,BYD,active
BATT-003927,CUST-0132036,XFMR-020256,FDR-0064,SUB-015,33.582446,-112.143396,19.1,8.5,lithium-ion,2023-10-01,Tesla,inactive
BATT-003928,CUST-0132048,XFMR-020257,FDR-0064,SUB-015,33.582461,-112.143208,17.4,7.0,lithium-ion,2020-01-01,Generac,active
BATT-003929,CUST-0132062,XFMR-020261,FDR-0064,SUB-015,33.581418,-112.143041,14.7,6.4,lithium-ion,2021-08-01,BYD,active
BATT-003930,CUST-0132070,XFMR-020263,FDR-0064,SUB-015,33.581239,-112.143056,18.4,9.2,LFP,2022-12-01,Tesla,active
BATT-003931,CUST-0132105,XFMR-020269,FDR-0064,SUB-015,33.580178,-112.143184,16.1,5.0,lithium-ion,2022-02-01,SunPower,active
BATT-003932,CUST-0132131,XFMR-020273,FDR-0064,SUB-015,33.579986,-112.143757,9.5,3.9,lithium-ion,2024-05-01,SolarEdge,active
BATT-003933,CUST-0132154,XFMR-020276,FDR-0064,SUB-015,33.579315,-112.143117,14.7,4.7,LFP,2020-06-01,SolarEdge,active
BATT-003934,CUST-0132163,XFMR-020277,FDR-0064,SUB-015,33.579051,-112.143819,12.4,5.2,NMC,2022-02-01,BYD,active
BATT-003935,CUST-0132168,XFMR-020278,FDR-0064,SUB-015,33.578795,-112.143003,13.0,5.1,LFP,2022-01-01,BYD,active
BATT-003936,CUST-0132176,XFMR-020278,FDR-0064,SUB-015,33.579422,-112.143229,401.3,146.6,NMC,2020-08-01,Enphase,active
BATT-003937,CUST-0132182,XFMR-020281,FDR-0064,SUB-015,33.578418,-112.143769,133.4,35.0,LFP,2021-11-01,Generac,active
BATT-003938,CUST-0132210,XFMR-020286,FDR-0064,SUB-015,33.578225,-112.143715,457.1,208.2,NMC,2020-07-01,Generac,active
BATT-003939,CUST-0132228,XFMR-020287,FDR-0064,SUB-015,33.578088,-112.143367,17.0,6.1,lithium-ion,2020-06-01,Generac,active
BATT-003940,CUST-0132251,XFMR-020293,FDR-0064,SUB-015,33.577052,-112.143033,18.8,8.6,lithium-ion,2021-03-01,Enphase,active
BATT-003941,CUST-0132381,XFMR-020312,FDR-0064,SUB-015,33.574639,-112.14362,413.8,187.3,LFP,2023-08-01,SunPower,active
BATT-003942,CUST-0132473,XFMR-020334,FDR-0064,SUB-015,33.571511,-112.143178,15.7,5.3,lithium-ion,2021-06-01,Tesla,active
BATT-003943,CUST-0132488,XFMR-020335,FDR-0064,SUB-015,33.570953,-112.143901,18.6,8.6,LFP,2020-11-01,Tesla,active
BATT-003944,CUST-0132515,XFMR-020339,FDR-0064,SUB-015,33.570206,-112.143675,9.0,2.9,LFP,2022-05-01,Enphase,active
BATT-003945,CUST-0132518,XFMR-020339,FDR-0064,SUB-015,33.570313,-112.143283,9.5,3.1,LFP,2020-04-01,Generac,active
