solar_id,customer_id,transformer_id,feeder_id,substation_id,latitude,longitude,capacity_kw,panel_type,azimuth_deg,tilt_deg,install_date,inverter_type,status
SOL-012681,CUST-0103413,XFMR-015873,FDR-0050,SUB-013,33.477019,-111.961112,10.9,monocrystalline,190,30,2024-05-01,hybrid,active
SOL-012682,CUST-0103417,XFMR-015873,FDR-0050,SUB-013,33.47704,-111.961055,444.9,polycrystalline,175,16,2020-01-01,string,active
SOL-012683,CUST-0103441,XFMR-015877,FDR-0050,SUB-013,33.477463,-111.961103,10.4,monocrystalline,171,20,2018-12-01,hybrid,active
SOL-012684,CUST-0103446,XFMR-015878,FDR-0050,SUB-013,33.477675,-111.961225,4.0,polycrystalline,154,32,2020-03-01,hybrid,active
SOL-012685,CUST-0103494,XFMR-015886,FDR-0050,SUB-013,33.477698,-111.962739,345.4,monocrystalline,185,21,2021-03-01,string,active
SOL-012686,CUST-0103497,XFMR-015886,FDR-0050,SUB-013,33.477152,-111.962662,7.5,monocrystalline,169,18,2016-10-01,hybrid,active
SOL-012687,CUST-0103522,XFMR-015888,FDR-0050,SUB-013,33.477148,-111.963541,4.5,thin-film,209,35,2023-11-01,hybrid,active
SOL-012688,CUST-0103524,XFMR-015888,FDR-0050,SUB-013,33.477114,-111.963549,7.1,thin-film,182,29,2016-11-01,hybrid,active
SOL-012689,CUST-0103526,XFMR-015889,FDR-0050,SUB-013,33.477069,-111.963349,260.2,monocrystalline,198,20,2016-08-01,hybrid,active
SOL-012690,CUST-0103534,XFMR-015890,FDR-0050,SUB-013,33.47717,-111.963278,5.2,monocrystalline,199,19,2020-02-01,string,active
SOL-012691,CUST-0103536,XFMR-015890,FDR-0050,SUB-013,33.477671,-111.963793,422.0,thin-film,175,20,2019-03-01,micro,active
SOL-012692,CUST-0103549,XFMR-015892,FDR-0050,SUB-013,33.477556,-111.964392,49.2,polycrystalline,171,28,2018-12-01,hybrid,active
SOL-012693,CUST-0103550,XFMR-015893,FDR-0050,SUB-013,33.477342,-111.964397,11.3,monocrystalline,158,32,2016-04-01,hybrid,active
SOL-012694,CUST-0103557,XFMR-015895,FDR-0050,SUB-013,33.477534,-111.964999,7.5,monocrystalline,197,19,2023-09-01,string,inactive
SOL-012695,CUST-0103613,XFMR-015902,FDR-0050,SUB-013,33.477184,-111.966019,4.8,polycrystalline,171,16,2020-07-01,string,active
SOL-012696,CUST-0103616,XFMR-015904,FDR-0050,SUB-013,33.477124,-111.965757,5.1,monocrystalline,210,19,2024-09-01,micro,active
SOL-012697,CUST-0103624,XFMR-015904,FDR-0050,SUB-013,33.477186,-111.96571,461.8,monocrystalline,191,30,2024-09-01,hybrid,active
SOL-012698,CUST-0103625,XFMR-015904,FDR-0050,SUB-013,33.477592,-111.966249,3.5,polycrystalline,191,20,2023-04-01,micro,active
SOL-012699,CUST-0103627,XFMR-015905,FDR-0050,SUB-013,33.477466,-111.96644,243.3,thin-film,155,23,2020-11-01,micro,active
SOL-012700,CUST-0103628,XFMR-015905,FDR-0050,SUB-013,33.477063,-111.966138,3.2,polycrystalline,191,27,2020-11-01,micro,active
SOL-012701,CUST-0103639,XFMR-015906,FDR-0050,SUB-013,33.477061,-111.966491,7.5,monocrystalline,172,18,2016-10-01,micro,active
SOL-012702,CUST-0103641,XFMR-015906,FDR-0050,SUB-013,33.477488,-111.966483,214.8,polycrystalline,208,24,2016-10-01,micro,active
SOL-012703,CUST-0103644,XFMR-015907,FDR-0050,SUB-013,33.477175,-111.966505,10.0,polycrystalline,152,33,2016-05-01,hybrid,active
SOL-012704,CUST-0103659,XFMR-015909,FDR-0050,SUB-013,33.47754,-111.966563,8.3,thin-film,210,19,2021-02-01,hybrid,active
SOL-012705,CUST-0103665,XFMR-015909,FDR-0050,SUB-013,33.476987,-111.967191,9.8,thin-film,191,16,2018-07-01,string,active
SOL-012706,CUST-0103691,XFMR-015913,FDR-0050,SUB-013,33.477598,-111.967877,11.5,monocrystalline,165,33,2019-03-01,string,active
SOL-012707,CUST-0103697,XFMR-015914,FDR-0050,SUB-013,33.477569,-111.967965,8.3,thin-film,183,16,2017-11-01,micro,active
SOL-012708,CUST-0103703,XFMR-015915,FDR-0050,SUB-013,33.477546,-111.968505,385.8,polycrystalline,169,27,2016-07-01,hybrid,active
SOL-012709,CUST-0103710,XFMR-015917,FDR-0050,SUB-013,33.477683,-111.968184,6.8,monocrystalline,178,31,2019-04-01,string,active
SOL-012710,CUST-0103714,XFMR-015917,FDR-0050,SUB-013,33.477639,-111.968682,296.8,polycrystalline,162,18,2020-10-01,hybrid,active
SOL-012711,CUST-0103716,XFMR-015917,FDR-0050,SUB-013,33.47779,-111.968605,4.9,polycrystalline,195,31,2019-07-01,hybrid,active
SOL-012712,CUST-0103735,XFMR-015920,FDR-0050,SUB-013,33.477075,-111.968775,75.9,polycrystalline,189,26,2016-11-01,hybrid,active
SOL-012713,CUST-0103743,XFMR-015920,FDR-0050,SUB-013,33.477017,-111.96875,10.3,polycrystalline,166,35,2018-09-01,string,active
SOL-012714,CUST-0103748,XFMR-015921,FDR-0050,SUB-013,33.476997,-111.969225,150.9,polycrystalline,196,23,2019-02-01,micro,active
SOL-012715,CUST-0103749,XFMR-015921,FDR-0050,SUB-013,33.477494,-111.969545,8.7,thin-film,165,35,2018-04-01,micro,active
SOL-012716,CUST-0103757,XFMR-015923,FDR-0050,SUB-013,33.477742,-111.969778,79.6,monocrystalline,173,34,2024-10-01,micro,active
SOL-012717,CUST-0103759,XFMR-015923,FDR-0050,SUB-013,33.477136,-111.969141,9.6,polycrystalline,185,20,2020-09-01,micro,active
SOL-012718,CUST-0103769,XFMR-015925,FDR-0050,SUB-013,33.477617,-111.969832,308.0,polycrystalline,194,34,2023-05-01,micro,active
SOL-012719,CUST-0103770,XFMR-015925,FDR-0050,SUB-013,33.477223,-111.969726,5.3,monocrystalline,200,31,2019-08-01,micro,active
SOL-012720,CUST-0103779,XFMR-015926,FDR-0050,SUB-013,33.47752,-111.970296,3.9,polycrystalline,185,33,2021-09-01,micro,active
SOL-012721,CUST-0103802,XFMR-015932,FDR-0050,SUB-013,33.477067,-111.97112,161.4,thin-film,160,22,2022-02-01,string,active
SOL-012722,CUST-0103814,XFMR-015933,FDR-0050,SUB-013,33.477599,-111.971453,246.3,monocrystalline,208,19,2018-10-01,micro,active
SOL-012723,CUST-0103822,XFMR-015934,FDR-0050,SUB-013,33.47694,-111.971181,259.3,thin-film,157,35,2019-03-01,string,active
SOL-012724,CUST-0103825,XFMR-015934,FDR-0050,SUB-013,33.477091,-111.970862,74.6,polycrystalline,204,25,2016-04-01,micro,active
SOL-012725,CUST-0103826,XFMR-015934,FDR-0050,SUB-013,33.47741,-111.971809,154.2,polycrystalline,200,23,2016-04-01,hybrid,active
SOL-012726,CUST-0103829,XFMR-015935,FDR-0050,SUB-013,33.477646,-111.971564,8.9,monocrystalline,170,15,2024-07-01,hybrid,active
SOL-012727,CUST-0103836,XFMR-015937,FDR-0050,SUB-013,33.477364,-111.971531,7.3,thin-film,179,28,2018-01-01,hybrid,active
SOL-012728,CUST-0103860,XFMR-015941,FDR-0050,SUB-013,33.477169,-111.97288,87.1,monocrystalline,173,28,2021-07-01,hybrid,active
SOL-012729,CUST-0103867,XFMR-015942,FDR-0050,SUB-013,33.477651,-111.972601,259.7,thin-film,179,24,2019-10-01,hybrid,active
SOL-012730,CUST-0103869,XFMR-015942,FDR-0050,SUB-013,33.477263,-111.972933,307.6,polycrystalline,175,18,2020-03-01,hybrid,active
SOL-012731,CUST-0103870,XFMR-015942,FDR-0050,SUB-013,33.477563,-111.972301,6.7,monocrystalline,187,16,2017-12-01,hybrid,active
SOL-012732,CUST-0103874,XFMR-015942,FDR-0050,SUB-013,33.477132,-111.972384,7.0,monocrystalline,186,28,2023-11-01,hybrid,active
SOL-012733,CUST-0103876,XFMR-015943,FDR-0050,SUB-013,33.477193,-111.972557,5.0,polycrystalline,207,31,2023-03-01,hybrid,inactive
SOL-012734,CUST-0103885,XFMR-015945,FDR-0050,SUB-013,33.477231,-111.973066,10.7,polycrystalline,151,23,2024-11-01,micro,active
SOL-012735,CUST-0103886,XFMR-015945,FDR-0050,SUB-013,33.477109,-111.972821,3.4,monocrystalline,210,22,2018-11-01,hybrid,active
SOL-012736,CUST-0103906,XFMR-015948,FDR-0050,SUB-013,33.477246,-111.973521,7.8,thin-film,206,28,2020-07-01,hybrid,active
SOL-012737,CUST-0103910,XFMR-015949,FDR-0050,SUB-013,33.47696,-111.973994,7.0,polycrystalline,157,34,2021-08-01,string,active
SOL-012738,CUST-0103918,XFMR-015950,FDR-0050,SUB-013,33.477018,-111.973938,89.5,thin-film,185,17,2024-12-01,micro,active
SOL-012739,CUST-0103923,XFMR-015951,FDR-0050,SUB-013,33.477245,-111.974249,4.7,polycrystalline,177,16,2021-06-01,micro,active
SOL-012740,CUST-0103928,XFMR-015953,FDR-0050,SUB-013,33.477459,-111.974382,7.8,thin-film,198,15,2020-04-01,string,inactive
SOL-012741,CUST-0103929,XFMR-015953,FDR-0050,SUB-013,33.477071,-111.974158,7.8,monocrystalline,182,21,2019-05-01,hybrid,active
SOL-012742,CUST-0103933,XFMR-015954,FDR-0050,SUB-013,33.477459,-111.975181,5.3,monocrystalline,166,28,2020-10-01,hybrid,active
SOL-012743,CUST-0103936,XFMR-015954,FDR-0050,SUB-013,33.477569,-111.974718,7.9,monocrystalline,199,27,2024-06-01,hybrid,active
SOL-012744,CUST-0103945,XFMR-015956,FDR-0050,SUB-013,33.477543,-111.974619,8.4,polycrystalline,202,16,2020-10-01,string,active
SOL-012745,CUST-0103947,XFMR-015957,FDR-0050,SUB-013,33.477547,-111.975192,209.6,polycrystalline,180,15,2021-11-01,micro,active
SOL-012746,CUST-0103958,XFMR-015958,FDR-0050,SUB-013,33.477574,-111.975194,11.3,polycrystalline,180,16,2018-03-01,string,active
SOL-012747,CUST-0103961,XFMR-015959,FDR-0050,SUB-013,33.477497,-111.97572,11.1,polycrystalline,200,18,2019-01-01,micro,active
SOL-012748,CUST-0103974,XFMR-015960,FDR-0050,SUB-013,33.477072,-111.975924,4.2,thin-film,178,21,2022-08-01,micro,inactive
SOL-012749,CUST-0103976,XFMR-015960,FDR-0050,SUB-013,33.477513,-111.975994,11.9,monocrystalline,208,22,2022-11-01,hybrid,active
SOL-012750,CUST-0103990,XFMR-015961,FDR-0050,SUB-013,33.477289,-111.975845,4.5,monocrystalline,203,23,2022-01-01,micro,active
SOL-012751,CUST-0103993,XFMR-015962,FDR-0050,SUB-013,33.477108,-111.976281,3.0,thin-film,151,26,2024-12-01,micro,inactive
SOL-012752,CUST-0104013,XFMR-015966,FDR-0050,SUB-013,33.47708,-111.976734,79.0,thin-film,195,15,2020-09-01,hybrid,active
SOL-012753,CUST-0104014,XFMR-015967,FDR-0050,SUB-013,33.477128,-111.976766,4.2,monocrystalline,150,19,2024-07-01,string,active
SOL-012754,CUST-0104018,XFMR-015967,FDR-0050,SUB-013,33.477616,-111.977088,11.0,monocrystalline,186,32,2022-07-01,string,active
SOL-012755,CUST-0104019,XFMR-015967,FDR-0050,SUB-013,33.476995,-111.976538,8.3,polycrystalline,198,19,2020-08-01,string,active
SOL-012756,CUST-0104023,XFMR-015968,FDR-0050,SUB-013,33.477282,-111.976677,5.3,thin-film,184,30,2021-02-01,hybrid,active
SOL-012757,CUST-0104026,XFMR-015969,FDR-0050,SUB-013,33.477545,-111.977714,88.5,polycrystalline,187,21,2022-05-01,micro,active
SOL-012758,CUST-0104032,XFMR-015969,FDR-0050,SUB-013,33.477017,-111.977626,6.7,monocrystalline,167,15,2017-08-01,string,active
SOL-012759,CUST-0104042,XFMR-015970,FDR-0050,SUB-013,33.477731,-111.97713,129.5,monocrystalline,191,25,2021-09-01,hybrid,active
SOL-012760,CUST-0104044,XFMR-015971,FDR-0050,SUB-013,33.477528,-111.977807,361.0,polycrystalline,173,33,2020-02-01,string,active
SOL-012761,CUST-0104045,XFMR-015971,FDR-0050,SUB-013,33.477589,-111.977423,9.0,polycrystalline,170,32,2020-06-01,string,active
SOL-012762,CUST-0104056,XFMR-015972,FDR-0050,SUB-013,33.477568,-111.977689,59.0,polycrystalline,185,17,2023-04-01,micro,active
SOL-012763,CUST-0104058,XFMR-015973,FDR-0050,SUB-013,33.477788,-111.978329,7.3,polycrystalline,165,15,2020-11-01,micro,inactive
SOL-012764,CUST-0104083,XFMR-015981,FDR-0050,SUB-013,33.477702,-111.97983,5.9,polycrystalline,162,26,2021-04-01,micro,active
SOL-012765,CUST-0104084,XFMR-015981,FDR-0050,SUB-013,33.477187,-111.9793,5.4,thin-film,177,19,2018-07-01,micro,active
SOL-012766,CUST-0104087,XFMR-015981,FDR-0050,SUB-013,33.477289,-111.979207,10.2,monocrystalline,187,29,2021-07-01,string,active
SOL-012767,CUST-0104088,XFMR-015982,FDR-0050,SUB-013,33.477747,-111.979624,10.3,polycrystalline,190,35,2023-01-01,hybrid,inactive
SOL-012768,CUST-0104095,XFMR-015983,FDR-0050,SUB-013,33.477601,-111.979596,210.8,thin-film,182,31,2024-02-01,string,active
SOL-012769,CUST-0104103,XFMR-015984,FDR-0050,SUB-013,33.476973,-111.979829,7.0,thin-film,154,33,2018-08-01,micro,active
SOL-012770,CUST-0104108,XFMR-015985,FDR-0050,SUB-013,33.477089,-111.980058,11.1,polycrystalline,198,31,2016-02-01,string,active
SOL-012771,CUST-0104127,XFMR-015988,FDR-0050,SUB-013,33.477654,-111.980725,11.1,polycrystalline,173,29,2023-06-01,micro,active
SOL-012772,CUST-0104138,XFMR-015990,FDR-0050,SUB-013,33.477303,-111.98133,6.5,thin-film,150,19,2017-01-01,hybrid,active
SOL-012773,CUST-0104146,XFMR-015991,FDR-0050,SUB-013,33.477343,-111.981529,4.7,monocrystalline,180,32,2019-07-01,hybrid,active
SOL-012774,CUST-0104160,XFMR-015994,FDR-0050,SUB-013,33.477184,-111.981919,8.3,thin-film,167,23,2016-05-01,hybrid,active
SOL-012775,CUST-0104163,XFMR-015994,FDR-0050,SUB-013,33.477583,-111.981462,7.3,polycrystalline,199,32,2018-09-01,string,active
SOL-012776,CUST-0104177,XFMR-015997,FDR-0050,SUB-013,33.477309,-111.982488,7.7,thin-film,200,31,2017-01-01,micro,active
SOL-012777,CUST-0104184,XFMR-015998,FDR-0050,SUB-013,33.477456,-111.982109,274.2,polycrystalline,196,19,2024-05-01,micro,active
SOL-012778,CUST-0104196,XFMR-016000,FDR-0050,SUB-013,33.47742,-111.982422,6.1,monocrystalline,174,18,2018-04-01,string,inactive
SOL-012779,CUST-0104199,XFMR-016000,FDR-0050,SUB-013,33.477507,-111.98244,9.3,thin-film,152,15,2018-03-01,hybrid,active
SOL-012780,CUST-0104201,XFMR-016000,FDR-0050,SUB-013,33.47707,-111.982182,407.2,thin-film,174,33,2021-05-01,micro,active
SOL-012781,CUST-0104208,XFMR-016001,FDR-0050,SUB-013,33.477117,-111.983264,11.8,thin-film,185,23,2019-05-01,micro,active
SOL-012782,CUST-0104210,XFMR-016001,FDR-0050,SUB-013,33.47702,-111.982891,5.5,monocrystalline,159,24,2023-08-01,micro,active
SOL-012783,CUST-0104218,XFMR-016002,FDR-0050,SUB-013,33.4774,-111.983279,11.5,thin-film,158,30,2024-10-01,micro,active
SOL-012784,CUST-0104226,XFMR-016003,FDR-0050,SUB-013,33.477009,-111.983484,440.5,polycrystalline,168,17,2016-06-01,hybrid,active
SOL-012785,CUST-0104231,XFMR-016004,FDR-0050,SUB-013,33.477194,-111.98369,11.9,polycrystalline,185,19,2017-11-01,hybrid,active
SOL-012786,CUST-0104233,XFMR-016005,FDR-0050,SUB-013,33.47699,-111.983624,11.3,polycrystalline,165,26,2024-12-01,string,active
SOL-012787,CUST-0104244,XFMR-016006,FDR-0050,SUB-013,33.477576,-111.984036,11.5,polycrystalline,180,24,2018-11-01,micro,active
SOL-012788,CUST-0104257,XFMR-016010,FDR-0050,SUB-013,33.47767,-111.984639,9.8,thin-film,157,28,2020-03-01,string,active
SOL-012789,CUST-0104267,XFMR-016012,FDR-0050,SUB-013,33.477133,-111.98511,9.1,monocrystalline,189,26,2022-10-01,micro,active
SOL-012790,CUST-0104286,XFMR-016014,FDR-0050,SUB-013,33.477197,-111.984811,7.3,monocrystalline,206,26,2023-09-01,string,active
SOL-012791,CUST-0104300,XFMR-016015,FDR-0050,SUB-013,33.477147,-111.985147,4.2,monocrystalline,158,27,2017-06-01,micro,active
SOL-012792,CUST-0104315,XFMR-016018,FDR-0050,SUB-013,33.477154,-111.985734,8.2,thin-film,163,21,2020-09-01,micro,active
SOL-012793,CUST-0104323,XFMR-016019,FDR-0050,SUB-013,33.477106,-111.985635,4.9,thin-film,209,35,2022-05-01,micro,active
SOL-012794,CUST-0104324,XFMR-016019,FDR-0050,SUB-013,33.477189,-111.985792,11.4,monocrystalline,205,33,2022-10-01,micro,active
SOL-012795,CUST-0104335,XFMR-016021,FDR-0050,SUB-013,33.477569,-111.985743,9.1,polycrystalline,199,19,2018-06-01,micro,active
SOL-012796,CUST-0104345,XFMR-016024,FDR-0050,SUB-013,33.477514,-111.986336,5.8,polycrystalline,206,24,2017-10-01,hybrid,active
SOL-012797,CUST-0104346,XFMR-016024,FDR-0050,SUB-013,33.477452,-111.98691,5.9,thin-film,172,31,2017-12-01,hybrid,active
SOL-012798,CUST-0104359,XFMR-016025,FDR-0050,SUB-013,33.477793,-111.987017,6.1,polycrystalline,157,25,2021-10-01,micro,active
SOL-012799,CUST-0104360,XFMR-016026,FDR-0050,SUB-013,33.477436,-111.987401,5.9,thin-film,191,19,2022-01-01,micro,active
SOL-012800,CUST-0104364,XFMR-016027,FDR-0050,SUB-013,33.47751,-111.987446,4.9,thin-film,183,15,2018-03-01,micro,active
SOL-012801,CUST-0104375,XFMR-016028,FDR-0050,SUB-013,33.477541,-111.987577,438.6,thin-film,194,29,2017-03-01,micro,active
SOL-012802,CUST-0104377,XFMR-016029,FDR-0050,SUB-013,33.477598,-111.987171,453.3,monocrystalline,182,15,2016-03-01,micro,active
SOL-012803,CUST-0104399,XFMR-016031,FDR-0050,SUB-013,33.477155,-111.987924,131.4,monocrystalline,153,22,2016-09-01,string,active
SOL-012804,CUST-0104402,XFMR-016031,FDR-0050,SUB-013,33.477318,-111.987927,126.6,polycrystalline,162,15,2019-02-01,string,active
SOL-012805,CUST-0104403,XFMR-016031,FDR-0050,SUB-013,33.477271,-111.987664,3.3,thin-film,170,32,2018-11-01,string,active
SOL-012806,CUST-0104410,XFMR-016033,FDR-0050,SUB-013,33.477679,-111.987945,4.0,thin-film,181,21,2019-09-01,micro,active
SOL-012807,CUST-0104430,XFMR-016035,FDR-0050,SUB-013,33.477788,-111.988376,9.0,monocrystalline,198,27,2020-08-01,hybrid,active
SOL-012808,CUST-0104442,XFMR-016038,FDR-0050,SUB-013,33.477205,-111.988843,3.2,monocrystalline,187,31,2016-01-01,micro,active
SOL-012809,CUST-0104464,XFMR-016040,FDR-0050,SUB-013,33.477171,-111.989204,3.9,polycrystalline,193,29,2017-07-01,string,active
SOL-012810,CUST-0104471,XFMR-016043,FDR-0050,SUB-013,33.477044,-111.98959,4.7,thin-film,188,21,2019-11-01,micro,active
SOL-012811,CUST-0104479,XFMR-016044,FDR-0050,SUB-013,33.477095,-111.990199,3.1,monocrystalline,197,28,2019-06-01,hybrid,active
SOL-012812,CUST-0104482,XFMR-016045,FDR-0050,SUB-013,33.477728,-111.990791,10.6,polycrystalline,195,28,2019-01-01,hybrid,active
SOL-012813,CUST-0104486,XFMR-016045,FDR-0050,SUB-013,33.477259,-111.990394,9.8,monocrystalline,195,31,2021-02-01,hybrid,active
SOL-012814,CUST-0104497,XFMR-016047,FDR-0050,SUB-013,33.477331,-111.990453,5.8,thin-film,196,22,2021-12-01,micro,active
SOL-012815,CUST-0104499,XFMR-016047,FDR-0050,SUB-013,33.477268,-111.99055,5.1,polycrystalline,210,22,2017-03-01,hybrid,active
SOL-012816,CUST-0104509,XFMR-016051,FDR-0050,SUB-013,33.477589,-111.991222,203.5,monocrystalline,159,19,2020-09-01,hybrid,active
SOL-012817,CUST-0104514,XFMR-016051,FDR-0050,SUB-013,33.477111,-111.991101,3.3,thin-film,192,18,2023-10-01,micro,active
SOL-012818,CUST-0104517,XFMR-016052,FDR-0050,SUB-013,33.477811,-111.991332,5.2,thin-film,204,23,2022-11-01,micro,active
SOL-012819,CUST-0104518,XFMR-016052,FDR-0050,SUB-013,33.47763,-111.991638,307.1,thin-film,200,30,2021-09-01,string,active
SOL-012820,CUST-0104524,XFMR-016053,FDR-0050,SUB-013,33.47722,-111.992158,36.7,thin-film,192,35,2017-05-01,micro,active
SOL-012821,CUST-0104526,XFMR-016053,FDR-0050,SUB-013,33.477536,-111.99212,4.9,monocrystalline,155,17,2017-02-01,hybrid,active
SOL-012822,CUST-0104528,XFMR-016053,FDR-0050,SUB-013,33.477052,-111.991509,8.7,monocrystalline,193,19,2020-01-01,string,active
SOL-012823,CUST-0104529,XFMR-016053,FDR-0050,SUB-013,33.477021,-111.991387,7.0,thin-film,164,20,2021-06-01,hybrid,active
SOL-012824,CUST-0104530,XFMR-016053,FDR-0050,SUB-013,33.477132,-111.992075,10.9,monocrystalline,189,16,2023-07-01,string,active
SOL-012825,CUST-0104537,XFMR-016054,FDR-0050,SUB-013,33.477716,-111.991598,9.7,monocrystalline,178,32,2022-07-01,micro,active
SOL-012826,CUST-0104542,XFMR-016054,FDR-0050,SUB-013,33.477676,-111.992094,11.1,thin-film,177,23,2018-05-01,string,active
SOL-012827,CUST-0104550,XFMR-016056,FDR-0050,SUB-013,33.477673,-111.992702,7.2,thin-film,195,22,2018-08-01,hybrid,active
SOL-012828,CUST-0104558,XFMR-016057,FDR-0050,SUB-013,33.477157,-111.992857,4.6,polycrystalline,180,22,2019-05-01,micro,active
SOL-012829,CUST-0104567,XFMR-016058,FDR-0050,SUB-013,33.47717,-111.992115,6.4,polycrystalline,175,26,2019-04-01,micro,active
SOL-012830,CUST-0104579,XFMR-016060,FDR-0050,SUB-013,33.476954,-111.992662,4.9,thin-film,203,28,2023-03-01,micro,active
SOL-012831,CUST-0104594,XFMR-016062,FDR-0050,SUB-013,33.477631,-111.993224,8.6,polycrystalline,153,30,2021-05-01,string,active
SOL-012832,CUST-0104602,XFMR-016063,FDR-0050,SUB-013,33.477481,-111.993428,95.0,polycrystalline,172,22,2020-05-01,hybrid,active
SOL-012833,CUST-0104616,XFMR-016065,FDR-0050,SUB-013,33.477651,-111.993809,8.7,thin-film,185,16,2016-09-01,string,active
SOL-012834,CUST-0104636,XFMR-016068,FDR-0050,SUB-013,33.476999,-111.99456,8.2,monocrystalline,182,15,2024-03-01,string,active
SOL-012835,CUST-0104641,XFMR-016068,FDR-0050,SUB-013,33.477368,-111.994357,8.7,thin-film,166,30,2018-10-01,string,active
SOL-012836,CUST-0104642,XFMR-016068,FDR-0050,SUB-013,33.477554,-111.994343,11.4,polycrystalline,190,18,2023-01-01,micro,active
SOL-012837,CUST-0104646,XFMR-016069,FDR-0050,SUB-013,33.477656,-111.994672,4.0,monocrystalline,156,16,2018-07-01,string,active
SOL-012838,CUST-0104653,XFMR-016069,FDR-0050,SUB-013,33.4771,-111.994228,4.9,monocrystalline,167,33,2021-08-01,string,active
SOL-012839,CUST-0104657,XFMR-016070,FDR-0050,SUB-013,33.477512,-111.994839,6.8,polycrystalline,195,30,2023-09-01,string,active
SOL-012840,CUST-0104660,XFMR-016070,FDR-0050,SUB-013,33.477618,-111.994602,11.8,thin-film,204,29,2021-07-01,micro,active
SOL-012841,CUST-0104664,XFMR-016070,FDR-0050,SUB-013,33.477215,-111.994399,11.5,polycrystalline,207,35,2016-07-01,string,active
SOL-012842,CUST-0104689,XFMR-016075,FDR-0050,SUB-013,33.477725,-111.995351,3.3,monocrystalline,169,23,2017-08-01,hybrid,active
SOL-012843,CUST-0104691,XFMR-016076,FDR-0050,SUB-013,33.477697,-111.995334,9.9,monocrystalline,198,29,2018-05-01,micro,active
SOL-012844,CUST-0104700,XFMR-016076,FDR-0050,SUB-013,33.477392,-111.995665,8.8,thin-film,186,33,2024-11-01,micro,active
SOL-012845,CUST-0104714,XFMR-016082,FDR-0050,SUB-013,33.477014,-111.996737,7.0,thin-film,165,35,2017-10-01,hybrid,active
SOL-012846,CUST-0104715,XFMR-016082,FDR-0050,SUB-013,33.477016,-111.996767,9.0,polycrystalline,198,27,2017-11-01,hybrid,active
SOL-012847,CUST-0104736,XFMR-016085,FDR-0050,SUB-013,33.477604,-111.996815,7.5,monocrystalline,180,35,2021-01-01,hybrid,active
SOL-012848,CUST-0104737,XFMR-016085,FDR-0050,SUB-013,33.47716,-111.996716,4.1,thin-film,164,33,2016-02-01,hybrid,active
SOL-012849,CUST-0104738,XFMR-016085,FDR-0050,SUB-013,33.477678,-111.997565,11.3,polycrystalline,160,21,2018-02-01,hybrid,active
SOL-012850,CUST-0104741,XFMR-016085,FDR-0050,SUB-013,33.477169,-111.997624,6.8,thin-film,193,30,2019-10-01,hybrid,active
SOL-012851,CUST-0104747,XFMR-016086,FDR-0050,SUB-013,33.47728,-111.997119,57.2,monocrystalline,197,16,2018-06-01,hybrid,active
SOL-012852,CUST-0104756,XFMR-016087,FDR-0050,SUB-013,33.477531,-111.997669,68.3,polycrystalline,170,17,2016-02-01,micro,active
SOL-012853,CUST-0104757,XFMR-016088,FDR-0050,SUB-013,33.477071,-111.997255,10.4,polycrystalline,184,34,2017-04-01,string,active
SOL-012854,CUST-0104762,XFMR-016088,FDR-0050,SUB-013,33.477129,-111.998108,201.9,polycrystalline,165,15,2021-05-01,hybrid,active
SOL-012855,CUST-0104774,XFMR-016090,FDR-0050,SUB-013,33.47694,-111.998492,11.7,polycrystalline,153,30,2024-09-01,micro,active
SOL-012856,CUST-0104779,XFMR-016090,FDR-0050,SUB-013,33.477511,-111.998522,6.4,polycrystalline,204,18,2023-05-01,micro,active
SOL-012857,CUST-0104784,XFMR-016091,FDR-0050,SUB-013,33.477719,-111.997746,3.8,polycrystalline,186,23,2023-09-01,micro,active
SOL-012858,CUST-0104807,XFMR-016095,FDR-0050,SUB-013,33.477432,-111.99888,10.9,polycrystalline,183,19,2024-07-01,micro,active
SOL-012859,CUST-0104810,XFMR-016095,FDR-0050,SUB-013,33.477413,-111.999398,11.6,monocrystalline,157,30,2019-05-01,string,active
SOL-012860,CUST-0104816,XFMR-016096,FDR-0050,SUB-013,33.477299,-111.999438,9.4,polycrystalline,173,20,2017-06-01,micro,active
SOL-012861,CUST-0104839,XFMR-016098,FDR-0050,SUB-013,33.477594,-111.999073,9.4,monocrystalline,152,19,2020-01-01,string,active
SOL-012862,CUST-0104843,XFMR-016099,FDR-0050,SUB-013,33.477666,-111.999782,8.1,monocrystalline,191,20,2023-04-01,string,active
SOL-012863,CUST-0104845,XFMR-016099,FDR-0050,SUB-013,33.477775,-111.999128,6.3,thin-film,175,18,2017-09-01,micro,active
SOL-012864,CUST-0104849,XFMR-016100,FDR-0050,SUB-013,33.477095,-112.000262,10.3,thin-film,180,35,2024-03-01,string,active
SOL-012865,CUST-0104880,XFMR-016104,FDR-0050,SUB-013,33.477096,-112.000701,6.4,monocrystalline,153,32,2022-02-01,micro,active
SOL-012866,CUST-0104892,XFMR-016106,FDR-0050,SUB-013,33.477202,-112.001161,5.1,monocrystalline,177,29,2022-02-01,hybrid,active
SOL-012867,CUST-0104894,XFMR-016106,FDR-0050,SUB-013,33.477605,-112.000742,42.1,monocrystalline,157,25,2017-03-01,hybrid,active
SOL-012868,CUST-0104896,XFMR-016107,FDR-0050,SUB-013,33.477139,-112.000822,8.7,thin-film,153,27,2016-10-01,string,active
