node_id,node_type,substation_id,feeder_id,latitude,longitude,nominal_voltage_kv,equipment_class,rated_capacity,rated_capacity_units,phase,installation_year,status
XFMR-021878,transformer,SUB-013,FDR-0061,33.634295,-112.068866,13.8,distribution_transformer,25,kVA,ABC,,active
XFMR-021879,transformer,SUB-013,FDR-0061,33.634443,-112.069191,13.8,distribution_transformer,167,kVA,B,,active
XFMR-021880,transformer,SUB-013,FDR-0061,33.634459,-112.069648,13.8,distribution_transformer,10,kVA,A,,active
XFMR-021881,transformer,SUB-013,FDR-0061,33.635205,-112.069375,13.8,distribution_transformer,100,kVA,ABC,,active
XFMR-021882,transformer,SUB-013,FDR-0061,33.635295,-112.069757,13.8,distribution_transformer,75,kVA,A,,active
XFMR-021883,transformer,SUB-013,FDR-0061,33.635937,-112.069587,13.8,distribution_transformer,25,kVA,AC,,active
XFMR-021884,transformer,SUB-013,FDR-0061,33.636325,-112.069673,13.8,distribution_transformer,100,kVA,B,,active
XFMR-021885,transformer,SUB-013,FDR-0061,33.636451,-112.070019,13.8,distribution_transformer,25,kVA,ABC,,active
XFMR-021886,transformer,SUB-013,FDR-0061,33.636513,-112.07043,13.8,distribution_transformer,250,kVA,AB,,active
XFMR-021887,transformer,SUB-013,FDR-0061,33.636849,-112.070567,13.8,distribution_transformer,500,kVA,BC,,active
XFMR-021888,transformer,SUB-013,FDR-0061,33.637419,-112.07047,13.8,distribution_transformer,15,kVA,B,,active
XFMR-021889,transformer,SUB-013,FDR-0061,33.637688,-112.070674,13.8,distribution_transformer,15,kVA,C,,active
XFMR-021890,transformer,SUB-013,FDR-0061,33.637837,-112.070997,13.8,distribution_transformer,500,kVA,B,,active
XFMR-021891,transformer,SUB-013,FDR-0061,33.638108,-112.071198,13.8,distribution_transformer,100,kVA,ABC,,active
XFMR-021892,transformer,SUB-013,FDR-0061,33.638733,-112.071046,13.8,distribution_transformer,25,kVA,AC,,active
XFMR-021893,transformer,SUB-013,FDR-0061,33.639087,-112.071165,13.8,distribution_transformer,333,kVA,B,,active
XFMR-021894,transformer,SUB-013,FDR-0061,33.639629,-112.071096,13.8,distribution_transformer,10,kVA,B,,active
XFMR-021895,transformer,SUB-013,FDR-0061,33.639795,-112.071403,13.8,distribution_transformer,500,kVA,C,,active
XFMR-021896,transformer,SUB-013,FDR-0061,33.639864,-112.071806,13.8,distribution_transformer,500,kVA,C,,active
XFMR-021897,transformer,SUB-013,FDR-0061,33.640121,-112.072022,13.8,distribution_transformer,100,kVA,A,,active
XFMR-021898,transformer,SUB-013,FDR-0061,33.64054,-112.072075,13.8,distribution_transformer,37.5,kVA,AB,,active
XFMR-021899,transformer,SUB-013,FDR-0061,33.640754,-112.072335,13.8,distribution_transformer,250,kVA,ABC,,active
XFMR-021900,transformer,SUB-013,FDR-0061,33.641395,-112.072166,13.8,distribution_transformer,75,kVA,ABC,,active
XFMR-021901,transformer,SUB-013,FDR-0061,33.641912,-112.072122,13.8,distribution_transformer,10,kVA,ABC,,active
XFMR-021902,transformer,SUB-013,FDR-0061,33.642223,-112.072284,13.8,distribution_transformer,250,kVA,B,,active
XFMR-021903,transformer,SUB-013,FDR-0061,33.642618,-112.072361,13.8,distribution_transformer,100,kVA,AB,,active
XFMR-021904,transformer,SUB-013,FDR-0061,33.64253,-112.072922,13.8,distribution_transformer,25,kVA,C,,active
XFMR-021905,transformer,SUB-013,FDR-0061,33.642796,-112.073129,13.8,distribution_transformer,250,kVA,B,,active
XFMR-021906,transformer,SUB-013,FDR-0061,33.643607,-112.07279,13.8,distribution_transformer,333,kVA,AC,,active
XFMR-021907,transformer,SUB-013,FDR-0061,33.643546,-112.073325,13.8,distribution_transformer,100,kVA,C,,active
XFMR-021908,transformer,SUB-013,FDR-0061,33.644247,-112.073096,13.8,distribution_transformer,37.5,kVA,BC,,active
XFMR-021909,transformer,SUB-013,FDR-0061,33.644407,-112.073409,13.8,distribution_transformer,15,kVA,AB,,active
XFMR-021910,transformer,SUB-013,FDR-0061,33.644767,-112.073521,13.8,distribution_transformer,500,kVA,AB,,active
XFMR-021911,transformer,SUB-013,FDR-0061,33.644902,-112.073859,13.8,distribution_transformer,75,kVA,BC,,active
XFMR-021912,transformer,SUB-013,FDR-0061,33.645645,-112.073589,13.8,distribution_transformer,75,kVA,BC,,active
XFMR-021913,transformer,SUB-013,FDR-0061,33.645988,-112.073718,13.8,distribution_transformer,37.5,kVA,AC,,active
XFMR-021914,transformer,SUB-013,FDR-0061,33.645952,-112.074227,13.8,distribution_transformer,100,kVA,A,,active
XFMR-021915,transformer,SUB-013,FDR-0061,33.646137,-112.074515,13.8,distribution_transformer,15,kVA,BC,,active
XFMR-021916,transformer,SUB-013,FDR-0061,33.646696,-112.074429,13.8,distribution_transformer,333,kVA,ABC,,active
XFMR-021917,transformer,SUB-013,FDR-0061,33.646749,-112.074849,13.8,distribution_transformer,15,kVA,A,,active
XFMR-021918,transformer,SUB-013,FDR-0061,33.647079,-112.074991,13.8,distribution_transformer,10,kVA,AB,,active
XFMR-021919,transformer,SUB-013,FDR-0061,33.647835,-112.074707,13.8,distribution_transformer,37.5,kVA,B,,failed
XFMR-021920,transformer,SUB-013,FDR-0061,33.648047,-112.074968,13.8,distribution_transformer,333,kVA,BC,,active
XFMR-021921,transformer,SUB-013,FDR-0061,33.648066,-112.075423,13.8,distribution_transformer,167,kVA,AB,,active
XFMR-021922,transformer,SUB-013,FDR-0061,33.648482,-112.075479,13.8,distribution_transformer,15,kVA,AB,,active
XFMR-021923,transformer,SUB-013,FDR-0061,33.648828,-112.075606,13.8,distribution_transformer,333,kVA,B,,active
XFMR-021924,transformer,SUB-013,FDR-0061,33.649313,-112.075593,13.8,distribution_transformer,37.5,kVA,AB,,active
XFMR-021925,transformer,SUB-013,FDR-0061,33.649949,-112.07543,13.8,distribution_transformer,50,kVA,C,,active
XFMR-021926,transformer,SUB-013,FDR-0061,33.649762,-112.07609,13.8,distribution_transformer,37.5,kVA,ABC,,active
XFMR-021927,transformer,SUB-013,FDR-0061,33.650154,-112.07617,13.8,distribution_transformer,75,kVA,B,,active
XFMR-021928,transformer,SUB-013,FDR-0061,33.650801,-112.075996,13.8,distribution_transformer,75,kVA,AC,,active
XFMR-021929,transformer,SUB-013,FDR-0061,33.651188,-112.076082,13.8,distribution_transformer,250,kVA,BC,,active
XFMR-021930,transformer,SUB-013,FDR-0061,33.651266,-112.076477,13.8,distribution_transformer,75,kVA,ABC,,active
XFMR-021931,transformer,SUB-013,FDR-0061,33.651637,-112.076579,13.8,distribution_transformer,167,kVA,AC,,active
XFMR-021932,transformer,SUB-013,FDR-0061,33.651903,-112.076785,13.8,distribution_transformer,167,kVA,C,,active
XFMR-021933,transformer,SUB-013,FDR-0061,33.652202,-112.076959,13.8,distribution_transformer,15,kVA,C,,active
XFMR-021934,transformer,SUB-013,FDR-0061,33.652744,-112.07689,13.8,distribution_transformer,333,kVA,AC,,active
XFMR-021935,transformer,SUB-013,FDR-0061,33.653046,-112.07706,13.8,distribution_transformer,100,kVA,A,,active
XFMR-021936,transformer,SUB-013,FDR-0061,33.653609,-112.07697,13.8,distribution_transformer,10,kVA,AC,,active
XFMR-021937,transformer,SUB-013,FDR-0061,33.653498,-112.077554,13.8,distribution_transformer,37.5,kVA,C,,active
XFMR-021938,transformer,SUB-013,FDR-0061,33.654284,-112.077241,13.8,distribution_transformer,333,kVA,AC,,active
XFMR-021939,transformer,SUB-013,FDR-0061,33.654527,-112.07747,13.8,distribution_transformer,500,kVA,B,,active
XFMR-021940,transformer,SUB-013,FDR-0061,33.654758,-112.077712,13.8,distribution_transformer,50,kVA,AC,,active
XFMR-021941,transformer,SUB-013,FDR-0061,33.655138,-112.077804,13.8,distribution_transformer,50,kVA,AB,,active
XFMR-021942,transformer,SUB-013,FDR-0061,33.65548,-112.077936,13.8,distribution_transformer,333,kVA,B,,active
XFMR-021943,transformer,SUB-013,FDR-0061,33.655752,-112.078136,13.8,distribution_transformer,75,kVA,A,,active
XFMR-021944,transformer,SUB-013,FDR-0061,33.656121,-112.07824,13.8,distribution_transformer,333,kVA,B,,active
XFMR-021945,transformer,SUB-013,FDR-0061,33.656162,-112.078671,13.8,distribution_transformer,37.5,kVA,AC,,active
XFMR-021946,transformer,SUB-013,FDR-0061,33.656422,-112.078884,13.8,distribution_transformer,250,kVA,C,,active
XFMR-021947,transformer,SUB-013,FDR-0061,33.656796,-112.078983,13.8,distribution_transformer,75,kVA,BC,,active
XFMR-021948,transformer,SUB-013,FDR-0061,33.657586,-112.078666,13.8,distribution_transformer,75,kVA,AC,,active
XFMR-021949,transformer,SUB-013,FDR-0061,33.657636,-112.079089,13.8,distribution_transformer,75,kVA,C,,active
XFMR-021950,transformer,SUB-013,FDR-0061,33.658106,-112.079092,13.8,distribution_transformer,75,kVA,AB,,active
XFMR-021951,transformer,SUB-013,FDR-0061,33.658627,-112.079043,13.8,distribution_transformer,500,kVA,ABC,,active
XFMR-021952,transformer,SUB-013,FDR-0061,33.658464,-112.079679,13.8,distribution_transformer,75,kVA,BC,,active
XFMR-021953,transformer,SUB-013,FDR-0061,33.659141,-112.079475,13.8,distribution_transformer,10,kVA,AC,,active
XFMR-021954,transformer,SUB-013,FDR-0061,33.659174,-112.079914,13.8,distribution_transformer,10,kVA,AB,,active
XFMR-021955,transformer,SUB-013,FDR-0061,33.659544,-112.080017,13.8,distribution_transformer,167,kVA,AC,,active
XFMR-021956,transformer,SUB-013,FDR-0061,33.660186,-112.079847,13.8,distribution_transformer,50,kVA,BC,,active
XFMR-021957,transformer,SUB-013,FDR-0061,33.660098,-112.080408,13.8,distribution_transformer,15,kVA,A,,active
XFMR-021958,transformer,SUB-013,FDR-0061,33.66075,-112.080229,13.8,distribution_transformer,100,kVA,B,,active
XFMR-021959,transformer,SUB-013,FDR-0061,33.661154,-112.080298,13.8,distribution_transformer,167,kVA,AB,,active
XFMR-021960,transformer,SUB-013,FDR-0061,33.661194,-112.080731,13.8,distribution_transformer,75,kVA,AC,,active
XFMR-021961,transformer,SUB-013,FDR-0061,33.661672,-112.080725,13.8,distribution_transformer,333,kVA,ABC,,active
XFMR-021962,transformer,SUB-013,FDR-0061,33.661752,-112.081118,13.8,distribution_transformer,37.5,kVA,ABC,,active
XFMR-021963,transformer,SUB-013,FDR-0061,33.662506,-112.080837,13.8,distribution_transformer,50,kVA,BC,,active
XFMR-021964,transformer,SUB-013,FDR-0061,33.66264,-112.081176,13.8,distribution_transformer,250,kVA,BC,,active
XFMR-021965,transformer,SUB-013,FDR-0061,33.663274,-112.081015,13.8,distribution_transformer,167,kVA,AB,,active
XFMR-021966,transformer,SUB-013,FDR-0061,33.663241,-112.08152,13.8,distribution_transformer,37.5,kVA,ABC,,active
XFMR-021967,transformer,SUB-013,FDR-0061,33.663566,-112.081668,13.8,distribution_transformer,15,kVA,ABC,,active
XFMR-021968,transformer,SUB-013,FDR-0061,33.663711,-112.081995,13.8,distribution_transformer,15,kVA,C,,active
XFMR-021969,transformer,SUB-013,FDR-0061,33.664472,-112.081707,13.8,distribution_transformer,500,kVA,BC,,active
XFMR-021970,transformer,SUB-013,FDR-0061,33.664629,-112.082022,13.8,distribution_transformer,50,kVA,C,,active
XFMR-021971,transformer,SUB-013,FDR-0061,33.665011,-112.082113,13.8,distribution_transformer,10,kVA,AC,,active
XFMR-021972,transformer,SUB-013,FDR-0061,33.665157,-112.08244,13.8,distribution_transformer,15,kVA,A,,active
XFMR-021973,transformer,SUB-013,FDR-0061,33.665549,-112.082521,13.8,distribution_transformer,10,kVA,ABC,,active
XFMR-021974,transformer,SUB-013,FDR-0061,33.666062,-112.082481,13.8,distribution_transformer,15,kVA,B,,active
XFMR-021975,transformer,SUB-013,FDR-0061,33.666327,-112.082689,13.8,distribution_transformer,75,kVA,AB,,active
XFMR-021976,transformer,SUB-013,FDR-0061,33.666422,-112.083066,13.8,distribution_transformer,100,kVA,A,,active
XFMR-021977,transformer,SUB-013,FDR-0061,33.666968,-112.082993,13.8,distribution_transformer,333,kVA,B,,active
XFMR-021978,transformer,SUB-013,FDR-0061,33.667513,-112.082921,13.8,distribution_transformer,10,kVA,BC,,active
XFMR-021979,transformer,SUB-013,FDR-0061,33.667543,-112.083364,13.8,distribution_transformer,50,kVA,B,,failed
XFMR-021980,transformer,SUB-013,FDR-0061,33.668165,-112.083214,13.8,distribution_transformer,250,kVA,ABC,,active
XFMR-021981,transformer,SUB-013,FDR-0061,33.668405,-112.083446,13.8,distribution_transformer,15,kVA,C,,active
XFMR-021982,transformer,SUB-013,FDR-0061,33.668758,-112.083567,13.8,distribution_transformer,37.5,kVA,C,,active
XFMR-021983,transformer,SUB-013,FDR-0061,33.66903,-112.083767,13.8,distribution_transformer,250,kVA,B,,active
XFMR-021984,transformer,SUB-013,FDR-0061,33.669366,-112.083904,13.8,distribution_transformer,37.5,kVA,AC,,active
XFMR-021985,transformer,SUB-013,FDR-0061,33.669767,-112.083976,13.8,distribution_transformer,167,kVA,ABC,,active
XFMR-021986,transformer,SUB-013,FDR-0061,33.669852,-112.084363,13.8,distribution_transformer,250,kVA,ABC,,active
XFMR-021987,transformer,SUB-013,FDR-0061,33.670199,-112.084489,13.8,distribution_transformer,500,kVA,AB,,active
XFMR-021988,transformer,SUB-013,FDR-0061,33.670896,-112.084265,13.8,distribution_transformer,37.5,kVA,B,,active
XFMR-021989,transformer,SUB-013,FDR-0061,33.671023,-112.08461,13.8,distribution_transformer,167,kVA,B,,active
XFMR-021990,transformer,SUB-013,FDR-0061,33.671347,-112.084759,13.8,distribution_transformer,500,kVA,C,,active
XFMR-021991,transformer,SUB-013,FDR-0061,33.671766,-112.084813,13.8,distribution_transformer,100,kVA,ABC,,active
XFMR-021992,transformer,SUB-013,FDR-0061,33.672279,-112.084773,13.8,distribution_transformer,100,kVA,AC,,active
XFMR-021993,transformer,SUB-013,FDR-0061,33.672136,-112.085389,13.8,distribution_transformer,25,kVA,BC,,active
XFMR-021994,transformer,SUB-013,FDR-0061,33.672927,-112.08507,13.8,distribution_transformer,333,kVA,A,,active
XFMR-021995,transformer,SUB-013,FDR-0061,33.672813,-112.085657,13.8,distribution_transformer,250,kVA,A,,active
XFMR-021996,transformer,SUB-013,FDR-0061,33.673252,-112.08569,13.8,distribution_transformer,333,kVA,AC,,active
XFMR-021997,transformer,SUB-013,FDR-0061,33.673765,-112.08565,13.8,distribution_transformer,250,kVA,AC,,active
XFMR-021998,transformer,SUB-013,FDR-0061,33.674233,-112.085655,13.8,distribution_transformer,10,kVA,ABC,,active
XFMR-021999,transformer,SUB-013,FDR-0061,33.674609,-112.085752,13.8,distribution_transformer,50,kVA,AB,,active
XFMR-022000,transformer,SUB-013,FDR-0061,33.674874,-112.08596,13.8,distribution_transformer,167,kVA,C,,active
XFMR-022001,transformer,SUB-013,FDR-0061,33.675249,-112.086058,13.8,distribution_transformer,100,kVA,C,,active
XFMR-022002,transformer,SUB-013,FDR-0061,33.675577,-112.086202,13.8,distribution_transformer,25,kVA,B,,active
XFMR-022003,transformer,SUB-013,FDR-0061,33.675615,-112.086637,13.8,distribution_transformer,25,kVA,B,,active
XFMR-022004,transformer,SUB-013,FDR-0061,33.67586,-112.086864,13.8,distribution_transformer,500,kVA,AB,,active
XFMR-022005,transformer,SUB-013,FDR-0061,33.676594,-112.086603,13.8,distribution_transformer,100,kVA,ABC,,active
XFMR-022006,transformer,SUB-013,FDR-0061,33.676532,-112.087138,13.8,distribution_transformer,167,kVA,C,,active
XFMR-022007,transformer,SUB-013,FDR-0061,33.677203,-112.086939,13.8,distribution_transformer,167,kVA,C,,active
XFMR-022008,transformer,SUB-013,FDR-0061,33.67721,-112.087406,13.8,distribution_transformer,10,kVA,BC,,active
XFMR-022009,transformer,SUB-013,FDR-0061,33.677688,-112.0874,13.8,distribution_transformer,75,kVA,BC,,active
XFMR-022010,transformer,SUB-013,FDR-0061,33.678097,-112.087464,13.8,distribution_transformer,500,kVA,C,,active
XFMR-022011,transformer,SUB-013,FDR-0061,33.678438,-112.087596,13.8,distribution_transformer,250,kVA,B,,active
XFMR-022012,transformer,SUB-013,FDR-0061,33.678455,-112.088051,13.8,distribution_transformer,75,kVA,AB,,active
XFMR-022013,transformer,SUB-013,FDR-0061,33.679169,-112.08781,13.8,distribution_transformer,500,kVA,BC,,active
XFMR-022014,transformer,SUB-013,FDR-0061,33.679233,-112.088219,13.8,distribution_transformer,250,kVA,B,,active
XFMR-022015,transformer,SUB-013,FDR-0061,33.679913,-112.088012,13.8,distribution_transformer,75,kVA,C,,active
XFMR-022016,transformer,SUB-013,FDR-0061,33.679737,-112.08866,13.8,distribution_transformer,100,kVA,BC,,active
XFMR-022017,transformer,SUB-013,FDR-0061,33.680061,-112.088809,13.8,distribution_transformer,10,kVA,C,,active
XFMR-022018,transformer,SUB-013,FDR-0061,33.680715,-112.088627,13.8,distribution_transformer,50,kVA,BC,,active
XFMR-022019,transformer,SUB-013,FDR-0061,33.680875,-112.08894,13.8,distribution_transformer,75,kVA,AB,,active
XFMR-022020,transformer,SUB-013,FDR-0061,33.681384,-112.088904,13.8,distribution_transformer,333,kVA,B,,active
XFMR-022021,transformer,SUB-013,FDR-0061,33.68147,-112.089291,13.8,distribution_transformer,167,kVA,B,,active
XFMR-022022,transformer,SUB-013,FDR-0061,33.681854,-112.08938,13.8,distribution_transformer,333,kVA,ABC,,active
XFMR-022023,transformer,SUB-013,FDR-0061,33.682306,-112.0894,13.8,distribution_transformer,10,kVA,ABC,,active
XFMR-022024,transformer,SUB-013,FDR-0061,33.68255,-112.089628,13.8,distribution_transformer,15,kVA,A,,active
XFMR-022025,transformer,SUB-013,FDR-0061,33.683012,-112.08964,13.8,distribution_transformer,500,kVA,AC,,active
XFMR-022026,transformer,SUB-013,FDR-0061,33.683147,-112.089978,13.8,distribution_transformer,500,kVA,B,,active
XFMR-022027,transformer,SUB-013,FDR-0061,33.683872,-112.089725,13.8,distribution_transformer,500,kVA,BC,,active
XFMR-022028,transformer,SUB-013,FDR-0061,33.68399,-112.09008,13.8,distribution_transformer,37.5,kVA,A,,active
XFMR-022029,transformer,SUB-013,FDR-0061,33.684252,-112.09029,13.8,distribution_transformer,500,kVA,ABC,,active
XFMR-022030,transformer,SUB-013,FDR-0061,33.684533,-112.090482,13.8,distribution_transformer,333,kVA,AB,,active
XFMR-022031,transformer,SUB-013,FDR-0061,33.684716,-112.090772,13.8,distribution_transformer,100,kVA,AB,,active
XFMR-022032,transformer,SUB-013,FDR-0061,33.68555,-112.09041,13.8,distribution_transformer,100,kVA,A,,active
XFMR-022033,transformer,SUB-013,FDR-0061,33.685924,-112.090509,13.8,distribution_transformer,50,kVA,C,,active
XFMR-022034,transformer,SUB-013,FDR-0061,33.686181,-112.090725,13.8,distribution_transformer,250,kVA,AB,,active
XFMR-022035,transformer,SUB-013,FDR-0061,33.686392,-112.090987,13.8,distribution_transformer,25,kVA,C,,active
XFMR-022036,transformer,SUB-013,FDR-0061,33.686421,-112.091431,13.8,distribution_transformer,500,kVA,AC,,active
XFMR-022037,transformer,SUB-013,FDR-0061,33.686699,-112.091625,13.8,distribution_transformer,167,kVA,AC,,active
XFMR-022038,transformer,SUB-013,FDR-0061,33.687276,-112.091521,13.8,distribution_transformer,75,kVA,A,,active
XFMR-022039,transformer,SUB-013,FDR-0061,33.68768,-112.09159,13.8,distribution_transformer,250,kVA,ABC,,active
XFMR-022040,transformer,SUB-013,FDR-0061,33.688135,-112.091608,13.8,distribution_transformer,333,kVA,AB,,active
XFMR-022041,transformer,SUB-013,FDR-0061,33.688227,-112.091988,13.8,distribution_transformer,50,kVA,AB,,active
XFMR-022042,transformer,SUB-013,FDR-0061,33.688731,-112.091957,13.8,distribution_transformer,167,kVA,AB,,active
XFMR-022043,transformer,SUB-013,FDR-0061,33.689221,-112.091939,13.8,distribution_transformer,15,kVA,C,,active
XFMR-022044,transformer,SUB-013,FDR-0061,33.689021,-112.092612,13.8,distribution_transformer,37.5,kVA,AB,,active
XFMR-022045,transformer,SUB-013,FDR-0061,33.68948,-112.092626,13.8,distribution_transformer,333,kVA,B,,active
XFMR-022046,transformer,SUB-013,FDR-0061,33.689747,-112.092832,13.8,distribution_transformer,333,kVA,BC,,active
XFMR-022047,transformer,SUB-013,FDR-0061,33.690221,-112.09283,13.8,distribution_transformer,333,kVA,B,,active
XFMR-022048,transformer,SUB-013,FDR-0061,33.690877,-112.092648,13.8,distribution_transformer,37.5,kVA,C,,active
XFMR-022049,transformer,SUB-013,FDR-0061,33.690958,-112.093039,13.8,distribution_transformer,10,kVA,BC,,active
XFMR-022050,transformer,SUB-013,FDR-0061,33.691248,-112.093222,13.8,distribution_transformer,250,kVA,B,,active
XFMR-022051,transformer,SUB-013,FDR-0061,33.691415,-112.093528,13.8,distribution_transformer,50,kVA,A,,active
XFMR-022052,transformer,SUB-013,FDR-0061,33.691791,-112.093624,13.8,distribution_transformer,100,kVA,BC,,active
XFMR-022053,transformer,SUB-013,FDR-0061,33.692359,-112.093528,13.8,distribution_transformer,250,kVA,AC,,active
XFMR-022054,transformer,SUB-013,FDR-0061,33.692326,-112.094034,13.8,distribution_transformer,25,kVA,A,,active
XFMR-022055,transformer,SUB-013,FDR-0061,33.692695,-112.094139,13.8,distribution_transformer,250,kVA,B,,active
XFMR-022056,transformer,SUB-013,FDR-0061,33.693207,-112.094099,13.8,distribution_transformer,167,kVA,ABC,,active
XFMR-022057,transformer,SUB-013,FDR-0061,33.693606,-112.094173,13.8,distribution_transformer,37.5,kVA,A,,active
XFMR-022058,transformer,SUB-013,FDR-0061,33.69384,-112.094411,13.8,distribution_transformer,50,kVA,C,,active
XFMR-022059,transformer,SUB-013,FDR-0061,33.694543,-112.094181,13.8,distribution_transformer,75,kVA,AC,,active
XFMR-022060,transformer,SUB-013,FDR-0061,33.694879,-112.094318,13.8,distribution_transformer,25,kVA,B,,active
XFMR-022061,transformer,SUB-013,FDR-0061,33.695125,-112.094544,13.8,distribution_transformer,500,kVA,C,,active
XFMR-022062,transformer,SUB-013,FDR-0061,33.695525,-112.094618,13.8,distribution_transformer,167,kVA,AB,,active
XFMR-022063,transformer,SUB-013,FDR-0061,33.695346,-112.095269,13.8,distribution_transformer,75,kVA,A,,active
XFMR-022064,transformer,SUB-013,FDR-0061,33.695852,-112.095235,13.8,distribution_transformer,333,kVA,ABC,,active
XFMR-022065,transformer,SUB-013,FDR-0061,33.696297,-112.095264,13.8,distribution_transformer,500,kVA,B,,active
XFMR-022066,transformer,SUB-013,FDR-0061,33.696647,-112.095386,13.8,distribution_transformer,167,kVA,B,,active
XFMR-022067,transformer,SUB-013,FDR-0061,33.696879,-112.095626,13.8,distribution_transformer,100,kVA,ABC,,active
XFMR-022068,transformer,SUB-013,FDR-0061,33.697363,-112.095615,13.8,distribution_transformer,75,kVA,ABC,,active
XFMR-022069,transformer,SUB-013,FDR-0061,33.697593,-112.095858,13.8,distribution_transformer,333,kVA,A,,active
XFMR-022070,transformer,SUB-013,FDR-0061,33.698169,-112.095755,13.8,distribution_transformer,15,kVA,C,,active
XFMR-022071,transformer,SUB-013,FDR-0061,33.698336,-112.096061,13.8,distribution_transformer,500,kVA,BC,,active
XFMR-022072,transformer,SUB-013,FDR-0061,33.698553,-112.096317,13.8,distribution_transformer,167,kVA,C,,active
XFMR-022073,transformer,SUB-013,FDR-0061,33.698865,-112.096477,13.8,distribution_transformer,37.5,kVA,ABC,,active
XFMR-022074,transformer,SUB-013,FDR-0061,33.699535,-112.09628,13.8,distribution_transformer,50,kVA,A,,active
XFMR-022075,transformer,SUB-013,FDR-0061,33.699558,-112.096729,13.8,distribution_transformer,167,kVA,ABC,,active
XFMR-022076,transformer,SUB-013,FDR-0061,33.700059,-112.096702,13.8,distribution_transformer,250,kVA,AB,,active
XFMR-022077,transformer,SUB-013,FDR-0061,33.700107,-112.097126,13.8,distribution_transformer,250,kVA,C,,active
XFMR-022078,transformer,SUB-013,FDR-0061,33.700712,-112.096994,13.8,distribution_transformer,25,kVA,ABC,,active
XFMR-022079,transformer,SUB-013,FDR-0061,33.70109,-112.097088,13.8,distribution_transformer,167,kVA,BC,,active
XFMR-022080,transformer,SUB-013,FDR-0061,33.701166,-112.097485,13.8,distribution_transformer,500,kVA,AC,,active
XFMR-022081,transformer,SUB-013,FDR-0061,33.701673,-112.097451,13.8,distribution_transformer,333,kVA,BC,,active
XFMR-022082,transformer,SUB-013,FDR-0061,33.701992,-112.097604,13.8,distribution_transformer,37.5,kVA,B,,active
XFMR-022083,transformer,SUB-013,FDR-0061,33.702553,-112.097517,13.8,distribution_transformer,100,kVA,A,,active
XFMR-022084,transformer,SUB-013,FDR-0061,33.70268,-112.097862,13.8,distribution_transformer,250,kVA,AC,,active
XFMR-022085,transformer,SUB-013,FDR-0061,33.702958,-112.098057,13.8,distribution_transformer,333,kVA,C,,active
XFMR-022086,transformer,SUB-013,FDR-0061,33.703172,-112.098315,13.8,distribution_transformer,75,kVA,AC,,active
XFMR-022087,transformer,SUB-013,FDR-0061,33.703478,-112.098483,13.8,distribution_transformer,10,kVA,C,,active
XFMR-022088,transformer,SUB-013,FDR-0061,33.704126,-112.098307,13.8,distribution_transformer,100,kVA,ABC,,active
XFMR-022089,transformer,SUB-013,FDR-0061,33.704343,-112.098563,13.8,distribution_transformer,10,kVA,B,,active
XFMR-022090,transformer,SUB-013,FDR-0061,33.704848,-112.098531,13.8,distribution_transformer,100,kVA,B,,active
XFMR-022091,transformer,SUB-013,FDR-0061,33.704732,-112.099119,13.8,distribution_transformer,37.5,kVA,C,,active
XFMR-022092,transformer,SUB-013,FDR-0061,33.705016,-112.099308,13.8,distribution_transformer,50,kVA,ABC,,active
XFMR-022093,transformer,SUB-013,FDR-0061,33.705596,-112.099201,13.8,distribution_transformer,15,kVA,ABC,,active
XFMR-022094,transformer,SUB-013,FDR-0061,33.706031,-112.099238,13.8,distribution_transformer,10,kVA,A,,active
XFMR-022095,transformer,SUB-013,FDR-0061,33.706498,-112.099244,13.8,distribution_transformer,100,kVA,AB,,active
XFMR-022096,transformer,SUB-013,FDR-0061,33.706552,-112.099663,13.8,distribution_transformer,50,kVA,BC,,active
XFMR-022097,transformer,SUB-013,FDR-0061,33.707011,-112.099677,13.8,distribution_transformer,100,kVA,C,,failed
XFMR-022098,transformer,SUB-013,FDR-0061,33.707161,-112.099999,13.8,distribution_transformer,75,kVA,BC,,active
XFMR-022099,transformer,SUB-013,FDR-0061,33.707318,-112.100315,13.8,distribution_transformer,167,kVA,BC,,active
XFMR-022100,transformer,SUB-013,FDR-0061,33.70806,-112.100046,13.8,distribution_transformer,100,kVA,AC,,active
XFMR-022101,transformer,SUB-013,FDR-0061,33.708465,-112.100114,13.8,distribution_transformer,75,kVA,A,,active
XFMR-022102,transformer,SUB-013,FDR-0061,33.708776,-112.100275,13.8,distribution_transformer,100,kVA,AC,,active
XFMR-022103,transformer,SUB-013,FDR-0061,33.708934,-112.10059,13.8,distribution_transformer,10,kVA,BC,,active
XFMR-022104,transformer,SUB-013,FDR-0061,33.709227,-112.10077,13.8,distribution_transformer,250,kVA,AC,,active
XFMR-022105,transformer,SUB-013,FDR-0061,33.709869,-112.100601,13.8,distribution_transformer,167,kVA,AB,,active
XFMR-022106,transformer,SUB-013,FDR-0061,33.710047,-112.100895,13.8,distribution_transformer,75,kVA,B,,active
XFMR-022107,transformer,SUB-013,FDR-0061,33.710546,-112.100869,13.8,distribution_transformer,500,kVA,B,,active
XFMR-022108,transformer,SUB-013,FDR-0061,33.710329,-112.101559,13.8,distribution_transformer,37.5,kVA,BC,,active
XFMR-022109,transformer,SUB-013,FDR-0061,33.710783,-112.101578,13.8,distribution_transformer,500,kVA,B,,active
