edge_id,from_node_id,to_node_id,feeder_id,substation_id,edge_type,conductor_type,phase,length_miles,length_ft,impedance_r_ohm_per_mile,impedance_x_ohm_per_mile,impedance_z0_ohm_per_mile,rated_amps,nominal_voltage_kv,num_phases,is_overhead,installation_year,status
EDGE-053326,FUSE-XFMR-026240,XFMR-026240,FDR-0079,SUB-017,lateral_underground,1/0 AL,ABC,0.096,507.1,0.6462,0.4818,0.5345,230,24.9,3,0,,closed
EDGE-053327,JCT-FDR-0079-004,FUSE-XFMR-026241,FDR-0079,SUB-017,lateral_overhead,#2 ACSR,B,0.019,102.2,0.9073,0.4641,0.6985,150,24.9,1,1,,closed
EDGE-053328,FUSE-XFMR-026241,XFMR-026241,FDR-0079,SUB-017,lateral_overhead,#2 ACSR,B,0.11,579.0,0.9189,0.4895,0.6985,150,24.9,1,1,,closed
EDGE-053329,JCT-FDR-0079-004,FUSE-XFMR-026242,FDR-0079,SUB-017,lateral_overhead,1/0 AL,AB,0.021,111.7,0.622,0.5167,0.5345,230,24.9,2,1,,closed
EDGE-053330,FUSE-XFMR-026242,XFMR-026242,FDR-0079,SUB-017,lateral_overhead,1/0 AL,AB,0.12,632.8,0.5937,0.4812,0.5345,230,24.9,2,1,,closed
EDGE-053331,JCT-FDR-0079-004,FUSE-XFMR-026243,FDR-0079,SUB-017,lateral_overhead,4/0 AL,ABC,0.024,125.1,0.3051,0.3961,0.3655,340,24.9,3,1,,closed
EDGE-053332,FUSE-XFMR-026243,XFMR-026243,FDR-0079,SUB-017,lateral_overhead,4/0 AL,ABC,0.134,709.1,0.2809,0.3941,0.3655,340,24.9,3,1,,closed
EDGE-053333,JCT-FDR-0079-004,FUSE-XFMR-026244,FDR-0079,SUB-017,lateral_underground,#4 CU,A,0.026,138.6,1.5067,0.4661,1.007,100,24.9,1,0,,closed
EDGE-053334,FUSE-XFMR-026244,XFMR-026244,FDR-0079,SUB-017,lateral_underground,#4 CU,A,0.149,785.4,1.6379,0.5365,1.007,100,24.9,1,0,,closed
EDGE-053335,JCT-FDR-0079-004,FUSE-XFMR-026245,FDR-0079,SUB-017,lateral_underground,4/0 AL,ABC,0.028,147.3,0.3211,0.4252,0.3655,340,24.9,3,0,,closed
EDGE-053336,FUSE-XFMR-026245,XFMR-026245,FDR-0079,SUB-017,lateral_underground,4/0 AL,ABC,0.158,834.8,0.2826,0.4002,0.3655,340,24.9,3,0,,closed
EDGE-053337,JCT-FDR-0079-004,FUSE-XFMR-026246,FDR-0079,SUB-017,lateral_overhead,4/0 AL,AC,0.03,160.0,0.3082,0.4239,0.3655,340,24.9,2,1,,closed
EDGE-053338,FUSE-XFMR-026246,XFMR-026246,FDR-0079,SUB-017,lateral_overhead,4/0 AL,AC,0.172,906.6,0.2984,0.4668,0.3655,340,24.9,2,1,,closed
EDGE-053339,JCT-FDR-0079-004,FUSE-XFMR-026247,FDR-0079,SUB-017,lateral_underground,4/0 AL,BC,0.032,168.7,0.3253,0.3975,0.3655,340,24.9,2,0,,closed
EDGE-053340,FUSE-XFMR-026247,XFMR-026247,FDR-0079,SUB-017,lateral_underground,4/0 AL,BC,0.181,955.9,0.3079,0.4072,0.3655,340,24.9,2,0,,closed
EDGE-053341,JCT-FDR-0079-004,FUSE-XFMR-026248,FDR-0079,SUB-017,lateral_overhead,#2 ACSR,ABC,0.035,183.7,0.9263,0.5499,0.6985,150,24.9,3,1,,closed
EDGE-053342,FUSE-XFMR-026248,XFMR-026248,FDR-0079,SUB-017,lateral_overhead,#2 ACSR,ABC,0.197,1041.2,0.9137,0.5005,0.6985,150,24.9,3,1,,closed
EDGE-053343,JCT-FDR-0079-004,FUSE-XFMR-026249,FDR-0079,SUB-017,lateral_overhead,4/0 AL,BC,0.037,195.6,0.3064,0.4751,0.3655,340,24.9,2,1,,closed
EDGE-053344,FUSE-XFMR-026249,XFMR-026249,FDR-0079,SUB-017,lateral_overhead,4/0 AL,BC,0.21,1108.5,0.3135,0.4493,0.3655,340,24.9,2,1,,closed
EDGE-053345,JCT-FDR-0079-004,FUSE-XFMR-026250,FDR-0079,SUB-017,lateral_overhead,#4 CU,A,0.04,209.1,1.4774,0.5401,1.007,100,24.9,1,1,,closed
EDGE-053346,FUSE-XFMR-026250,XFMR-026250,FDR-0079,SUB-017,lateral_overhead,#4 CU,A,0.224,1184.8,1.566,0.5284,1.007,100,24.9,1,1,,closed
EDGE-053347,JCT-FDR-0079-004,FUSE-XFMR-026251,FDR-0079,SUB-017,lateral_overhead,1/0 AL,C,0.042,220.2,0.5805,0.5246,0.5345,230,24.9,1,1,,closed
EDGE-053348,FUSE-XFMR-026251,XFMR-026251,FDR-0079,SUB-017,lateral_overhead,1/0 AL,C,0.236,1247.7,0.6079,0.4367,0.5345,230,24.9,1,1,,closed
EDGE-053349,JCT-FDR-0079-004,FUSE-XFMR-026252,FDR-0079,SUB-017,lateral_overhead,4/0 AL,B,0.044,232.1,0.2701,0.4405,0.3655,340,24.9,1,1,,closed
EDGE-053350,FUSE-XFMR-026252,XFMR-026252,FDR-0079,SUB-017,lateral_overhead,4/0 AL,B,0.249,1315.0,0.2729,0.4026,0.3655,340,24.9,1,1,,closed
EDGE-053351,JCT-FDR-0079-004,FUSE-XFMR-026253,FDR-0079,SUB-017,lateral_overhead,#2 ACSR,B,0.046,242.4,0.8766,0.4946,0.6985,150,24.9,1,1,,closed
EDGE-053352,FUSE-XFMR-026253,XFMR-026253,FDR-0079,SUB-017,lateral_overhead,#2 ACSR,B,0.26,1373.3,0.8427,0.4809,0.6985,150,24.9,1,1,,closed
EDGE-053353,JCT-FDR-0079-004,FUSE-XFMR-026254,FDR-0079,SUB-017,lateral_overhead,#4 CU,B,0.048,251.9,1.5183,0.537,1.007,100,24.9,1,1,,closed
EDGE-053354,FUSE-XFMR-026254,XFMR-026254,FDR-0079,SUB-017,lateral_overhead,#4 CU,B,0.27,1427.2,1.5824,0.4971,1.007,100,24.9,1,1,,closed
EDGE-053355,JCT-FDR-0079-004,FUSE-XFMR-026255,FDR-0079,SUB-017,lateral_overhead,1/0 AL,B,0.05,264.5,0.5814,0.4814,0.5345,230,24.9,1,1,,closed
EDGE-053356,FUSE-XFMR-026255,XFMR-026255,FDR-0079,SUB-017,lateral_overhead,1/0 AL,B,0.284,1499.0,0.6024,0.5008,0.5345,230,24.9,1,1,,closed
EDGE-053357,JCT-FDR-0079-004,FUSE-XFMR-026256,FDR-0079,SUB-017,lateral_overhead,#2 ACSR,BC,0.053,278.0,0.9555,0.4753,0.6985,150,24.9,2,1,,closed
EDGE-053358,FUSE-XFMR-026256,XFMR-026256,FDR-0079,SUB-017,lateral_overhead,#2 ACSR,BC,0.298,1575.3,0.8645,0.5275,0.6985,150,24.9,2,1,,closed
EDGE-053359,JCT-FDR-0079-004,FUSE-XFMR-026257,FDR-0079,SUB-017,lateral_overhead,4/0 AL,AB,0.054,287.5,0.2802,0.4295,0.3655,340,24.9,2,1,,closed
EDGE-053360,FUSE-XFMR-026257,XFMR-026257,FDR-0079,SUB-017,lateral_overhead,4/0 AL,AB,0.309,1629.1,0.3153,0.4244,0.3655,340,24.9,2,1,,closed
EDGE-053361,JCT-FDR-0079-004,FUSE-XFMR-026258,FDR-0079,SUB-017,lateral_overhead,#2 ACSR,C,0.057,299.4,0.8741,0.4706,0.6985,150,24.9,1,1,,closed
EDGE-053362,FUSE-XFMR-026258,XFMR-026258,FDR-0079,SUB-017,lateral_overhead,#2 ACSR,C,0.321,1696.5,0.912,0.5138,0.6985,150,24.9,1,1,,closed
EDGE-053363,JCT-FDR-0079-004,FUSE-XFMR-026259,FDR-0079,SUB-017,lateral_underground,1/0 AL,ABC,0.059,310.5,0.5952,0.4295,0.5345,230,24.9,3,0,,closed
EDGE-053364,FUSE-XFMR-026259,XFMR-026259,FDR-0079,SUB-017,lateral_underground,1/0 AL,ABC,0.333,1759.3,0.5651,0.4498,0.5345,230,24.9,3,0,,closed
EDGE-053365,JCT-FDR-0079-004,FUSE-XFMR-026260,FDR-0079,SUB-017,lateral_overhead,4/0 AL,AB,0.061,322.3,0.3071,0.462,0.3655,340,24.9,2,1,,closed
EDGE-053366,FUSE-XFMR-026260,XFMR-026260,FDR-0079,SUB-017,lateral_overhead,4/0 AL,AB,0.346,1826.6,0.2793,0.4687,0.3655,340,24.9,2,1,,closed
EDGE-053367,JCT-FDR-0079-004,FUSE-XFMR-026261,FDR-0079,SUB-017,lateral_underground,#4 CU,AB,0.063,331.8,1.4611,0.4922,1.007,100,24.9,2,0,,closed
EDGE-053368,FUSE-XFMR-026261,XFMR-026261,FDR-0079,SUB-017,lateral_underground,#4 CU,AB,0.356,1880.5,1.5873,0.5367,1.007,100,24.9,2,0,,closed
EDGE-053369,JCT-FDR-0079-004,FUSE-XFMR-026262,FDR-0079,SUB-017,lateral_overhead,4/0 AL,A,0.065,343.7,0.3122,0.4597,0.3655,340,24.9,1,1,,closed
EDGE-053370,FUSE-XFMR-026262,XFMR-026262,FDR-0079,SUB-017,lateral_overhead,4/0 AL,A,0.369,1947.8,0.3151,0.4315,0.3655,340,24.9,1,1,,closed
EDGE-053371,JCT-FDR-0079-004,FUSE-XFMR-026263,FDR-0079,SUB-017,lateral_overhead,1/0 AL,BC,0.068,358.8,0.5401,0.4922,0.5345,230,24.9,2,1,,closed
EDGE-053372,FUSE-XFMR-026263,XFMR-026263,FDR-0079,SUB-017,lateral_overhead,1/0 AL,BC,0.385,2033.1,0.6021,0.5245,0.5345,230,24.9,2,1,,closed
EDGE-053373,JCT-FDR-0079-004,FUSE-XFMR-026264,FDR-0079,SUB-017,lateral_overhead,4/0 AL,ABC,0.07,369.1,0.3208,0.397,0.3655,340,24.9,3,1,,closed
EDGE-053374,FUSE-XFMR-026264,XFMR-026264,FDR-0079,SUB-017,lateral_overhead,4/0 AL,ABC,0.396,2091.4,0.2781,0.3994,0.3655,340,24.9,3,1,,closed
EDGE-053375,JCT-FDR-0079-004,FUSE-XFMR-026265,FDR-0079,SUB-017,lateral_overhead,4/0 AL,BC,0.072,381.7,0.2978,0.4333,0.3655,340,24.9,2,1,,closed
EDGE-053376,FUSE-XFMR-026265,XFMR-026265,FDR-0079,SUB-017,lateral_overhead,4/0 AL,BC,0.41,2163.2,0.2929,0.43,0.3655,340,24.9,2,1,,closed
EDGE-053377,JCT-FDR-0079-004,FUSE-XFMR-026266,FDR-0079,SUB-017,lateral_overhead,#4 CU,C,0.075,393.6,1.4679,0.4923,1.007,100,24.9,1,1,,closed
EDGE-053378,FUSE-XFMR-026266,XFMR-026266,FDR-0079,SUB-017,lateral_overhead,#4 CU,C,0.422,2230.5,1.5382,0.5283,1.007,100,24.9,1,1,,closed
EDGE-053379,JCT-FDR-0079-004,FUSE-XFMR-026267,FDR-0079,SUB-017,lateral_overhead,#2 ACSR,B,0.077,404.7,0.8181,0.4577,0.6985,150,24.9,1,1,,closed
EDGE-053380,FUSE-XFMR-026267,XFMR-026267,FDR-0079,SUB-017,lateral_overhead,#2 ACSR,B,0.434,2293.4,0.9267,0.4707,0.6985,150,24.9,1,1,,closed
EDGE-053381,JCT-FDR-0079-004,FUSE-XFMR-026268,FDR-0079,SUB-017,lateral_overhead,4/0 AL,ABC,0.079,415.0,0.3047,0.4541,0.3655,340,24.9,3,1,,closed
EDGE-053382,FUSE-XFMR-026268,XFMR-026268,FDR-0079,SUB-017,lateral_overhead,4/0 AL,ABC,0.445,2351.7,0.3031,0.4681,0.3655,340,24.9,3,1,,closed
EDGE-053383,JCT-FDR-0079-004,FUSE-XFMR-026269,FDR-0079,SUB-017,lateral_overhead,1/0 AL,ABC,0.081,426.9,0.5973,0.4394,0.5345,230,24.9,3,1,,closed
EDGE-053384,FUSE-XFMR-026269,XFMR-026269,FDR-0079,SUB-017,lateral_overhead,1/0 AL,ABC,0.458,2419.0,0.5945,0.4843,0.5345,230,24.9,3,1,,closed
EDGE-053385,JCT-FDR-0079-004,FUSE-XFMR-026270,FDR-0079,SUB-017,lateral_overhead,4/0 AL,B,0.083,437.2,0.2682,0.4689,0.3655,340,24.9,1,1,,closed
EDGE-053386,FUSE-XFMR-026270,XFMR-026270,FDR-0079,SUB-017,lateral_overhead,4/0 AL,B,0.469,2477.4,0.2815,0.4136,0.3655,340,24.9,1,1,,closed
EDGE-053387,JCT-FDR-0079-004,FUSE-XFMR-026271,FDR-0079,SUB-017,lateral_underground,1/0 AL,B,0.085,448.3,0.6477,0.516,0.5345,230,24.9,1,0,,closed
EDGE-053388,FUSE-XFMR-026271,XFMR-026271,FDR-0079,SUB-017,lateral_underground,1/0 AL,B,0.481,2540.2,0.643,0.4692,0.5345,230,24.9,1,0,,closed
EDGE-053389,JCT-FDR-0079-004,FUSE-XFMR-026272,FDR-0079,SUB-017,lateral_overhead,1/0 AL,BC,0.087,458.6,0.6489,0.4516,0.5345,230,24.9,2,1,,closed
EDGE-053390,FUSE-XFMR-026272,XFMR-026272,FDR-0079,SUB-017,lateral_overhead,1/0 AL,BC,0.492,2598.6,0.6416,0.4452,0.5345,230,24.9,2,1,,closed
EDGE-053391,JCT-FDR-0079-004,FUSE-XFMR-026273,FDR-0079,SUB-017,lateral_overhead,#2 ACSR,ABC,0.09,474.4,0.8612,0.5241,0.6985,150,24.9,3,1,,closed
EDGE-053392,FUSE-XFMR-026273,XFMR-026273,FDR-0079,SUB-017,lateral_overhead,#2 ACSR,ABC,0.509,2688.3,0.9119,0.4561,0.6985,150,24.9,3,1,,closed
EDGE-053393,JCT-FDR-0079-004,FUSE-XFMR-026274,FDR-0079,SUB-017,lateral_overhead,#2 ACSR,A,0.091,482.3,0.8535,0.5046,0.6985,150,24.9,1,1,,closed
EDGE-053394,FUSE-XFMR-026274,XFMR-026274,FDR-0079,SUB-017,lateral_overhead,#2 ACSR,A,0.518,2733.2,0.9361,0.4748,0.6985,150,24.9,1,1,,closed
EDGE-053395,JCT-FDR-0079-004,FUSE-XFMR-026275,FDR-0079,SUB-017,lateral_underground,#2 ACSR,B,0.094,494.2,0.8621,0.5403,0.6985,150,24.9,1,0,,closed
EDGE-053396,FUSE-XFMR-026275,XFMR-026275,FDR-0079,SUB-017,lateral_underground,#2 ACSR,B,0.53,2800.5,0.8715,0.4845,0.6985,150,24.9,1,0,,closed
EDGE-053397,JCT-FDR-0079-004,FUSE-XFMR-026276,FDR-0079,SUB-017,lateral_overhead,1/0 AL,B,0.096,505.3,0.5354,0.4921,0.5345,230,24.9,1,1,,closed
EDGE-053398,FUSE-XFMR-026276,XFMR-026276,FDR-0079,SUB-017,lateral_overhead,1/0 AL,B,0.542,2863.3,0.5379,0.4822,0.5345,230,24.9,1,1,,closed
EDGE-053399,JCT-FDR-0079-004,FUSE-XFMR-026277,FDR-0079,SUB-017,lateral_overhead,1/0 AL,A,0.098,515.6,0.5785,0.5238,0.5345,230,24.9,1,1,,closed
EDGE-053400,FUSE-XFMR-026277,XFMR-026277,FDR-0079,SUB-017,lateral_overhead,1/0 AL,A,0.553,2921.7,0.6497,0.4952,0.5345,230,24.9,1,1,,closed
EDGE-053401,JCT-FDR-0079-004,FUSE-XFMR-026278,FDR-0079,SUB-017,lateral_overhead,4/0 AL,AB,0.101,532.2,0.2953,0.4364,0.3655,340,24.9,2,1,,closed
EDGE-053402,FUSE-XFMR-026278,XFMR-026278,FDR-0079,SUB-017,lateral_overhead,4/0 AL,AB,0.571,3015.9,0.2709,0.3939,0.3655,340,24.9,2,1,,closed
EDGE-053403,JCT-FDR-0079-004,FUSE-XFMR-026279,FDR-0079,SUB-017,lateral_overhead,1/0 AL,AB,0.102,539.4,0.6108,0.4463,0.5345,230,24.9,2,1,,closed
EDGE-053404,FUSE-XFMR-026279,XFMR-026279,FDR-0079,SUB-017,lateral_overhead,1/0 AL,AB,0.579,3056.3,0.6463,0.4446,0.5345,230,24.9,2,1,,closed
EDGE-053405,JCT-FDR-0079-004,FUSE-XFMR-026280,FDR-0079,SUB-017,lateral_overhead,#2 ACSR,ABC,0.105,552.8,0.9373,0.5469,0.6985,150,24.9,3,1,,closed
EDGE-053406,FUSE-XFMR-026280,XFMR-026280,FDR-0079,SUB-017,lateral_overhead,#2 ACSR,ABC,0.593,3132.6,0.9722,0.5415,0.6985,150,24.9,3,1,,closed
EDGE-053407,JCT-FDR-0079-004,FUSE-XFMR-026281,FDR-0079,SUB-017,lateral_overhead,1/0 AL,BC,0.107,563.1,0.5668,0.4405,0.5345,230,24.9,2,1,,closed
EDGE-053408,FUSE-XFMR-026281,XFMR-026281,FDR-0079,SUB-017,lateral_overhead,1/0 AL,BC,0.604,3191.0,0.6334,0.4629,0.5345,230,24.9,2,1,,closed
EDGE-053409,JCT-FDR-0079-004,FUSE-XFMR-026282,FDR-0079,SUB-017,lateral_overhead,#2 ACSR,BC,0.109,575.8,0.9642,0.5475,0.6985,150,24.9,2,1,,closed
EDGE-053410,FUSE-XFMR-026282,XFMR-026282,FDR-0079,SUB-017,lateral_overhead,#2 ACSR,BC,0.618,3262.8,0.9624,0.4882,0.6985,150,24.9,2,1,,closed
EDGE-053411,JCT-FDR-0079-004,FUSE-XFMR-026283,FDR-0079,SUB-017,lateral_overhead,1/0 AL,AB,0.111,586.9,0.6179,0.51,0.5345,230,24.9,2,1,,closed
EDGE-053412,FUSE-XFMR-026283,XFMR-026283,FDR-0079,SUB-017,lateral_overhead,1/0 AL,AB,0.63,3325.6,0.5354,0.4465,0.5345,230,24.9,2,1,,closed
EDGE-053413,JCT-FDR-0079-004,FUSE-XFMR-026284,FDR-0079,SUB-017,lateral_underground,#4 CU,AC,0.113,598.0,1.4568,0.512,1.007,100,24.9,2,0,,closed
EDGE-053414,FUSE-XFMR-026284,XFMR-026284,FDR-0079,SUB-017,lateral_underground,#4 CU,AC,0.642,3388.4,1.5366,0.4972,1.007,100,24.9,2,0,,closed
EDGE-053415,JCT-FDR-0079-004,FUSE-XFMR-026285,FDR-0079,SUB-017,lateral_underground,4/0 AL,C,0.116,610.6,0.2862,0.4023,0.3655,340,24.9,1,0,,closed
EDGE-053416,FUSE-XFMR-026285,XFMR-026285,FDR-0079,SUB-017,lateral_underground,4/0 AL,C,0.655,3460.2,0.2835,0.4343,0.3655,340,24.9,1,0,,closed
EDGE-053417,JCT-FDR-0079-004,FUSE-XFMR-026286,FDR-0079,SUB-017,lateral_overhead,#4 CU,AB,0.118,623.3,1.5439,0.5035,1.007,100,24.9,2,1,,closed
EDGE-053418,FUSE-XFMR-026286,XFMR-026286,FDR-0079,SUB-017,lateral_overhead,#4 CU,AB,0.669,3532.1,1.3928,0.5231,1.007,100,24.9,2,1,,closed
EDGE-053419,JCT-FDR-0079-004,FUSE-XFMR-026287,FDR-0079,SUB-017,lateral_overhead,#4 CU,BC,0.12,635.2,1.4943,0.4822,1.007,100,24.9,2,1,,closed
EDGE-053420,FUSE-XFMR-026287,XFMR-026287,FDR-0079,SUB-017,lateral_overhead,#4 CU,BC,0.682,3599.4,1.4335,0.533,1.007,100,24.9,2,1,,closed
EDGE-053421,JCT-FDR-0079-004,FUSE-XFMR-026288,FDR-0079,SUB-017,lateral_overhead,#2 ACSR,BC,0.122,643.1,0.9033,0.4974,0.6985,150,24.9,2,1,,closed
EDGE-053422,FUSE-XFMR-026288,XFMR-026288,FDR-0079,SUB-017,lateral_overhead,#2 ACSR,BC,0.69,3644.3,0.8964,0.4798,0.6985,150,24.9,2,1,,closed
EDGE-053423,JCT-FDR-0079-004,FUSE-XFMR-026289,FDR-0079,SUB-017,lateral_overhead,#4 CU,ABC,0.125,658.2,1.4187,0.4795,1.007,100,24.9,3,1,,closed
EDGE-053424,FUSE-XFMR-026289,XFMR-026289,FDR-0079,SUB-017,lateral_overhead,#4 CU,ABC,0.706,3729.5,1.4669,0.5289,1.007,100,24.9,3,1,,closed
EDGE-053425,JCT-FDR-0079-004,FUSE-XFMR-026290,FDR-0079,SUB-017,lateral_overhead,1/0 AL,AC,0.126,667.7,0.5482,0.4408,0.5345,230,24.9,2,1,,closed
EDGE-053426,FUSE-XFMR-026290,XFMR-026290,FDR-0079,SUB-017,lateral_overhead,1/0 AL,AC,0.717,3783.4,0.6061,0.5228,0.5345,230,24.9,2,1,,closed
EDGE-053427,JCT-FDR-0079-004,FUSE-XFMR-026291,FDR-0079,SUB-017,lateral_overhead,#2 ACSR,C,0.129,679.5,0.8959,0.5138,0.6985,150,24.9,1,1,,closed
EDGE-053428,FUSE-XFMR-026291,XFMR-026291,FDR-0079,SUB-017,lateral_overhead,#2 ACSR,C,0.729,3850.7,0.9353,0.4885,0.6985,150,24.9,1,1,,closed
EDGE-053429,JCT-FDR-0079-004,FUSE-XFMR-026292,FDR-0079,SUB-017,lateral_underground,1/0 AL,ABC,0.131,689.8,0.5453,0.4522,0.5345,230,24.9,3,0,,closed
EDGE-053430,FUSE-XFMR-026292,XFMR-026292,FDR-0079,SUB-017,lateral_underground,1/0 AL,ABC,0.74,3909.0,0.608,0.524,0.5345,230,24.9,3,0,,closed
EDGE-053431,JCT-FDR-0079-004,FUSE-XFMR-026293,FDR-0079,SUB-017,lateral_overhead,#4 CU,ABC,0.133,704.1,1.5958,0.5409,1.007,100,24.9,3,1,,closed
EDGE-053432,FUSE-XFMR-026293,XFMR-026293,FDR-0079,SUB-017,lateral_overhead,#4 CU,ABC,0.756,3989.8,1.3736,0.5291,1.007,100,24.9,3,1,,closed
EDGE-053433,JCT-FDR-0079-004,FUSE-XFMR-026294,FDR-0079,SUB-017,lateral_overhead,4/0 AL,C,0.135,715.2,0.313,0.4209,0.3655,340,24.9,1,1,,closed
EDGE-053434,FUSE-XFMR-026294,XFMR-026294,FDR-0079,SUB-017,lateral_overhead,4/0 AL,C,0.768,4052.7,0.2844,0.4412,0.3655,340,24.9,1,1,,closed
EDGE-053435,JCT-FDR-0079-004,FUSE-XFMR-026295,FDR-0079,SUB-017,lateral_overhead,#2 ACSR,C,0.137,725.5,0.9799,0.4527,0.6985,150,24.9,1,1,,closed
EDGE-053436,FUSE-XFMR-026295,XFMR-026295,FDR-0079,SUB-017,lateral_overhead,#2 ACSR,C,0.779,4111.0,0.8065,0.5225,0.6985,150,24.9,1,1,,closed
EDGE-053437,JCT-FDR-0079-004,FUSE-XFMR-026296,FDR-0079,SUB-017,lateral_overhead,1/0 AL,AB,0.14,739.7,0.5529,0.44,0.5345,230,24.9,2,1,,closed
EDGE-053438,FUSE-XFMR-026296,XFMR-026296,FDR-0079,SUB-017,lateral_overhead,1/0 AL,AB,0.794,4191.8,0.6202,0.5101,0.5345,230,24.9,2,1,,closed
EDGE-053439,JCT-FDR-0079-004,FUSE-XFMR-026297,FDR-0079,SUB-017,lateral_overhead,#2 ACSR,C,0.142,748.4,0.9812,0.5478,0.6985,150,24.9,1,1,,closed
EDGE-053440,FUSE-XFMR-026297,XFMR-026297,FDR-0079,SUB-017,lateral_overhead,#2 ACSR,C,0.803,4241.2,0.9075,0.5396,0.6985,150,24.9,1,1,,closed
EDGE-053441,JCT-FDR-0079-004,FUSE-XFMR-026298,FDR-0079,SUB-017,lateral_overhead,1/0 AL,B,0.144,761.1,0.5853,0.5131,0.5345,230,24.9,1,1,,closed
EDGE-053442,FUSE-XFMR-026298,XFMR-026298,FDR-0079,SUB-017,lateral_overhead,1/0 AL,B,0.817,4313.0,0.5572,0.4535,0.5345,230,24.9,1,1,,closed
EDGE-053443,JCT-FDR-0079-004,FUSE-XFMR-026299,FDR-0079,SUB-017,lateral_underground,#2 ACSR,A,0.146,772.2,0.8581,0.4682,0.6985,150,24.9,1,0,,closed
EDGE-053444,FUSE-XFMR-026299,XFMR-026299,FDR-0079,SUB-017,lateral_underground,#2 ACSR,A,0.829,4375.8,0.911,0.5427,0.6985,150,24.9,1,0,,closed
EDGE-053445,JCT-FDR-0079-004,FUSE-XFMR-026300,FDR-0079,SUB-017,lateral_underground,4/0 AL,C,0.148,780.9,0.3057,0.4494,0.3655,340,24.9,1,0,,closed
EDGE-053446,FUSE-XFMR-026300,XFMR-026300,FDR-0079,SUB-017,lateral_underground,4/0 AL,C,0.838,4425.2,0.3267,0.4694,0.3655,340,24.9,1,0,,closed
EDGE-053447,JCT-FDR-0079-004,JCT-FDR-0079-005,FDR-0079,SUB-017,primary_overhead,4/0 AL,ABC,0.84,4435.2,0.2713,0.461,0.3521,340,24.9,3,1,,closed
EDGE-053448,JCT-FDR-0079-005,FUSE-XFMR-026301,FDR-0079,SUB-017,lateral_overhead,4/0 AL,C,0.001,4.0,0.2698,0.4241,0.3655,340,24.9,1,1,,closed
EDGE-053449,FUSE-XFMR-026301,XFMR-026301,FDR-0079,SUB-017,lateral_overhead,4/0 AL,C,0.004,22.4,0.3012,0.4206,0.3655,340,24.9,1,1,,closed
EDGE-053450,JCT-FDR-0079-005,FUSE-XFMR-026302,FDR-0079,SUB-017,lateral_overhead,#2 ACSR,B,0.003,13.5,0.8475,0.51,0.6985,150,24.9,1,1,,closed
EDGE-053451,FUSE-XFMR-026302,XFMR-026302,FDR-0079,SUB-017,lateral_overhead,#2 ACSR,B,0.014,76.3,0.935,0.4765,0.6985,150,24.9,1,1,,closed
EDGE-053452,JCT-FDR-0079-005,FUSE-XFMR-026303,FDR-0079,SUB-017,lateral_underground,#2 ACSR,AC,0.004,23.0,0.8077,0.4584,0.6985,150,24.9,2,0,,closed
EDGE-053453,FUSE-XFMR-026303,XFMR-026303,FDR-0079,SUB-017,lateral_underground,#2 ACSR,AC,0.025,130.2,0.9765,0.4631,0.6985,150,24.9,2,0,,closed
EDGE-053454,JCT-FDR-0079-005,FUSE-XFMR-026304,FDR-0079,SUB-017,lateral_overhead,1/0 AL,A,0.007,35.6,0.5487,0.493,0.5345,230,24.9,1,1,,closed
EDGE-053455,FUSE-XFMR-026304,XFMR-026304,FDR-0079,SUB-017,lateral_overhead,1/0 AL,A,0.038,202.0,0.5744,0.4917,0.5345,230,24.9,1,1,,closed
EDGE-053456,JCT-FDR-0079-005,FUSE-XFMR-026305,FDR-0079,SUB-017,lateral_overhead,4/0 AL,AC,0.009,45.9,0.2793,0.4771,0.3655,340,24.9,2,1,,closed
EDGE-053457,FUSE-XFMR-026305,XFMR-026305,FDR-0079,SUB-017,lateral_overhead,4/0 AL,AC,0.049,260.3,0.2804,0.4659,0.3655,340,24.9,2,1,,closed
EDGE-053458,JCT-FDR-0079-005,FUSE-XFMR-026306,FDR-0079,SUB-017,lateral_overhead,#4 CU,C,0.011,57.8,1.5611,0.5047,1.007,100,24.9,1,1,,closed
EDGE-053459,FUSE-XFMR-026306,XFMR-026306,FDR-0079,SUB-017,lateral_overhead,#4 CU,C,0.062,327.6,1.4744,0.4804,1.007,100,24.9,1,1,,closed
EDGE-053460,JCT-FDR-0079-005,FUSE-XFMR-026307,FDR-0079,SUB-017,lateral_overhead,#4 CU,BC,0.013,67.3,1.374,0.4927,1.007,100,24.9,2,1,,closed
EDGE-053461,FUSE-XFMR-026307,XFMR-026307,FDR-0079,SUB-017,lateral_overhead,#4 CU,BC,0.072,381.5,1.5735,0.5309,1.007,100,24.9,2,1,,closed
EDGE-053462,JCT-FDR-0079-005,FUSE-XFMR-026308,FDR-0079,SUB-017,lateral_overhead,#4 CU,C,0.015,79.2,1.5543,0.4735,1.007,100,24.9,1,1,,closed
EDGE-053463,FUSE-XFMR-026308,XFMR-026308,FDR-0079,SUB-017,lateral_overhead,#4 CU,C,0.085,448.8,1.6327,0.5599,1.007,100,24.9,1,1,,closed
EDGE-053464,JCT-FDR-0079-005,FUSE-XFMR-026309,FDR-0079,SUB-017,lateral_overhead,#4 CU,C,0.017,90.3,1.5644,0.5516,1.007,100,24.9,1,1,,closed
