transformer_id,feeder_id,rated_kva,existing_der_kw,allocated_load_kw,thermal_hosting_capacity_kw,voltage_hosting_capacity_kw,limiting_factor,hosting_capacity_kw
XFMR-030005,FDR-0087,500.0,133.5,231.4,290.5,192.7,voltage,192.7
XFMR-030006,FDR-0087,25.0,0,11.6,15.8,17.7,thermal,15.8
XFMR-030007,FDR-0087,10.0,0,4.1,8.5,4.9,voltage,4.9
XFMR-030008,FDR-0087,75.0,18.2,25.0,43.3,22.1,voltage,22.1
XFMR-030009,FDR-0087,75.0,11.1,27.5,59.3,21.6,voltage,21.6
XFMR-030010,FDR-0087,15.0,0,11.7,9.0,5.5,voltage,5.5
XFMR-030011,FDR-0087,100.0,5.9,52.7,59.3,45.9,voltage,45.9
XFMR-030012,FDR-0087,25.0,69.9,18.3,0.0,0.0,voltage,0.0
XFMR-030013,FDR-0087,50.0,0,39.4,34.4,25.0,voltage,25.0
XFMR-030014,FDR-0087,250.0,28.5,133.3,150.1,100.0,voltage,100.0
XFMR-030015,FDR-0087,15.0,0,6.3,11.8,10.3,voltage,10.3
XFMR-030016,FDR-0087,75.0,0,24.7,55.1,51.4,voltage,51.4
XFMR-030017,FDR-0087,167.0,55.9,86.2,91.0,17.3,voltage,17.3
XFMR-030018,FDR-0087,333.0,0,127.3,212.1,226.8,thermal,212.1
XFMR-030019,FDR-0087,100.0,19.7,30.8,67.1,26.1,voltage,26.1
XFMR-030020,FDR-0087,15.0,6.4,4.9,7.7,4.0,voltage,4.0
XFMR-030021,FDR-0087,10.0,0,5.1,8.3,4.3,voltage,4.3
XFMR-030022,FDR-0087,25.0,0,12.8,17.8,13.1,voltage,13.1
XFMR-030023,FDR-0087,333.0,0,112.4,202.5,172.2,voltage,172.2
XFMR-030024,FDR-0087,250.0,15.8,180.8,120.3,90.4,voltage,90.4
XFMR-030025,FDR-0087,37.5,0,25.0,27.6,12.7,voltage,12.7
XFMR-030026,FDR-0087,50.0,427.8,29.7,0.0,0.0,voltage,0.0
XFMR-030027,FDR-0087,167.0,3.6,75.1,134.3,110.8,voltage,110.8
XFMR-030028,FDR-0087,75.0,0,40.5,45.0,49.1,thermal,45.0
XFMR-030029,FDR-0087,500.0,0,334.9,277.6,326.0,thermal,277.6
XFMR-030030,FDR-0087,50.0,8.4,24.3,31.8,11.3,voltage,11.3
XFMR-030031,FDR-0087,75.0,52.3,30.4,22.9,0.0,voltage,0.0
XFMR-030032,FDR-0087,100.0,83.0,49.6,24.4,0.0,voltage,0.0
XFMR-030033,FDR-0087,100.0,5.4,46.0,61.5,42.4,voltage,42.4
XFMR-030034,FDR-0087,167.0,5.6,82.7,115.4,94.3,voltage,94.3
XFMR-030035,FDR-0087,100.0,111.1,73.3,6.8,0.0,voltage,0.0
XFMR-030036,FDR-0087,25.0,0,19.9,16.8,8.7,voltage,8.7
XFMR-030037,FDR-0087,167.0,0,64.3,104.0,63.6,voltage,63.6
XFMR-030038,FDR-0087,25.0,0,19.3,14.7,13.4,voltage,13.4
XFMR-030039,FDR-0087,100.0,0,43.8,72.0,47.1,voltage,47.1
XFMR-030040,FDR-0087,333.0,0,224.2,221.9,157.4,voltage,157.4
XFMR-030041,FDR-0087,75.0,6.6,46.2,46.8,46.8,voltage,46.8
XFMR-030042,FDR-0087,25.0,12.3,10.9,10.8,4.0,voltage,4.0
XFMR-030043,FDR-0087,250.0,0,119.7,164.6,112.6,voltage,112.6
XFMR-030044,FDR-0087,500.0,6.7,309.2,302.0,169.5,voltage,169.5
XFMR-030045,FDR-0087,250.0,4.4,136.4,157.0,160.9,thermal,157.0
XFMR-030046,FDR-0087,100.0,476.9,32.2,0.0,0.0,voltage,0.0
XFMR-030047,FDR-0087,333.0,10.2,258.7,168.7,147.1,voltage,147.1
XFMR-030048,FDR-0087,100.0,10.6,61.9,62.1,49.8,voltage,49.8
XFMR-030049,FDR-0087,15.0,0,11.5,10.9,6.8,voltage,6.8
XFMR-030050,FDR-0087,100.0,19.0,74.4,58.7,21.9,voltage,21.9
XFMR-030051,FDR-0087,37.5,229.0,27.5,0.0,0.0,voltage,0.0
XFMR-030052,FDR-0087,15.0,0,6.0,10.1,5.9,voltage,5.9
XFMR-030053,FDR-0087,10.0,0,5.8,7.2,4.8,voltage,4.8
XFMR-030054,FDR-0087,167.0,0,98.5,113.0,88.9,voltage,88.9
XFMR-030055,FDR-0087,250.0,0,172.2,137.1,107.3,voltage,107.3
XFMR-030056,FDR-0087,15.0,9.8,7.0,6.6,1.9,voltage,1.9
XFMR-030057,FDR-0087,100.0,0,78.8,70.2,53.0,voltage,53.0
XFMR-030058,FDR-0087,10.0,18.9,7.8,0.0,0.0,voltage,0.0
XFMR-030059,FDR-0087,10.0,0,3.4,6.1,5.8,voltage,5.8
XFMR-030060,FDR-0087,10.0,427.8,3.1,0.0,0.0,voltage,0.0
XFMR-030061,FDR-0087,100.0,4.1,49.0,79.6,40.1,voltage,40.1
XFMR-030062,FDR-0087,50.0,5.6,28.7,34.5,21.0,voltage,21.0
XFMR-030063,FDR-0087,10.0,27.1,7.2,0.0,0.0,voltage,0.0
XFMR-030064,FDR-0087,250.0,9.1,100.2,182.9,127.3,voltage,127.3
XFMR-030065,FDR-0087,50.0,11.1,21.8,28.5,16.0,voltage,16.0
XFMR-030066,FDR-0087,100.0,202.9,41.8,0.0,0.0,voltage,0.0
XFMR-030067,FDR-0087,37.5,4.9,13.4,30.5,13.1,voltage,13.1
XFMR-030068,FDR-0087,50.0,0,27.7,28.2,21.5,voltage,21.5
XFMR-030069,FDR-0087,10.0,231.2,6.5,0.0,0.0,voltage,0.0
XFMR-030070,FDR-0087,75.0,76.1,53.0,10.5,0.0,voltage,0.0
XFMR-030071,FDR-0087,10.0,9.1,6.5,1.9,0.0,voltage,0.0
XFMR-030072,FDR-0087,250.0,0,139.1,177.4,135.0,voltage,135.0
XFMR-030073,FDR-0087,37.5,0,11.4,28.8,12.7,voltage,12.7
XFMR-030074,FDR-0087,333.0,5.9,250.7,212.2,207.3,voltage,207.3
XFMR-030075,FDR-0087,250.0,0,153.3,147.0,113.1,voltage,113.1
XFMR-030076,FDR-0087,37.5,309.4,12.9,0.0,0.0,voltage,0.0
XFMR-030077,FDR-0087,250.0,0,100.7,208.3,108.6,voltage,108.6
XFMR-030078,FDR-0087,333.0,9.6,100.6,255.3,165.2,voltage,165.2
XFMR-030079,FDR-0087,25.0,16.4,13.3,8.0,0.0,voltage,0.0
XFMR-030080,FDR-0087,500.0,11.1,168.3,318.1,259.7,voltage,259.7
XFMR-030081,FDR-0087,100.0,0,73.2,72.1,57.2,voltage,57.2
XFMR-030082,FDR-0087,37.5,0,18.7,25.3,16.5,voltage,16.5
XFMR-030083,FDR-0087,15.0,0,8.3,8.5,6.8,voltage,6.8
XFMR-030084,FDR-0087,75.0,33.7,39.8,34.8,18.3,voltage,18.3
XFMR-030085,FDR-0087,167.0,4.2,127.3,92.0,70.3,voltage,70.3
XFMR-030086,FDR-0087,75.0,5.2,56.4,44.9,34.0,voltage,34.0
XFMR-030087,FDR-0087,37.5,0,18.9,24.6,17.2,voltage,17.2
XFMR-030088,FDR-0087,333.0,0,159.9,246.8,123.4,voltage,123.4
XFMR-030089,FDR-0087,50.0,0,19.5,37.2,26.5,voltage,26.5
XFMR-030090,FDR-0087,75.0,0,55.9,41.1,50.7,thermal,41.1
XFMR-030091,FDR-0087,100.0,204.0,70.8,0.0,0.0,voltage,0.0
XFMR-030092,FDR-0087,25.0,0,15.4,16.2,18.6,thermal,16.2
XFMR-030093,FDR-0087,167.0,6.4,99.3,87.2,116.9,thermal,87.2
XFMR-030094,FDR-0087,15.0,17.3,4.6,2.4,0.0,voltage,0.0
XFMR-030095,FDR-0087,333.0,49.0,106.3,196.1,103.6,voltage,103.6
XFMR-030096,FDR-0087,500.0,0,231.3,411.4,235.5,voltage,235.5
XFMR-030097,FDR-0087,500.0,0,228.6,416.7,206.0,voltage,206.0
XFMR-030098,FDR-0087,500.0,5.3,358.5,350.8,302.2,voltage,302.2
XFMR-030099,FDR-0087,50.0,8.8,17.3,35.7,17.9,voltage,17.9
XFMR-030100,FDR-0087,10.0,9.2,4.6,2.2,0.0,voltage,0.0
XFMR-030101,FDR-0087,15.0,0,4.6,9.1,7.9,voltage,7.9
XFMR-030102,FDR-0087,333.0,5.3,132.9,278.1,226.8,voltage,226.8
XFMR-030103,FDR-0087,50.0,15.0,35.4,28.9,14.4,voltage,14.4
XFMR-030104,FDR-0087,37.5,0,21.6,24.6,16.4,voltage,16.4
XFMR-030105,FDR-0087,100.0,0,46.9,72.7,47.7,voltage,47.7
XFMR-030106,FDR-0087,167.0,0,95.9,130.6,81.4,voltage,81.4
XFMR-030107,FDR-0087,500.0,498.2,187.8,136.1,0.0,voltage,0.0
XFMR-030108,FDR-0087,100.0,7.7,68.0,67.2,31.8,voltage,31.8
XFMR-030109,FDR-0087,25.0,6.5,18.9,12.0,4.3,voltage,4.3
XFMR-030110,FDR-0087,75.0,11.9,39.6,52.9,27.2,voltage,27.2
XFMR-030111,FDR-0087,250.0,92.1,80.5,126.4,99.3,voltage,99.3
XFMR-030112,FDR-0087,10.0,0,7.4,5.6,4.3,voltage,4.3
XFMR-030113,FDR-0087,10.0,10.3,5.8,1.7,0.0,voltage,0.0
XFMR-030114,FDR-0087,25.0,17.2,7.9,10.4,0.0,voltage,0.0
XFMR-030115,FDR-0087,100.0,20.6,37.7,63.9,49.2,voltage,49.2
XFMR-030116,FDR-0087,500.0,10.8,254.1,400.2,223.3,voltage,223.3
XFMR-030117,FDR-0087,167.0,11.0,55.5,105.4,66.9,voltage,66.9
XFMR-030118,FDR-0087,500.0,0,239.7,382.3,275.8,voltage,275.8
XFMR-030119,FDR-0087,37.5,0,23.2,20.1,20.3,thermal,20.1
XFMR-030120,FDR-0087,333.0,32.0,116.2,258.4,189.7,voltage,189.7
XFMR-030121,FDR-0087,100.0,0,48.7,59.7,55.1,voltage,55.1
XFMR-030122,FDR-0087,10.0,0,3.1,9.1,5.2,voltage,5.2
XFMR-030123,FDR-0087,15.0,0,11.4,10.7,4.9,voltage,4.9
XFMR-030124,FDR-0087,167.0,13.5,60.8,99.6,52.3,voltage,52.3
XFMR-030125,FDR-0087,333.0,28.2,111.5,270.5,111.7,voltage,111.7
XFMR-030126,FDR-0087,167.0,0,129.2,111.5,84.3,voltage,84.3
XFMR-030127,FDR-0087,333.0,5.8,228.0,253.7,154.1,voltage,154.1
XFMR-030128,FDR-0087,100.0,0,44.9,76.3,42.3,voltage,42.3
XFMR-030129,FDR-0087,15.0,22.2,6.0,0.0,0.0,voltage,0.0
XFMR-030130,FDR-0087,10.0,0,6.2,6.0,4.4,voltage,4.4
XFMR-030131,FDR-0087,100.0,11.5,56.5,58.6,28.1,voltage,28.1
XFMR-030132,FDR-0087,75.0,5.9,34.6,47.5,33.0,voltage,33.0
XFMR-030133,FDR-0087,333.0,18.9,140.3,232.0,169.7,voltage,169.7
XFMR-030134,FDR-0087,100.0,0,49.2,80.8,62.9,voltage,62.9
XFMR-030135,FDR-0087,75.0,0,47.6,52.0,41.8,voltage,41.8
XFMR-030136,FDR-0087,10.0,0,6.4,6.4,3.9,voltage,3.9
XFMR-030137,FDR-0087,25.0,492.4,18.2,0.0,0.0,voltage,0.0
XFMR-030138,FDR-0087,167.0,18.8,122.5,83.1,87.6,thermal,83.1
XFMR-030139,FDR-0087,333.0,37.5,245.7,225.4,110.2,voltage,110.2
XFMR-030140,FDR-0087,75.0,2.8,23.2,56.9,29.2,voltage,29.2
XFMR-030141,FDR-0087,25.0,0,19.9,12.3,10.3,voltage,10.3
XFMR-030142,FDR-0087,250.0,442.8,147.5,0.0,0.0,voltage,0.0
XFMR-030143,FDR-0087,25.0,0,11.2,19.4,12.7,voltage,12.7
XFMR-030144,FDR-0087,15.0,4.1,9.1,9.3,4.3,voltage,4.3
XFMR-030145,FDR-0087,250.0,3.4,186.5,143.1,130.8,voltage,130.8
XFMR-030146,FDR-0087,75.0,20.5,22.6,53.4,12.4,voltage,12.4
XFMR-030147,FDR-0087,25.0,0,10.3,16.6,11.7,voltage,11.7
XFMR-030148,FDR-0087,15.0,0,11.9,10.7,6.6,voltage,6.6
XFMR-030149,FDR-0087,500.0,498.8,360.8,69.3,0.0,voltage,0.0
XFMR-030150,FDR-0087,333.0,0,192.4,215.3,171.6,voltage,171.6
XFMR-030151,FDR-0087,37.5,0,22.1,22.4,14.9,voltage,14.9
XFMR-030152,FDR-0087,37.5,0,19.7,27.1,26.4,voltage,26.4
XFMR-030153,FDR-0087,37.5,0,26.5,27.1,18.5,voltage,18.5
XFMR-030154,FDR-0087,167.0,172.1,91.8,24.5,0.0,voltage,0.0
XFMR-030155,FDR-0087,37.5,0,22.1,25.2,17.3,voltage,17.3
XFMR-030156,FDR-0087,500.0,421.1,228.6,167.1,0.0,voltage,0.0
XFMR-030157,FDR-0087,100.0,0,52.3,66.9,56.8,voltage,56.8
XFMR-030158,FDR-0087,500.0,0,296.9,396.0,227.9,voltage,227.9
XFMR-030159,FDR-0087,100.0,7.3,68.5,66.6,67.1,thermal,66.6
XFMR-030160,FDR-0087,25.0,4.6,18.0,12.5,8.2,voltage,8.2
XFMR-030161,FDR-0087,25.0,5.2,13.4,11.9,7.5,voltage,7.5
XFMR-030162,FDR-0087,167.0,0,63.7,141.3,103.8,voltage,103.8
XFMR-030163,FDR-0087,167.0,0,127.6,104.6,119.1,thermal,104.6
XFMR-030164,FDR-0087,500.0,4.1,383.1,275.3,292.9,thermal,275.3
XFMR-030165,FDR-0087,333.0,9.9,133.4,283.0,115.3,voltage,115.3
XFMR-030166,FDR-0088,100.0,8.1,41.4,81.7,44.5,voltage,44.5
XFMR-030167,FDR-0088,37.5,0,12.3,31.6,22.1,voltage,22.1
XFMR-030168,FDR-0088,25.0,29.0,19.9,0.6,0.0,voltage,0.0
XFMR-030169,FDR-0088,15.0,5.7,5.1,10.0,1.8,voltage,1.8
XFMR-030170,FDR-0088,75.0,0,49.4,49.2,32.4,voltage,32.4
XFMR-030171,FDR-0088,500.0,4.4,170.9,360.7,232.0,voltage,232.0
XFMR-030172,FDR-0088,500.0,30.2,220.1,289.4,335.5,thermal,289.4
XFMR-030173,FDR-0088,100.0,34.8,36.3,59.4,19.0,voltage,19.0
XFMR-030174,FDR-0088,50.0,6.9,27.7,31.8,24.1,voltage,24.1
XFMR-030175,FDR-0088,10.0,19.6,5.1,0.0,0.0,voltage,0.0
XFMR-030176,FDR-0088,50.0,21.9,28.3,19.4,14.0,voltage,14.0
XFMR-030177,FDR-0088,333.0,0,118.6,214.1,180.9,voltage,180.9
XFMR-030178,FDR-0088,500.0,0,253.2,394.0,198.5,voltage,198.5
XFMR-030179,FDR-0088,333.0,0,133.2,205.6,164.1,voltage,164.1
XFMR-030180,FDR-0088,10.0,0,5.4,6.4,4.4,voltage,4.4
XFMR-030181,FDR-0088,167.0,0,62.9,111.3,81.5,voltage,81.5
XFMR-030182,FDR-0088,10.0,0,4.3,7.7,4.4,voltage,4.4
XFMR-030183,FDR-0088,25.0,0,17.5,18.6,10.9,voltage,10.9
XFMR-030184,FDR-0088,100.0,0,55.0,82.1,46.4,voltage,46.4
XFMR-030185,FDR-0088,25.0,6.4,13.8,11.3,4.8,voltage,4.8
XFMR-030186,FDR-0088,50.0,28.8,33.5,20.9,5.8,voltage,5.8
XFMR-030187,FDR-0088,250.0,0,92.2,215.4,124.1,voltage,124.1
XFMR-030188,FDR-0088,167.0,11.5,119.0,102.1,68.2,voltage,68.2
XFMR-030189,FDR-0088,50.0,25.6,20.9,21.5,6.6,voltage,6.6
XFMR-030190,FDR-0088,10.0,6.8,4.6,3.9,0.4,voltage,0.4
XFMR-030191,FDR-0088,10.0,9.5,6.0,1.7,0.0,voltage,0.0
XFMR-030192,FDR-0088,15.0,6.7,9.7,7.2,4.2,voltage,4.2
XFMR-030193,FDR-0088,75.0,321.5,34.1,0.0,0.0,voltage,0.0
XFMR-030194,FDR-0088,75.0,0,56.7,37.5,36.6,voltage,36.6
XFMR-030195,FDR-0088,25.0,0,8.7,18.6,12.9,voltage,12.9
XFMR-030196,FDR-0088,50.0,99.5,16.6,0.0,0.0,voltage,0.0
XFMR-030197,FDR-0088,100.0,0,65.8,59.5,56.4,voltage,56.4
XFMR-030198,FDR-0088,25.0,9.3,8.0,14.8,10.3,voltage,10.3
XFMR-030199,FDR-0088,75.0,0,36.1,50.1,53.0,thermal,50.1
XFMR-030200,FDR-0088,250.0,8.4,165.1,150.4,124.5,voltage,124.5
XFMR-030201,FDR-0088,15.0,9.9,10.3,5.2,0.0,voltage,0.0
XFMR-030202,FDR-0088,500.0,11.8,175.5,389.7,354.2,voltage,354.2
XFMR-030203,FDR-0088,10.0,341.7,5.8,0.0,0.0,voltage,0.0
XFMR-030204,FDR-0088,500.0,0,262.5,411.5,245.4,voltage,245.4
XFMR-030205,FDR-0088,500.0,6.3,202.4,361.7,269.9,voltage,269.9
XFMR-030206,FDR-0088,500.0,7.5,223.3,376.7,188.0,voltage,188.0
XFMR-030207,FDR-0088,15.0,0,9.2,11.2,6.3,voltage,6.3
XFMR-030208,FDR-0088,333.0,4.7,225.1,170.6,147.9,voltage,147.9
XFMR-030209,FDR-0088,333.0,448.0,216.3,0.0,0.0,voltage,0.0
XFMR-030210,FDR-0088,75.0,0,55.4,44.7,30.0,voltage,30.0
XFMR-030211,FDR-0088,25.0,0,19.9,14.9,7.8,voltage,7.8
XFMR-030212,FDR-0088,167.0,16.1,64.7,116.9,83.4,voltage,83.4
XFMR-030213,FDR-0088,75.0,23.0,45.9,30.9,26.6,voltage,26.6
XFMR-030214,FDR-0088,100.0,9.3,48.3,64.8,64.8,voltage,64.8
XFMR-030215,FDR-0088,37.5,10.8,24.5,19.4,6.4,voltage,6.4
XFMR-030216,FDR-0088,500.0,41.2,370.7,343.7,200.2,voltage,200.2
XFMR-030217,FDR-0088,25.0,30.8,14.7,1.4,0.0,voltage,0.0
XFMR-030218,FDR-0088,167.0,0,122.1,96.3,56.1,voltage,56.1
XFMR-030219,FDR-0088,25.0,6.4,16.6,15.1,7.2,voltage,7.2
XFMR-030220,FDR-0088,75.0,10.8,49.8,38.0,24.9,voltage,24.9
XFMR-030221,FDR-0088,75.0,0,23.1,52.2,39.7,voltage,39.7
XFMR-030222,FDR-0088,333.0,11.9,155.6,248.4,193.9,voltage,193.9
XFMR-030223,FDR-0088,167.0,14.7,125.6,79.5,68.1,voltage,68.1
XFMR-030224,FDR-0088,75.0,0,31.4,50.9,33.5,voltage,33.5
XFMR-030225,FDR-0088,100.0,0,68.2,77.4,60.4,voltage,60.4
XFMR-030226,FDR-0088,333.0,0,110.9,244.3,158.1,voltage,158.1
XFMR-030227,FDR-0088,250.0,20.3,168.5,181.1,129.2,voltage,129.2
XFMR-030228,FDR-0088,50.0,8.3,28.1,25.5,20.7,voltage,20.7
XFMR-030229,FDR-0088,50.0,0,22.4,36.5,21.7,voltage,21.7
XFMR-030230,FDR-0088,75.0,0,35.3,59.0,36.7,voltage,36.7
XFMR-030231,FDR-0088,167.0,0,85.8,128.1,65.0,voltage,65.0
XFMR-030232,FDR-0088,37.5,0,14.3,25.5,24.7,voltage,24.7
XFMR-030233,FDR-0088,50.0,21.5,31.0,26.5,13.0,voltage,13.0
XFMR-030234,FDR-0088,250.0,0,169.7,160.9,129.0,voltage,129.0
XFMR-030235,FDR-0088,50.0,7.5,35.7,25.7,19.5,voltage,19.5
XFMR-030236,FDR-0088,100.0,11.9,33.3,55.5,22.0,voltage,22.0
XFMR-030237,FDR-0088,10.0,15.0,5.2,0.0,0.0,voltage,0.0
XFMR-030238,FDR-0088,15.0,8.7,9.0,5.5,2.2,voltage,2.2
XFMR-030239,FDR-0088,333.0,3.0,197.4,252.7,101.6,voltage,101.6
XFMR-030240,FDR-0088,250.0,15.3,173.7,158.0,95.8,voltage,95.8
XFMR-030241,FDR-0088,333.0,54.5,182.9,230.8,133.7,voltage,133.7
XFMR-030242,FDR-0088,10.0,0,5.9,5.5,5.6,thermal,5.5
XFMR-030243,FDR-0088,167.0,450.8,96.3,0.0,0.0,voltage,0.0
XFMR-030244,FDR-0088,50.0,0,16.7,31.5,31.2,voltage,31.2
XFMR-030245,FDR-0088,333.0,557.6,169.1,0.0,0.0,voltage,0.0
XFMR-030246,FDR-0088,75.0,20.6,34.4,44.2,32.3,voltage,32.3
XFMR-030247,FDR-0088,500.0,8.5,318.6,381.0,308.0,voltage,308.0
XFMR-030248,FDR-0088,167.0,0,59.7,102.5,62.1,voltage,62.1
XFMR-030249,FDR-0088,75.0,17.8,59.4,37.3,13.9,voltage,13.9
XFMR-030250,FDR-0088,100.0,6.0,56.4,52.7,39.9,voltage,39.9
XFMR-030251,FDR-0088,333.0,9.1,159.4,212.1,149.3,voltage,149.3
XFMR-030252,FDR-0088,100.0,172.3,40.1,0.0,0.0,voltage,0.0
XFMR-030253,FDR-0088,10.0,18.5,3.7,0.0,0.0,voltage,0.0
XFMR-030254,FDR-0088,250.0,0,162.9,133.4,146.5,thermal,133.4
XFMR-030255,FDR-0088,167.0,336.3,111.0,0.0,0.0,voltage,0.0
XFMR-030256,FDR-0088,167.0,11.3,50.1,127.1,76.1,voltage,76.1
XFMR-030257,FDR-0088,167.0,2.9,101.1,115.2,93.9,voltage,93.9
XFMR-030258,FDR-0088,50.0,44.7,33.2,9.5,0.0,voltage,0.0
XFMR-030259,FDR-0088,15.0,465.0,4.5,0.0,0.0,voltage,0.0
XFMR-030260,FDR-0088,15.0,0,10.8,10.7,6.2,voltage,6.2
XFMR-030261,FDR-0088,75.0,0,41.9,58.9,38.4,voltage,38.4
XFMR-030262,FDR-0088,10.0,11.2,6.2,1.2,0.0,voltage,0.0
XFMR-030263,FDR-0088,333.0,9.5,238.7,176.0,124.1,voltage,124.1
XFMR-030264,FDR-0088,500.0,8.4,392.7,325.8,247.5,voltage,247.5
XFMR-030265,FDR-0088,250.0,0,108.0,177.6,111.5,voltage,111.5
XFMR-030266,FDR-0088,37.5,0,25.0,28.8,24.0,voltage,24.0
XFMR-030267,FDR-0088,100.0,0,65.8,77.5,49.3,voltage,49.3
XFMR-030268,FDR-0088,75.0,4.1,47.7,56.4,25.7,voltage,25.7
XFMR-030269,FDR-0088,333.0,234.3,180.9,120.0,24.5,voltage,24.5
XFMR-030270,FDR-0088,250.0,0,189.4,175.5,97.5,voltage,97.5
XFMR-030271,FDR-0088,50.0,0,20.3,30.0,21.7,voltage,21.7
XFMR-030272,FDR-0088,37.5,0,28.2,19.8,14.4,voltage,14.4
XFMR-030273,FDR-0088,333.0,98.6,193.0,166.4,80.2,voltage,80.2
XFMR-030274,FDR-0088,100.0,6.3,35.3,79.2,36.4,voltage,36.4
XFMR-030275,FDR-0088,25.0,4.5,16.0,14.4,8.9,voltage,8.9
XFMR-030276,FDR-0088,75.0,0,31.6,47.0,34.0,voltage,34.0
XFMR-030277,FDR-0088,250.0,7.6,136.3,156.2,99.3,voltage,99.3
XFMR-030278,FDR-0088,15.0,411.5,10.3,0.0,0.0,voltage,0.0
XFMR-030279,FDR-0088,50.0,0,36.9,25.2,24.6,voltage,24.6
XFMR-030280,FDR-0088,500.0,0,397.3,283.6,200.2,voltage,200.2
XFMR-030281,FDR-0088,250.0,6.1,175.4,143.5,95.3,voltage,95.3
XFMR-030282,FDR-0088,75.0,4.1,29.7,49.5,32.0,voltage,32.0
XFMR-030283,FDR-0088,167.0,0,113.4,107.9,106.0,voltage,106.0
XFMR-030284,FDR-0088,100.0,0,38.2,62.7,44.7,voltage,44.7
XFMR-030285,FDR-0088,333.0,4.2,191.2,252.9,158.7,voltage,158.7
XFMR-030286,FDR-0088,15.0,0,8.6,10.3,6.0,voltage,6.0
XFMR-030287,FDR-0088,250.0,0,174.7,172.5,104.2,voltage,104.2
XFMR-030288,FDR-0088,100.0,11.9,34.9,61.0,39.9,voltage,39.9
XFMR-030289,FDR-0088,75.0,0,31.3,57.9,34.8,voltage,34.8
XFMR-030290,FDR-0088,10.0,6.5,6.1,4.1,1.3,voltage,1.3
XFMR-030291,FDR-0088,333.0,20.7,205.9,178.8,153.8,voltage,153.8
XFMR-030292,FDR-0088,100.0,11.4,41.6,67.3,41.3,voltage,41.3
XFMR-030293,FDR-0088,500.0,5.6,203.8,375.7,306.8,voltage,306.8
XFMR-030294,FDR-0088,100.0,0,77.4,71.1,38.6,voltage,38.6
XFMR-030295,FDR-0088,25.0,41.0,15.1,0.0,0.0,voltage,0.0
XFMR-030296,FDR-0088,500.0,0,241.4,374.4,247.3,voltage,247.3
XFMR-030297,FDR-0088,167.0,0,95.9,118.5,97.3,voltage,97.3
XFMR-030298,FDR-0088,100.0,3.8,30.1,85.0,70.0,voltage,70.0
XFMR-030299,FDR-0088,100.0,0,36.6,81.8,52.9,voltage,52.9
XFMR-030300,FDR-0088,25.0,0,15.0,16.5,10.3,voltage,10.3
XFMR-030301,FDR-0088,25.0,0,9.7,20.2,11.4,voltage,11.4
XFMR-030302,FDR-0088,10.0,52.0,3.5,0.0,0.0,voltage,0.0
XFMR-030303,FDR-0088,500.0,0,343.7,273.6,151.0,voltage,151.0
XFMR-030304,FDR-0088,50.0,18.6,27.0,29.2,18.2,voltage,18.2
XFMR-030305,FDR-0088,75.0,7.8,48.1,48.6,38.3,voltage,38.3
XFMR-030306,FDR-0088,37.5,6.7,13.8,22.5,13.4,voltage,13.4
XFMR-030307,FDR-0088,15.0,29.0,6.1,0.0,0.0,voltage,0.0
XFMR-030308,FDR-0088,167.0,472.3,51.0,0.0,0.0,voltage,0.0
XFMR-030309,FDR-0088,500.0,5.7,308.0,340.7,232.7,voltage,232.7
XFMR-030310,FDR-0088,75.0,0,31.4,57.9,45.3,voltage,45.3
XFMR-030311,FDR-0088,37.5,0,25.5,22.7,25.0,thermal,22.7
XFMR-030312,FDR-0088,75.0,0,32.8,46.1,42.3,voltage,42.3
XFMR-030313,FDR-0088,167.0,0,87.4,120.9,69.8,voltage,69.8
XFMR-030314,FDR-0088,50.0,10.3,30.2,22.8,14.1,voltage,14.1
XFMR-030315,FDR-0088,250.0,7.8,127.9,191.1,108.9,voltage,108.9
XFMR-030316,FDR-0088,333.0,0,172.6,211.5,119.5,voltage,119.5
XFMR-030317,FDR-0088,10.0,0,6.9,5.4,5.8,thermal,5.4
XFMR-030318,FDR-0088,167.0,15.8,119.4,96.9,83.7,voltage,83.7
XFMR-030319,FDR-0088,75.0,0,34.4,58.4,35.5,voltage,35.5
XFMR-030320,FDR-0088,500.0,6.5,243.4,395.6,204.7,voltage,204.7
XFMR-030321,FDR-0088,167.0,9.8,88.2,117.2,118.4,thermal,117.2
XFMR-030322,FDR-0088,50.0,0,19.8,30.4,26.0,voltage,26.0
XFMR-030323,FDR-0088,50.0,0,31.4,28.2,34.6,thermal,28.2
XFMR-030324,FDR-0088,250.0,4.6,168.1,185.2,134.6,voltage,134.6
XFMR-030325,FDR-0088,15.0,122.1,5.4,0.0,0.0,voltage,0.0
XFMR-030326,FDR-0088,25.0,11.6,15.4,12.7,2.1,voltage,2.1
XFMR-030327,FDR-0088,10.0,7.6,7.2,2.3,0.2,voltage,0.2
XFMR-030328,FDR-0088,167.0,10.7,111.5,83.1,74.2,voltage,74.2
XFMR-030329,FDR-0088,250.0,0,144.5,140.0,145.2,thermal,140.0
XFMR-030330,FDR-0088,37.5,86.6,16.0,0.0,0.0,voltage,0.0
XFMR-030331,FDR-0088,50.0,0,19.3,37.9,15.8,voltage,15.8
XFMR-030332,FDR-0088,167.0,0,63.9,136.1,86.6,voltage,86.6
XFMR-030333,FDR-0088,37.5,9.0,23.4,18.3,13.4,voltage,13.4
XFMR-030334,FDR-0088,75.0,0,36.5,42.8,46.2,thermal,42.8
