charger_id,customer_id,transformer_id,feeder_id,substation_id,latitude,longitude,charger_type,power_kw,connector,install_date,network,status
EV-013663,CUST-0172033,XFMR-026541,FDR-0079,SUB-017,33.448512,-111.929805,Level 2,11.5,J1772,2023-07-01,Blink,active
EV-013664,CUST-0172040,XFMR-026543,FDR-0079,SUB-017,33.448851,-111.929907,Level 1,1.4,NEMA 5-15,2023-10-01,private,active
EV-013665,CUST-0172044,XFMR-026543,FDR-0079,SUB-017,33.448764,-111.929658,Level 2,19.2,J1772,2022-03-01,ChargePoint,active
EV-013666,CUST-0172049,XFMR-026544,FDR-0079,SUB-017,33.448282,-111.929606,Level 2,11.5,J1772,2024-04-01,ChargePoint,active
EV-013667,CUST-0172057,XFMR-026545,FDR-0079,SUB-017,33.448689,-111.92938,Level 2,11.5,J1772,2019-07-01,EVgo,active
EV-013668,CUST-0172066,XFMR-026546,FDR-0079,SUB-017,33.448426,-111.929276,Level 2,7.7,J1772,2023-08-01,Blink,active
EV-013669,CUST-0172070,XFMR-026547,FDR-0079,SUB-017,33.448692,-111.929066,DCFC,50,CCS,2024-01-01,private,active
EV-013670,CUST-0172094,XFMR-026549,FDR-0079,SUB-017,33.448765,-111.928297,Level 2,19.2,J1772,2021-01-01,Electrify America,active
EV-013671,CUST-0172095,XFMR-026550,FDR-0079,SUB-017,33.44857,-111.928157,Level 2,7.7,J1772,2019-09-01,Electrify America,active
EV-013672,CUST-0172099,XFMR-026551,FDR-0079,SUB-017,33.448202,-111.927921,DCFC,150,CCS,2019-02-01,Electrify America,active
EV-013673,CUST-0172105,XFMR-026552,FDR-0079,SUB-017,33.448784,-111.928018,Level 2,7.7,J1772,2023-07-01,Electrify America,active
EV-013674,CUST-0172134,XFMR-026556,FDR-0079,SUB-017,33.448658,-111.927189,Level 2,19.2,J1772,2019-08-01,ChargePoint,active
EV-013675,CUST-0172171,XFMR-026562,FDR-0079,SUB-017,33.448423,-111.92536,Level 2,7.7,J1772,2022-01-01,ChargePoint,offline
EV-013676,CUST-0172175,XFMR-026563,FDR-0079,SUB-017,33.448027,-111.925033,DCFC,150,CCS,2024-04-01,Blink,active
EV-013677,CUST-0172194,XFMR-026565,FDR-0079,SUB-017,33.448095,-111.92493,Level 1,1.4,NEMA 5-15,2019-03-01,Blink,active
EV-013678,CUST-0172201,XFMR-026567,FDR-0079,SUB-017,33.448056,-111.924854,DCFC,50,CCS,2022-04-01,private,active
EV-013679,CUST-0172203,XFMR-026567,FDR-0079,SUB-017,33.448022,-111.924228,Level 2,11.5,J1772,2020-12-01,private,active
EV-013680,CUST-0172206,XFMR-026567,FDR-0079,SUB-017,33.448576,-111.924865,Level 2,19.2,J1772,2024-06-01,Electrify America,active
EV-013681,CUST-0172210,XFMR-026568,FDR-0079,SUB-017,33.44841,-111.924298,Level 2,11.5,J1772,2021-12-01,ChargePoint,active
EV-013682,CUST-0172216,XFMR-026568,FDR-0079,SUB-017,33.448505,-111.924683,Level 1,1.4,NEMA 5-15,2020-09-01,Electrify America,offline
EV-013683,CUST-0172222,XFMR-026569,FDR-0079,SUB-017,33.448066,-111.92371,DCFC,350,CCS,2020-07-01,Tesla,active
EV-013684,CUST-0172243,XFMR-026572,FDR-0079,SUB-017,33.44872,-111.923805,Level 1,1.4,NEMA 5-15,2021-07-01,Blink,active
EV-013685,CUST-0172258,XFMR-026573,FDR-0079,SUB-017,33.44832,-111.922969,DCFC,150,CCS,2024-09-01,EVgo,active
EV-013686,CUST-0172259,XFMR-026574,FDR-0079,SUB-017,33.448302,-111.923525,Level 1,1.4,NEMA 5-15,2022-12-01,Electrify America,active
EV-013687,CUST-0172263,XFMR-026575,FDR-0079,SUB-017,33.448682,-111.922578,Level 1,1.4,NEMA 5-15,2019-09-01,Blink,active
EV-013688,CUST-0172276,XFMR-026578,FDR-0079,SUB-017,33.448478,-111.922641,Level 2,11.5,J1772,2023-02-01,Electrify America,active
EV-013689,CUST-0172278,XFMR-026579,FDR-0079,SUB-017,33.448043,-111.922293,Level 2,11.5,J1772,2023-02-01,ChargePoint,active
EV-013690,CUST-0172307,XFMR-026583,FDR-0080,SUB-018,33.434028,-112.196029,Level 2,19.2,J1772,2021-11-01,EVgo,active
EV-013691,CUST-0172318,XFMR-026584,FDR-0080,SUB-018,33.434065,-112.196062,Level 2,11.5,J1772,2021-04-01,private,active
EV-013692,CUST-0172326,XFMR-026586,FDR-0080,SUB-018,33.433611,-112.196155,Level 2,7.7,J1772,2023-01-01,Electrify America,active
EV-013693,CUST-0172328,XFMR-026586,FDR-0080,SUB-018,33.433699,-112.196182,Level 2,7.7,J1772,2023-08-01,Tesla,active
EV-013694,CUST-0172347,XFMR-026590,FDR-0080,SUB-018,33.433523,-112.195852,Level 1,1.4,NEMA 5-15,2023-12-01,ChargePoint,active
EV-013695,CUST-0172348,XFMR-026590,FDR-0080,SUB-018,33.433631,-112.196105,Level 1,1.4,NEMA 5-15,2024-06-01,ChargePoint,active
EV-013696,CUST-0172355,XFMR-026591,FDR-0080,SUB-018,33.433746,-112.196441,Level 2,7.7,J1772,2023-04-01,Electrify America,active
EV-013697,CUST-0172378,XFMR-026595,FDR-0080,SUB-018,33.433779,-112.196562,Level 2,19.2,J1772,2019-07-01,Electrify America,active
EV-013698,CUST-0172391,XFMR-026596,FDR-0080,SUB-018,33.434252,-112.196727,Level 2,19.2,J1772,2021-04-01,Blink,active
EV-013699,CUST-0172392,XFMR-026596,FDR-0080,SUB-018,33.433727,-112.196527,DCFC,350,CCS,2021-03-01,ChargePoint,active
EV-013700,CUST-0172401,XFMR-026597,FDR-0080,SUB-018,33.433482,-112.196457,Level 2,7.7,J1772,2023-10-01,Electrify America,active
EV-013701,CUST-0172411,XFMR-026598,FDR-0080,SUB-018,33.433688,-112.197038,Level 1,1.4,NEMA 5-15,2021-04-01,Blink,active
EV-013702,CUST-0172420,XFMR-026599,FDR-0080,SUB-018,33.433818,-112.197016,DCFC,50,CCS,2024-07-01,EVgo,active
EV-013703,CUST-0172451,XFMR-026603,FDR-0080,SUB-018,33.433582,-112.197858,Level 2,19.2,J1772,2023-07-01,EVgo,active
EV-013704,CUST-0172487,XFMR-026609,FDR-0080,SUB-018,33.433606,-112.19783,Level 2,7.7,J1772,2024-11-01,Blink,active
EV-013705,CUST-0172489,XFMR-026610,FDR-0080,SUB-018,33.433559,-112.197925,Level 1,1.4,NEMA 5-15,2021-03-01,private,active
EV-013706,CUST-0172500,XFMR-026611,FDR-0080,SUB-018,33.433685,-112.198238,Level 2,11.5,J1772,2022-01-01,private,active
EV-013707,CUST-0172505,XFMR-026612,FDR-0080,SUB-018,33.434174,-112.198611,Level 2,7.7,J1772,2023-11-01,Electrify America,active
EV-013708,CUST-0172533,XFMR-026618,FDR-0080,SUB-018,33.434027,-112.19884,Level 2,19.2,J1772,2024-02-01,Blink,active
EV-013709,CUST-0172535,XFMR-026618,FDR-0080,SUB-018,33.433699,-112.198564,Level 2,7.7,J1772,2019-06-01,EVgo,active
EV-013710,CUST-0172549,XFMR-026621,FDR-0080,SUB-018,33.433721,-112.1985,Level 2,7.7,J1772,2020-11-01,Tesla,active
EV-013711,CUST-0172551,XFMR-026621,FDR-0080,SUB-018,33.43373,-112.199084,Level 1,1.4,NEMA 5-15,2021-02-01,Tesla,active
EV-013712,CUST-0172563,XFMR-026623,FDR-0080,SUB-018,33.433842,-112.199555,Level 2,19.2,J1772,2022-09-01,ChargePoint,active
EV-013713,CUST-0172568,XFMR-026624,FDR-0080,SUB-018,33.434167,-112.198956,Level 1,1.4,NEMA 5-15,2021-07-01,Electrify America,active
EV-013714,CUST-0172571,XFMR-026625,FDR-0080,SUB-018,33.434102,-112.19938,Level 2,19.2,J1772,2024-01-01,ChargePoint,active
EV-013715,CUST-0172577,XFMR-026626,FDR-0080,SUB-018,33.434112,-112.199552,Level 2,7.7,J1772,2024-02-01,EVgo,active
EV-013716,CUST-0172590,XFMR-026628,FDR-0080,SUB-018,33.433683,-112.199571,Level 1,1.4,NEMA 5-15,2021-04-01,Tesla,active
EV-013717,CUST-0172597,XFMR-026629,FDR-0080,SUB-018,33.433802,-112.199195,Level 2,11.5,J1772,2020-05-01,Blink,active
EV-013718,CUST-0172598,XFMR-026629,FDR-0080,SUB-018,33.43423,-112.199779,Level 2,19.2,J1772,2022-04-01,Blink,active
EV-013719,CUST-0172607,XFMR-026630,FDR-0080,SUB-018,33.434255,-112.199232,Level 2,7.7,J1772,2020-02-01,EVgo,active
EV-013720,CUST-0172613,XFMR-026631,FDR-0080,SUB-018,33.434135,-112.200024,Level 1,1.4,NEMA 5-15,2021-02-01,ChargePoint,active
EV-013721,CUST-0172646,XFMR-026637,FDR-0080,SUB-018,33.434136,-112.200074,Level 1,1.4,NEMA 5-15,2022-04-01,Electrify America,active
EV-013722,CUST-0172648,XFMR-026637,FDR-0080,SUB-018,33.433653,-112.199907,Level 1,1.4,NEMA 5-15,2020-08-01,Tesla,active
EV-013723,CUST-0172659,XFMR-026639,FDR-0080,SUB-018,33.434046,-112.200422,Level 2,7.7,J1772,2020-07-01,ChargePoint,active
EV-013724,CUST-0172676,XFMR-026642,FDR-0080,SUB-018,33.434142,-112.200625,Level 2,19.2,J1772,2022-02-01,Tesla,active
EV-013725,CUST-0172677,XFMR-026642,FDR-0080,SUB-018,33.434182,-112.201032,Level 2,11.5,J1772,2024-03-01,Electrify America,active
EV-013726,CUST-0172679,XFMR-026642,FDR-0080,SUB-018,33.434127,-112.200765,Level 2,7.7,J1772,2021-03-01,private,active
EV-013727,CUST-0172685,XFMR-026643,FDR-0080,SUB-018,33.433762,-112.20061,Level 2,11.5,J1772,2020-03-01,Tesla,active
EV-013728,CUST-0172688,XFMR-026643,FDR-0080,SUB-018,33.434241,-112.201011,Level 2,19.2,J1772,2021-12-01,Blink,active
EV-013729,CUST-0172698,XFMR-026645,FDR-0080,SUB-018,33.433565,-112.200577,DCFC,150,CCS,2020-06-01,ChargePoint,active
EV-013730,CUST-0172699,XFMR-026645,FDR-0080,SUB-018,33.433674,-112.200636,Level 2,7.7,J1772,2019-07-01,EVgo,active
EV-013731,CUST-0172704,XFMR-026646,FDR-0080,SUB-018,33.433962,-112.201427,Level 1,1.4,NEMA 5-15,2020-07-01,Electrify America,active
EV-013732,CUST-0172725,XFMR-026649,FDR-0080,SUB-018,33.434011,-112.201863,Level 2,19.2,J1772,2021-05-01,Tesla,active
EV-013733,CUST-0172737,XFMR-026650,FDR-0080,SUB-018,33.434312,-112.20123,Level 1,1.4,NEMA 5-15,2023-07-01,private,active
EV-013734,CUST-0172738,XFMR-026650,FDR-0080,SUB-018,33.433816,-112.201804,Level 2,11.5,J1772,2020-11-01,ChargePoint,active
EV-013735,CUST-0172764,XFMR-026654,FDR-0080,SUB-018,33.433906,-112.202294,Level 2,19.2,J1772,2024-12-01,Tesla,active
EV-013736,CUST-0172766,XFMR-026654,FDR-0080,SUB-018,33.434162,-112.201841,Level 2,11.5,J1772,2020-03-01,Blink,active
EV-013737,CUST-0172770,XFMR-026655,FDR-0080,SUB-018,33.433708,-112.201664,Level 2,7.7,J1772,2022-03-01,private,active
EV-013738,CUST-0172806,XFMR-026660,FDR-0080,SUB-018,33.433692,-112.202359,Level 2,19.2,J1772,2023-05-01,EVgo,active
EV-013739,CUST-0172833,XFMR-026663,FDR-0080,SUB-018,33.433721,-112.203021,Level 1,1.4,NEMA 5-15,2019-10-01,Blink,active
EV-013740,CUST-0172834,XFMR-026663,FDR-0080,SUB-018,33.434234,-112.202974,Level 1,1.4,NEMA 5-15,2023-01-01,Blink,active
EV-013741,CUST-0172846,XFMR-026664,FDR-0080,SUB-018,33.434221,-112.202927,Level 1,1.4,NEMA 5-15,2019-11-01,ChargePoint,active
EV-013742,CUST-0172870,XFMR-026669,FDR-0080,SUB-018,33.434033,-112.203113,Level 1,1.4,NEMA 5-15,2020-09-01,Tesla,active
EV-013743,CUST-0172879,XFMR-026670,FDR-0080,SUB-018,33.433641,-112.203358,Level 2,19.2,J1772,2019-10-01,Electrify America,active
EV-013744,CUST-0172880,XFMR-026670,FDR-0080,SUB-018,33.434084,-112.203371,Level 2,19.2,J1772,2023-10-01,private,active
EV-013745,CUST-0172883,XFMR-026670,FDR-0080,SUB-018,33.434263,-112.203082,Level 2,11.5,J1772,2023-02-01,private,active
EV-013746,CUST-0172909,XFMR-026675,FDR-0080,SUB-018,33.434271,-112.203894,Level 1,1.4,NEMA 5-15,2023-07-01,ChargePoint,active
EV-013747,CUST-0172910,XFMR-026675,FDR-0080,SUB-018,33.433835,-112.204035,Level 2,11.5,J1772,2020-03-01,private,active
EV-013748,CUST-0172925,XFMR-026677,FDR-0080,SUB-018,33.433889,-112.204256,Level 2,7.7,J1772,2024-03-01,EVgo,active
EV-013749,CUST-0172930,XFMR-026677,FDR-0080,SUB-018,33.43398,-112.204323,Level 2,11.5,J1772,2022-11-01,Tesla,active
EV-013750,CUST-0172941,XFMR-026678,FDR-0080,SUB-018,33.433493,-112.203863,Level 1,1.4,NEMA 5-15,2020-10-01,EVgo,active
EV-013751,CUST-0172964,XFMR-026681,FDR-0080,SUB-018,33.433741,-112.204476,Level 2,11.5,J1772,2024-02-01,private,active
EV-013752,CUST-0172996,XFMR-026686,FDR-0080,SUB-018,33.433792,-112.20452,Level 2,11.5,J1772,2019-08-01,EVgo,active
EV-013753,CUST-0173013,XFMR-026688,FDR-0080,SUB-018,33.433581,-112.204398,Level 1,1.4,NEMA 5-15,2023-05-01,ChargePoint,active
EV-013754,CUST-0173015,XFMR-026688,FDR-0080,SUB-018,33.433913,-112.204858,Level 2,19.2,J1772,2020-12-01,Blink,active
EV-013755,CUST-0173022,XFMR-026689,FDR-0080,SUB-018,33.433641,-112.204509,Level 1,1.4,NEMA 5-15,2024-09-01,private,active
EV-013756,CUST-0173024,XFMR-026689,FDR-0080,SUB-018,33.433922,-112.204452,Level 2,19.2,J1772,2024-04-01,Blink,active
EV-013757,CUST-0173030,XFMR-026691,FDR-0080,SUB-018,33.433856,-112.204671,Level 2,11.5,J1772,2020-10-01,Blink,active
EV-013758,CUST-0173032,XFMR-026691,FDR-0080,SUB-018,33.433764,-112.204524,Level 1,1.4,NEMA 5-15,2019-12-01,EVgo,active
EV-013759,CUST-0173035,XFMR-026691,FDR-0080,SUB-018,33.433709,-112.204978,Level 2,19.2,J1772,2019-07-01,Tesla,active
EV-013760,CUST-0173042,XFMR-026692,FDR-0080,SUB-018,33.434302,-112.20559,Level 2,19.2,J1772,2024-07-01,Tesla,active
EV-013761,CUST-0173043,XFMR-026692,FDR-0080,SUB-018,33.433751,-112.20483,Level 2,19.2,J1772,2021-11-01,ChargePoint,active
EV-013762,CUST-0173046,XFMR-026692,FDR-0080,SUB-018,33.433787,-112.204652,Level 2,19.2,J1772,2024-03-01,Tesla,active
EV-013763,CUST-0173079,XFMR-026700,FDR-0080,SUB-018,33.43409,-112.205393,Level 2,11.5,J1772,2022-05-01,Blink,active
EV-013764,CUST-0173091,XFMR-026701,FDR-0080,SUB-018,33.433495,-112.205443,Level 2,11.5,J1772,2020-03-01,ChargePoint,active
EV-013765,CUST-0173107,XFMR-026703,FDR-0080,SUB-018,33.433567,-112.206189,Level 1,1.4,NEMA 5-15,2023-04-01,Tesla,active
EV-013766,CUST-0173116,XFMR-026704,FDR-0080,SUB-018,33.433744,-112.206665,Level 2,7.7,J1772,2024-09-01,ChargePoint,active
EV-013767,CUST-0173118,XFMR-026704,FDR-0080,SUB-018,33.433821,-112.205743,Level 2,11.5,J1772,2024-04-01,EVgo,active
EV-013768,CUST-0173119,XFMR-026704,FDR-0080,SUB-018,33.434202,-112.206174,Level 1,1.4,NEMA 5-15,2021-06-01,ChargePoint,active
EV-013769,CUST-0173133,XFMR-026706,FDR-0080,SUB-018,33.433632,-112.206252,Level 2,11.5,J1772,2023-10-01,Electrify America,active
EV-013770,CUST-0173149,XFMR-026707,FDR-0080,SUB-018,33.434098,-112.206863,Level 2,11.5,J1772,2021-06-01,Electrify America,active
EV-013771,CUST-0173152,XFMR-026708,FDR-0080,SUB-018,33.434311,-112.206566,Level 1,1.4,NEMA 5-15,2019-02-01,ChargePoint,active
EV-013772,CUST-0173156,XFMR-026708,FDR-0080,SUB-018,33.434206,-112.206462,Level 2,19.2,J1772,2020-04-01,Blink,active
EV-013773,CUST-0173174,XFMR-026711,FDR-0080,SUB-018,33.434017,-112.206965,Level 2,7.7,J1772,2019-01-01,ChargePoint,active
EV-013774,CUST-0173185,XFMR-026713,FDR-0080,SUB-018,33.433523,-112.20703,Level 1,1.4,NEMA 5-15,2020-04-01,ChargePoint,active
EV-013775,CUST-0173218,XFMR-026716,FDR-0080,SUB-018,33.433716,-112.207001,Level 1,1.4,NEMA 5-15,2021-06-01,Tesla,active
EV-013776,CUST-0173238,XFMR-026719,FDR-0080,SUB-018,33.434114,-112.207124,Level 2,7.7,J1772,2021-03-01,private,active
EV-013777,CUST-0173241,XFMR-026719,FDR-0080,SUB-018,33.433961,-112.207708,Level 2,19.2,J1772,2020-04-01,Tesla,active
EV-013778,CUST-0173247,XFMR-026720,FDR-0080,SUB-018,33.434324,-112.207799,Level 2,7.7,J1772,2022-06-01,Electrify America,offline
EV-013779,CUST-0173252,XFMR-026721,FDR-0080,SUB-018,33.433578,-112.207767,Level 2,11.5,J1772,2023-12-01,Electrify America,active
EV-013780,CUST-0173253,XFMR-026721,FDR-0080,SUB-018,33.43347,-112.207652,Level 2,19.2,J1772,2023-01-01,EVgo,active
EV-013781,CUST-0173264,XFMR-026722,FDR-0080,SUB-018,33.433957,-112.207657,Level 2,7.7,J1772,2022-02-01,ChargePoint,active
EV-013782,CUST-0173273,XFMR-026722,FDR-0080,SUB-018,33.43407,-112.207341,Level 2,11.5,J1772,2021-06-01,Electrify America,active
EV-013783,CUST-0173300,XFMR-026728,FDR-0080,SUB-018,33.434065,-112.208321,Level 2,19.2,J1772,2021-12-01,EVgo,active
EV-013784,CUST-0173336,XFMR-026732,FDR-0080,SUB-018,33.434351,-112.208912,Level 2,11.5,J1772,2022-02-01,Tesla,active
EV-013785,CUST-0173340,XFMR-026732,FDR-0080,SUB-018,33.434281,-112.208596,Level 2,7.7,J1772,2020-12-01,private,active
EV-013786,CUST-0173343,XFMR-026732,FDR-0080,SUB-018,33.434204,-112.208115,Level 2,19.2,J1772,2024-01-01,Electrify America,active
EV-013787,CUST-0173348,XFMR-026733,FDR-0080,SUB-018,33.434306,-112.209071,Level 2,7.7,J1772,2023-05-01,Blink,active
EV-013788,CUST-0173351,XFMR-026733,FDR-0080,SUB-018,33.433779,-112.208415,Level 2,19.2,J1772,2024-03-01,Tesla,active
EV-013789,CUST-0173366,XFMR-026735,FDR-0080,SUB-018,33.433739,-112.208611,Level 1,1.4,NEMA 5-15,2021-02-01,Blink,active
EV-013790,CUST-0173367,XFMR-026736,FDR-0080,SUB-018,33.433593,-112.209063,Level 2,11.5,J1772,2024-04-01,Electrify America,active
EV-013791,CUST-0173378,XFMR-026737,FDR-0080,SUB-018,33.433809,-112.209011,Level 2,11.5,J1772,2021-07-01,EVgo,active
EV-013792,CUST-0173386,XFMR-026738,FDR-0080,SUB-018,33.434002,-112.209182,Level 2,7.7,J1772,2024-02-01,Blink,active
EV-013793,CUST-0173387,XFMR-026739,FDR-0080,SUB-018,33.433869,-112.209153,Level 2,19.2,J1772,2024-10-01,private,active
EV-013794,CUST-0173389,XFMR-026739,FDR-0080,SUB-018,33.433768,-112.20948,Level 2,11.5,J1772,2020-08-01,ChargePoint,active
EV-013795,CUST-0173418,XFMR-026743,FDR-0080,SUB-018,33.434123,-112.209758,Level 2,19.2,J1772,2019-10-01,ChargePoint,active
EV-013796,CUST-0173421,XFMR-026744,FDR-0080,SUB-018,33.433907,-112.209597,Level 2,19.2,J1772,2024-09-01,private,active
EV-013797,CUST-0173422,XFMR-026744,FDR-0080,SUB-018,33.433834,-112.209713,DCFC,50,CCS,2024-05-01,EVgo,active
EV-013798,CUST-0173441,XFMR-026747,FDR-0080,SUB-018,33.434276,-112.209717,Level 2,19.2,J1772,2024-05-01,EVgo,active
EV-013799,CUST-0173445,XFMR-026747,FDR-0080,SUB-018,33.433882,-112.210003,DCFC,150,CCS,2024-03-01,ChargePoint,active
EV-013800,CUST-0173446,XFMR-026747,FDR-0080,SUB-018,33.434196,-112.209929,Level 2,7.7,J1772,2024-01-01,private,active
EV-013801,CUST-0173458,XFMR-026749,FDR-0080,SUB-018,33.434177,-112.210089,Level 2,19.2,J1772,2024-07-01,Blink,active
EV-013802,CUST-0173459,XFMR-026749,FDR-0080,SUB-018,33.433756,-112.210279,Level 2,19.2,J1772,2022-03-01,private,active
EV-013803,CUST-0173463,XFMR-026749,FDR-0080,SUB-018,33.433754,-112.210406,Level 2,7.7,J1772,2020-07-01,EVgo,active
EV-013804,CUST-0173481,XFMR-026753,FDR-0080,SUB-018,33.433537,-112.210354,Level 2,7.7,J1772,2020-10-01,Blink,active
EV-013805,CUST-0173483,XFMR-026753,FDR-0080,SUB-018,33.433554,-112.210061,Level 1,1.4,NEMA 5-15,2019-03-01,Tesla,active
EV-013806,CUST-0173485,XFMR-026754,FDR-0080,SUB-018,33.433545,-112.210314,DCFC,50,CCS,2024-12-01,ChargePoint,active
EV-013807,CUST-0173488,XFMR-026754,FDR-0080,SUB-018,33.433681,-112.209998,Level 2,19.2,J1772,2024-08-01,private,active
EV-013808,CUST-0173518,XFMR-026759,FDR-0080,SUB-018,33.433956,-112.211185,Level 2,7.7,J1772,2019-09-01,EVgo,active
EV-013809,CUST-0173519,XFMR-026759,FDR-0080,SUB-018,33.433944,-112.210554,Level 2,19.2,J1772,2022-06-01,Blink,active
EV-013810,CUST-0173527,XFMR-026760,FDR-0080,SUB-018,33.43425,-112.211014,Level 2,7.7,J1772,2021-06-01,ChargePoint,active
EV-013811,CUST-0173569,XFMR-026766,FDR-0080,SUB-018,33.434261,-112.211532,Level 2,19.2,J1772,2024-09-01,Electrify America,active
EV-013812,CUST-0173572,XFMR-026766,FDR-0080,SUB-018,33.433809,-112.211122,Level 1,1.4,NEMA 5-15,2022-09-01,Blink,active
EV-013813,CUST-0173586,XFMR-026768,FDR-0080,SUB-018,33.433733,-112.212042,Level 2,11.5,J1772,2020-07-01,private,active
EV-013814,CUST-0173603,XFMR-026771,FDR-0080,SUB-018,33.434143,-112.211468,Level 2,11.5,J1772,2022-09-01,Electrify America,active
EV-013815,CUST-0173619,XFMR-026774,FDR-0080,SUB-018,33.434233,-112.212203,Level 2,7.7,J1772,2024-08-01,private,active
EV-013816,CUST-0173623,XFMR-026774,FDR-0080,SUB-018,33.433668,-112.212557,Level 1,1.4,NEMA 5-15,2024-11-01,EVgo,active
EV-013817,CUST-0173626,XFMR-026775,FDR-0080,SUB-018,33.433521,-112.211863,Level 2,11.5,J1772,2024-10-01,ChargePoint,active
EV-013818,CUST-0173638,XFMR-026776,FDR-0080,SUB-018,33.433558,-112.212638,Level 1,1.4,NEMA 5-15,2019-07-01,Tesla,active
EV-013819,CUST-0173656,XFMR-026779,FDR-0080,SUB-018,33.43416,-112.212857,Level 2,11.5,J1772,2023-06-01,Tesla,active
EV-013820,CUST-0173659,XFMR-026779,FDR-0080,SUB-018,33.433659,-112.212873,Level 2,19.2,J1772,2019-12-01,EVgo,active
EV-013821,CUST-0173683,XFMR-026782,FDR-0080,SUB-018,33.434113,-112.212735,Level 2,19.2,J1772,2021-12-01,Electrify America,active
EV-013822,CUST-0173693,XFMR-026783,FDR-0080,SUB-018,33.434046,-112.213007,Level 2,11.5,J1772,2020-07-01,ChargePoint,active
EV-013823,CUST-0173706,XFMR-026785,FDR-0080,SUB-018,33.43405,-112.213449,Level 2,19.2,J1772,2020-07-01,ChargePoint,active
EV-013824,CUST-0173728,XFMR-026789,FDR-0080,SUB-018,33.433516,-112.213372,Level 2,19.2,J1772,2020-03-01,EVgo,offline
EV-013825,CUST-0173734,XFMR-026791,FDR-0080,SUB-018,33.433584,-112.213556,DCFC,50,CCS,2020-04-01,EVgo,active
EV-013826,CUST-0173739,XFMR-026791,FDR-0080,SUB-018,33.434143,-112.213335,Level 2,11.5,J1772,2024-08-01,Tesla,active
EV-013827,CUST-0173740,XFMR-026791,FDR-0080,SUB-018,33.433633,-112.213732,Level 1,1.4,NEMA 5-15,2021-03-01,Tesla,active
EV-013828,CUST-0173744,XFMR-026792,FDR-0080,SUB-018,33.434131,-112.213917,Level 2,19.2,J1772,2020-06-01,EVgo,active
EV-013829,CUST-0173745,XFMR-026792,FDR-0080,SUB-018,33.43368,-112.213913,Level 2,19.2,J1772,2022-09-01,Electrify America,active
EV-013830,CUST-0173753,XFMR-026794,FDR-0080,SUB-018,33.434053,-112.213858,Level 2,11.5,J1772,2021-02-01,private,active
EV-013831,CUST-0173756,XFMR-026794,FDR-0080,SUB-018,33.433552,-112.213506,Level 1,1.4,NEMA 5-15,2022-02-01,Blink,active
EV-013832,CUST-0173767,XFMR-026795,FDR-0080,SUB-018,33.434134,-112.213827,Level 2,19.2,J1772,2020-11-01,ChargePoint,active
EV-013833,CUST-0173777,XFMR-026798,FDR-0080,SUB-018,33.434014,-112.214587,Level 2,7.7,J1772,2024-04-01,EVgo,active
EV-013834,CUST-0173786,XFMR-026799,FDR-0080,SUB-018,33.434047,-112.214463,Level 2,7.7,J1772,2022-04-01,Tesla,active
EV-013835,CUST-0173825,XFMR-026806,FDR-0080,SUB-018,33.433928,-112.214595,Level 2,11.5,J1772,2021-02-01,EVgo,active
EV-013836,CUST-0173875,XFMR-026815,FDR-0080,SUB-018,33.434159,-112.215306,Level 2,7.7,J1772,2019-07-01,Blink,active
EV-013837,CUST-0173888,XFMR-026817,FDR-0080,SUB-018,33.433782,-112.21566,Level 1,1.4,NEMA 5-15,2024-10-01,EVgo,active
EV-013838,CUST-0173899,XFMR-026818,FDR-0080,SUB-018,33.433761,-112.216003,Level 2,7.7,J1772,2021-06-01,Blink,active
EV-013839,CUST-0173914,XFMR-026819,FDR-0080,SUB-018,33.433568,-112.216353,Level 2,19.2,J1772,2019-08-01,EVgo,active
EV-013840,CUST-0173916,XFMR-026819,FDR-0080,SUB-018,33.433982,-112.216496,DCFC,350,CCS,2022-01-01,Electrify America,active
EV-013841,CUST-0173933,XFMR-026822,FDR-0080,SUB-018,33.434117,-112.216033,DCFC,350,CCS,2022-12-01,Tesla,active
EV-013842,CUST-0173963,XFMR-026825,FDR-0080,SUB-018,33.433831,-112.216929,Level 2,7.7,J1772,2023-10-01,EVgo,active
EV-013843,CUST-0173977,XFMR-026828,FDR-0080,SUB-018,33.433669,-112.217218,Level 2,7.7,J1772,2023-08-01,Tesla,active
EV-013844,CUST-0173978,XFMR-026828,FDR-0080,SUB-018,33.434121,-112.216565,Level 2,7.7,J1772,2021-04-01,Electrify America,active
EV-013845,CUST-0173979,XFMR-026828,FDR-0080,SUB-018,33.433981,-112.216473,Level 2,7.7,J1772,2019-08-01,private,active
EV-013846,CUST-0173981,XFMR-026828,FDR-0080,SUB-018,33.433613,-112.216694,Level 1,1.4,NEMA 5-15,2020-08-01,EVgo,active
EV-013847,CUST-0173983,XFMR-026828,FDR-0080,SUB-018,33.434086,-112.217143,Level 1,1.4,NEMA 5-15,2019-09-01,Electrify America,active
EV-013848,CUST-0174011,XFMR-026832,FDR-0080,SUB-018,33.434262,-112.217618,Level 2,19.2,J1772,2020-02-01,Blink,active
EV-013849,CUST-0174019,XFMR-026833,FDR-0080,SUB-018,33.433617,-112.217282,Level 2,11.5,J1772,2019-04-01,ChargePoint,active
EV-013850,CUST-0174039,XFMR-026836,FDR-0080,SUB-018,33.434121,-112.217577,Level 2,7.7,J1772,2021-01-01,ChargePoint,active
