feeder_id,timestamp,load_mw,load_mvar,voltage_pu,power_factor
FDR-0042,2024-01-19 01:00,4.796,2.576,0.954,0.881
FDR-0042,2024-01-19 02:00,5.069,2.25,1.0447,0.914
FDR-0042,2024-01-19 03:00,5.495,2.39,1.0494,0.917
FDR-0042,2024-01-19 04:00,5.236,2.278,1.0419,0.917
FDR-0042,2024-01-19 05:00,4.608,1.29,1.0301,0.963
FDR-0042,2024-01-19 06:00,4.946,2.325,1.0388,0.905
FDR-0042,2024-01-19 07:00,6.031,1.564,0.9924,0.968
FDR-0042,2024-01-19 08:00,6.362,1.48,1.022,0.974
FDR-0042,2024-01-19 09:00,7.947,3.191,0.9974,0.928
FDR-0042,2024-01-19 10:00,8.199,1.907,1.0161,0.974
FDR-0042,2024-01-19 11:00,9.082,2.649,0.9979,0.96
FDR-0042,2024-01-19 12:00,8.72,4.443,0.9554,0.891
FDR-0042,2024-01-19 13:00,8.683,2.06,1.0225,0.973
FDR-0042,2024-01-19 14:00,7.768,2.111,1.0254,0.965
FDR-0042,2024-01-19 15:00,8.183,2.19,0.953,0.966
FDR-0042,2024-01-19 16:00,9.434,2.525,1.0006,0.966
FDR-0042,2024-01-19 17:00,10.028,4.392,1.0241,0.916
FDR-0042,2024-01-19 18:00,10.444,2.279,0.9715,0.977
FDR-0042,2024-01-19 19:00,8.7,3.989,0.9897,0.909
FDR-0042,2024-01-19 20:00,6.778,2.742,0.9593,0.927
FDR-0042,2024-01-19 21:00,6.653,2.139,0.9602,0.952
FDR-0042,2024-01-19 22:00,6.814,2.518,1.0301,0.938
FDR-0042,2024-01-19 23:00,6.03,2.747,1.0476,0.91
FDR-0042,2024-01-20 00:00,3.739,1.811,1.0246,0.9
FDR-0042,2024-01-20 01:00,4.463,2.372,1.003,0.883
FDR-0042,2024-01-20 02:00,4.089,2.084,0.9502,0.891
FDR-0042,2024-01-20 03:00,4.329,0.923,1.0387,0.978
FDR-0042,2024-01-20 04:00,3.995,2.145,1.0474,0.881
FDR-0042,2024-01-20 05:00,3.825,1.257,0.9976,0.95
FDR-0042,2024-01-20 06:00,4.688,2.025,0.9909,0.918
FDR-0042,2024-01-20 07:00,4.879,2.62,0.9616,0.881
FDR-0042,2024-01-20 08:00,6.052,3.05,0.9765,0.893
FDR-0042,2024-01-20 09:00,6.427,1.799,1.003,0.963
FDR-0042,2024-01-20 10:00,6.76,2.198,1.0499,0.951
FDR-0042,2024-01-20 11:00,7.52,3.727,0.9516,0.896
FDR-0042,2024-01-20 12:00,7.181,3.376,1.0272,0.905
FDR-0042,2024-01-20 13:00,7.503,3.036,1.0351,0.927
FDR-0042,2024-01-20 14:00,6.951,2.769,1.0071,0.929
FDR-0042,2024-01-20 15:00,6.535,2.724,0.975,0.923
FDR-0042,2024-01-20 16:00,7.476,3.578,0.9927,0.902
FDR-0042,2024-01-20 17:00,8.691,3.038,1.0291,0.944
FDR-0042,2024-01-20 18:00,8.968,4.669,0.9948,0.887
FDR-0042,2024-01-20 19:00,8.457,4.565,1.0404,0.88
FDR-0042,2024-01-20 20:00,6.509,2.162,0.9565,0.949
FDR-0042,2024-01-20 21:00,5.425,2.376,0.9512,0.916
FDR-0042,2024-01-20 22:00,5.868,2.051,1.0235,0.944
FDR-0042,2024-01-20 23:00,5.547,2.733,1.0432,0.897
FDR-0042,2024-01-21 00:00,3.86,1.837,1.0044,0.903
FDR-0042,2024-01-21 01:00,4.095,1.13,0.9858,0.964
FDR-0042,2024-01-21 02:00,4.591,1.089,1.0477,0.973
FDR-0042,2024-01-21 03:00,4.324,2.057,0.991,0.903
FDR-0042,2024-01-21 04:00,4.42,1.515,1.001,0.946
FDR-0042,2024-01-21 05:00,4.286,1.707,0.953,0.929
FDR-0042,2024-01-21 06:00,4.513,1.435,0.9517,0.953
FDR-0042,2024-01-21 07:00,4.943,1.461,0.9695,0.959
FDR-0042,2024-01-21 08:00,5.504,2.411,1.0237,0.916
FDR-0042,2024-01-21 09:00,6.627,2.316,1.0366,0.944
FDR-0042,2024-01-21 10:00,7.024,3.676,1.0093,0.886
FDR-0042,2024-01-21 11:00,7.139,3.795,0.9823,0.883
FDR-0042,2024-01-21 12:00,7.816,3.235,1.0196,0.924
FDR-0042,2024-01-21 13:00,7.246,3.611,0.9834,0.895
FDR-0042,2024-01-21 14:00,6.749,3.514,1.0185,0.887
FDR-0042,2024-01-21 15:00,6.98,2.867,1.0219,0.925
FDR-0042,2024-01-21 16:00,7.673,4.079,1.0348,0.883
FDR-0042,2024-01-21 17:00,9.322,1.941,1.041,0.979
FDR-0042,2024-01-21 18:00,8.92,1.947,0.9624,0.977
FDR-0042,2024-01-21 19:00,8.061,1.679,0.9897,0.979
FDR-0042,2024-01-21 20:00,6.334,1.382,0.9885,0.977
FDR-0042,2024-01-21 21:00,5.334,1.265,0.9972,0.973
FDR-0042,2024-01-21 22:00,5.643,2.159,1.03,0.934
FDR-0042,2024-01-21 23:00,5.099,2.218,0.9556,0.917
FDR-0042,2024-04-15 00:00,3.684,1.805,0.9952,0.898
FDR-0042,2024-04-15 01:00,4.445,0.992,1.0122,0.976
FDR-0042,2024-04-15 02:00,4.271,2.02,0.9667,0.904
FDR-0042,2024-04-15 03:00,4.6,1.875,0.9885,0.926
FDR-0042,2024-04-15 04:00,4.262,0.951,0.9882,0.976
FDR-0042,2024-04-15 05:00,4.239,2.089,1.018,0.897
FDR-0042,2024-04-15 06:00,4.722,1.501,1.0359,0.953
FDR-0042,2024-04-15 07:00,5.202,1.691,0.9605,0.951
FDR-0042,2024-04-15 08:00,5.855,1.662,0.9993,0.962
FDR-0042,2024-04-15 09:00,6.343,1.415,1.0305,0.976
FDR-0042,2024-04-15 10:00,6.985,3.283,1.0447,0.905
FDR-0042,2024-04-15 11:00,6.831,3.211,0.9919,0.905
FDR-0042,2024-04-15 12:00,8.093,1.806,1.0445,0.976
FDR-0042,2024-04-15 13:00,7.942,3.359,0.9537,0.921
FDR-0042,2024-04-15 14:00,6.628,3.559,0.9897,0.881
FDR-0042,2024-04-15 15:00,7.2,2.823,1.0323,0.931
FDR-0042,2024-04-15 16:00,7.614,3.128,1.0281,0.925
FDR-0042,2024-04-15 17:00,8.638,2.165,1.0211,0.97
FDR-0042,2024-04-15 18:00,8.833,3.117,1.0106,0.943
FDR-0042,2024-04-15 19:00,7.667,3.604,0.9686,0.905
FDR-0042,2024-04-15 20:00,6.096,1.871,1.0313,0.956
FDR-0042,2024-04-15 21:00,6.226,2.818,1.0466,0.911
FDR-0042,2024-04-15 22:00,5.286,1.325,0.9816,0.97
FDR-0042,2024-04-15 23:00,5.012,2.54,1.0271,0.892
FDR-0042,2024-04-16 00:00,4.163,1.043,0.9949,0.97
FDR-0042,2024-04-16 01:00,4.262,1.698,0.9792,0.929
FDR-0042,2024-04-16 02:00,4.266,1.59,1.0451,0.937
FDR-0042,2024-04-16 03:00,4.209,1.831,1.0406,0.917
FDR-0042,2024-04-16 04:00,4.393,2.311,1.0356,0.885
FDR-0042,2024-04-16 05:00,4.013,1.389,1.0197,0.945
FDR-0042,2024-04-16 06:00,4.551,2.073,1.0474,0.91
FDR-0042,2024-04-16 07:00,4.785,1.044,0.9656,0.977
FDR-0042,2024-04-16 08:00,5.968,2.264,1.0314,0.935
FDR-0042,2024-04-16 09:00,6.87,3.288,0.9824,0.902
FDR-0042,2024-04-16 10:00,6.913,3.19,0.9916,0.908
FDR-0042,2024-04-16 11:00,7.102,3.004,0.9519,0.921
FDR-0042,2024-04-16 12:00,7.727,3.851,0.9938,0.895
FDR-0042,2024-04-16 13:00,7.328,1.9,0.9725,0.968
FDR-0042,2024-04-16 14:00,7.591,3.783,1.0376,0.895
FDR-0042,2024-04-16 15:00,7.082,2.475,0.9544,0.944
FDR-0042,2024-04-16 16:00,8.172,4.366,1.0237,0.882
FDR-0042,2024-04-16 17:00,9.175,3.797,0.9945,0.924
FDR-0042,2024-04-16 18:00,8.067,1.838,1.0074,0.975
FDR-0042,2024-04-16 19:00,7.607,3.834,0.9915,0.893
FDR-0042,2024-04-16 20:00,6.293,2.976,0.9995,0.904
FDR-0042,2024-04-16 21:00,5.579,1.516,0.9987,0.965
FDR-0042,2024-04-16 22:00,5.511,1.475,1.0208,0.966
FDR-0042,2024-04-16 23:00,5.228,1.791,1.0439,0.946
FDR-0042,2024-04-17 00:00,3.856,1.183,1.0439,0.956
FDR-0042,2024-04-17 01:00,3.871,1.518,1.0298,0.931
FDR-0042,2024-04-17 02:00,4.073,2.109,1.006,0.888
FDR-0042,2024-04-17 03:00,4.332,1.159,1.0389,0.966
FDR-0042,2024-04-17 04:00,4.593,0.98,1.0153,0.978
FDR-0042,2024-04-17 05:00,4.458,1.677,1.0113,0.936
FDR-0042,2024-04-17 06:00,4.514,2.057,0.9726,0.91
FDR-0042,2024-04-17 07:00,5.318,2.454,1.0138,0.908
FDR-0042,2024-04-17 08:00,6.186,2.406,1.032,0.932
FDR-0042,2024-04-17 09:00,7.098,3.538,1.0081,0.895
FDR-0042,2024-04-17 10:00,7.185,3.561,0.9855,0.896
FDR-0042,2024-04-17 11:00,6.818,3.455,1.0471,0.892
FDR-0042,2024-04-17 12:00,7.356,2.79,1.0002,0.935
FDR-0042,2024-04-17 13:00,7.465,1.871,1.0346,0.97
FDR-0042,2024-04-17 14:00,6.821,2.631,0.9867,0.933
FDR-0042,2024-04-17 15:00,7.4,3.893,1.0048,0.885
FDR-0042,2024-04-17 16:00,8.412,2.94,0.9581,0.944
FDR-0042,2024-04-17 17:00,8.699,4.624,0.9891,0.883
FDR-0042,2024-04-17 18:00,8.655,4.019,1.0095,0.907
FDR-0042,2024-04-17 19:00,7.65,3.485,1.0418,0.91
FDR-0042,2024-04-17 20:00,5.757,2.504,1.0396,0.917
FDR-0042,2024-04-17 21:00,6.295,3.013,0.9978,0.902
FDR-0042,2024-04-17 22:00,5.673,2.365,1.0099,0.923
FDR-0042,2024-04-17 23:00,5.108,2.617,1.0109,0.89
FDR-0042,2024-04-18 00:00,3.747,2.012,0.9709,0.881
FDR-0042,2024-04-18 01:00,3.872,1.481,1.021,0.934
FDR-0042,2024-04-18 02:00,4.156,1.669,1.0147,0.928
FDR-0042,2024-04-18 03:00,4.409,1.6,0.9613,0.94
FDR-0042,2024-04-18 04:00,4.477,1.839,0.9944,0.925
FDR-0042,2024-04-18 05:00,4.479,1.64,1.0185,0.939
FDR-0042,2024-04-18 06:00,4.098,1.288,0.9776,0.954
FDR-0042,2024-04-18 07:00,5.069,2.19,1.0106,0.918
FDR-0042,2024-04-18 08:00,6.158,2.806,1.0015,0.91
FDR-0042,2024-04-18 09:00,6.581,1.97,1.0166,0.958
FDR-0042,2024-04-18 10:00,6.801,3.158,1.0188,0.907
FDR-0042,2024-04-18 11:00,7.214,1.539,0.9655,0.978
FDR-0042,2024-04-18 12:00,8.056,1.678,1.0279,0.979
FDR-0042,2024-04-18 13:00,7.537,2.423,1.0263,0.952
FDR-0042,2024-04-18 14:00,7.256,2.28,0.9784,0.954
FDR-0042,2024-04-18 15:00,6.875,2.161,1.0005,0.954
FDR-0042,2024-04-18 16:00,8.099,3.523,1.0185,0.917
FDR-0042,2024-04-18 17:00,8.5,4.213,1.0006,0.896
FDR-0042,2024-04-18 18:00,8.16,2.653,0.9606,0.951
FDR-0042,2024-04-18 19:00,8.52,3.064,0.9555,0.941
FDR-0042,2024-04-18 20:00,6.363,2.899,0.9798,0.91
FDR-0042,2024-04-18 21:00,5.942,2.945,1.0187,0.896
FDR-0042,2024-04-18 22:00,5.781,2.93,0.9753,0.892
FDR-0042,2024-04-18 23:00,5.295,1.482,1.0272,0.963
FDR-0042,2024-04-19 00:00,3.787,0.827,0.9914,0.977
FDR-0042,2024-04-19 01:00,4.352,1.2,0.9551,0.964
FDR-0042,2024-04-19 02:00,4.158,1.096,1.0261,0.967
FDR-0042,2024-04-19 03:00,4.365,1.419,1.01,0.951
FDR-0042,2024-04-19 04:00,4.313,1.136,1.0049,0.967
FDR-0042,2024-04-19 05:00,3.927,1.708,1.0017,0.917
FDR-0042,2024-04-19 06:00,4.312,2.052,0.9896,0.903
FDR-0042,2024-04-19 07:00,4.832,1.031,0.9542,0.978
FDR-0042,2024-04-19 08:00,6.111,3.08,1.0006,0.893
FDR-0042,2024-04-19 09:00,6.236,2.222,0.9661,0.942
FDR-0042,2024-04-19 10:00,7.085,1.713,1.028,0.972
FDR-0042,2024-04-19 11:00,6.92,2.757,0.9939,0.929
FDR-0042,2024-04-19 12:00,7.557,2.175,1.0087,0.961
FDR-0042,2024-04-19 13:00,7.341,3.72,0.9903,0.892
FDR-0042,2024-04-19 14:00,6.515,3.155,0.9846,0.9
FDR-0042,2024-04-19 15:00,7.309,3.394,1.0262,0.907
FDR-0042,2024-04-19 16:00,8.582,4.538,0.95,0.884
FDR-0042,2024-04-19 17:00,8.104,3.669,1.0438,0.911
FDR-0042,2024-04-19 18:00,8.093,3.988,1.0407,0.897
FDR-0042,2024-04-19 19:00,7.812,2.65,0.9985,0.947
FDR-0042,2024-04-19 20:00,6.242,1.984,1.0357,0.953
FDR-0042,2024-04-19 21:00,5.72,2.402,1.0483,0.922
FDR-0042,2024-04-19 22:00,5.785,2.002,0.9969,0.945
FDR-0042,2024-04-19 23:00,5.196,1.279,1.0157,0.971
FDR-0042,2024-04-20 00:00,3.369,1.809,0.9708,0.881
FDR-0042,2024-04-20 01:00,3.484,1.069,0.9915,0.956
FDR-0042,2024-04-20 02:00,3.456,1.799,1.0355,0.887
FDR-0042,2024-04-20 03:00,3.723,1.696,1.0044,0.91
FDR-0042,2024-04-20 04:00,3.755,1.6,1.0208,0.92
FDR-0042,2024-04-20 05:00,3.72,1.435,0.9972,0.933
FDR-0042,2024-04-20 06:00,3.843,0.98,0.9814,0.969
FDR-0042,2024-04-20 07:00,4.275,1.126,0.9608,0.967
FDR-0042,2024-04-20 08:00,4.748,2.472,0.9906,0.887
FDR-0042,2024-04-20 09:00,5.657,1.859,0.9774,0.95
FDR-0042,2024-04-20 10:00,5.9,1.288,1.0181,0.977
FDR-0042,2024-04-20 11:00,6.321,1.665,1.0237,0.967
FDR-0042,2024-04-20 12:00,6.087,2.611,0.9642,0.919
FDR-0042,2024-04-20 13:00,5.948,1.269,1.021,0.978
FDR-0042,2024-04-20 14:00,5.673,1.741,1.0408,0.956
FDR-0042,2024-04-20 15:00,5.708,2.65,1.0314,0.907
FDR-0042,2024-04-20 16:00,7.161,3.826,1.0102,0.882
FDR-0042,2024-04-20 17:00,7.775,4.133,0.9983,0.883
FDR-0042,2024-04-20 18:00,7.072,2.299,1.0369,0.951
FDR-0042,2024-04-20 19:00,7.271,1.976,1.0311,0.965
FDR-0042,2024-04-20 20:00,5.643,2.828,1.0456,0.894
FDR-0042,2024-04-20 21:00,5.192,1.514,1.0097,0.96
FDR-0042,2024-04-20 22:00,4.664,2.338,1.044,0.894
FDR-0042,2024-04-20 23:00,4.365,1.976,0.9525,0.911
FDR-0042,2024-04-21 00:00,3.516,1.356,0.9919,0.933
FDR-0042,2024-04-21 01:00,3.828,1.631,1.0076,0.92
FDR-0042,2024-04-21 02:00,3.517,1.743,0.995,0.896
FDR-0042,2024-04-21 03:00,4.038,2.069,1.0062,0.89
FDR-0042,2024-04-21 04:00,3.584,1.203,0.9801,0.948
FDR-0042,2024-04-21 05:00,3.728,1.763,0.9576,0.904
FDR-0042,2024-04-21 06:00,3.828,1.087,1.002,0.962
FDR-0042,2024-04-21 07:00,4.332,2.036,0.9833,0.905
FDR-0042,2024-04-21 08:00,5.241,2.8,1.0457,0.882
FDR-0042,2024-04-21 09:00,5.478,2.715,0.9942,0.896
FDR-0042,2024-04-21 10:00,6.018,2.88,0.9815,0.902
FDR-0042,2024-04-21 11:00,5.883,2.715,0.9902,0.908
FDR-0042,2024-04-21 12:00,6.314,2.986,0.9846,0.904
FDR-0042,2024-04-21 13:00,6.154,1.313,1.0267,0.978
FDR-0042,2024-04-21 14:00,6.224,3.189,0.9621,0.89
FDR-0042,2024-04-21 15:00,6.402,1.548,1.0024,0.972
FDR-0042,2024-04-21 16:00,6.562,2.489,0.9977,0.935
FDR-0042,2024-04-21 17:00,7.367,2.981,1.011,0.927
FDR-0042,2024-04-21 18:00,7.325,3.359,1.0063,0.909
FDR-0042,2024-04-21 19:00,7.008,3.763,0.9612,0.881
FDR-0042,2024-04-21 20:00,5.065,2.337,1.0325,0.908
FDR-0042,2024-04-21 21:00,5.094,2.092,1.0467,0.925
FDR-0042,2024-04-21 22:00,4.824,2.011,0.9548,0.923
FDR-0042,2024-04-21 23:00,4.298,1.203,0.9536,0.963
FDR-0042,2024-07-15 00:00,6.392,3.328,0.9959,0.887
FDR-0042,2024-07-15 01:00,7.434,2.253,1.0412,0.957
FDR-0042,2024-07-15 02:00,7.141,2.955,0.999,0.924
FDR-0042,2024-07-15 03:00,7.224,3.354,0.9596,0.907
FDR-0042,2024-07-15 04:00,7.291,2.904,1.0373,0.929
FDR-0042,2024-07-15 05:00,7.524,2.136,1.0275,0.962
FDR-0042,2024-07-15 06:00,7.049,2.535,0.995,0.941
FDR-0042,2024-07-15 07:00,8.335,3.65,0.9913,0.916
FDR-0042,2024-07-15 08:00,9.607,4.064,1.0001,0.921
FDR-0042,2024-07-15 09:00,10.52,2.816,0.9807,0.966
FDR-0042,2024-07-15 10:00,12.412,6.221,1.0328,0.894
FDR-0042,2024-07-15 11:00,11.582,5.642,1.0434,0.899
FDR-0042,2024-07-15 12:00,12.29,4.379,0.956,0.942
FDR-0042,2024-07-15 13:00,11.64,4.994,0.9701,0.919
FDR-0042,2024-07-15 14:00,12.54,5.713,0.9755,0.91
FDR-0042,2024-07-15 15:00,12.518,6.378,1.017,0.891
FDR-0042,2024-07-15 16:00,12.633,5.756,0.982,0.91
FDR-0042,2024-07-15 17:00,14.81,5.946,0.999,0.928
FDR-0042,2024-07-15 18:00,14.87,7.741,0.9514,0.887
FDR-0042,2024-07-15 19:00,13.262,5.283,1.0441,0.929
FDR-0042,2024-07-15 20:00,10.404,3.345,1.0189,0.952
FDR-0042,2024-07-15 21:00,10.235,4.752,0.98,0.907
FDR-0042,2024-07-15 22:00,8.515,4.148,0.9759,0.899
FDR-0042,2024-07-15 23:00,8.787,1.874,1.0494,0.978
FDR-0042,2024-07-16 00:00,6.994,2.04,1.0072,0.96
FDR-0042,2024-07-16 01:00,6.495,2.997,0.9918,0.908
FDR-0042,2024-07-16 02:00,7.344,3.431,1.0261,0.906
FDR-0042,2024-07-16 03:00,7.925,2.77,1.0229,0.944
FDR-0042,2024-07-16 04:00,7.741,2.961,1.0406,0.934
FDR-0042,2024-07-16 05:00,7.018,2.818,1.0115,0.928
FDR-0042,2024-07-16 06:00,6.838,3.597,1.0259,0.885
FDR-0042,2024-07-16 07:00,8.771,3.095,0.9767,0.943
FDR-0042,2024-07-16 08:00,10.565,3.799,1.0087,0.941
FDR-0042,2024-07-16 09:00,10.718,2.956,1.0158,0.964
FDR-0042,2024-07-16 10:00,10.852,4.151,0.9688,0.934
FDR-0042,2024-07-16 11:00,11.815,3.211,1.0324,0.965
FDR-0042,2024-07-16 12:00,12.837,6.434,1.0374,0.894
FDR-0042,2024-07-16 13:00,11.864,6.242,1.0121,0.885
FDR-0042,2024-07-16 14:00,11.864,3.983,1.0219,0.948
FDR-0042,2024-07-16 15:00,11.349,4.97,1.0127,0.916
FDR-0042,2024-07-16 16:00,13.177,3.003,0.9834,0.975
FDR-0042,2024-07-16 17:00,15.081,6.605,0.9956,0.916
FDR-0042,2024-07-16 18:00,14.141,5.364,1.0482,0.935
FDR-0042,2024-07-16 19:00,14.518,4.29,0.9973,0.959
FDR-0042,2024-07-16 20:00,9.532,4.83,0.9838,0.892
FDR-0042,2024-07-16 21:00,10.054,3.616,1.0176,0.941
FDR-0042,2024-07-16 22:00,8.509,3.2,0.9945,0.936
FDR-0042,2024-07-16 23:00,8.807,4.682,1.0097,0.883
FDR-0042,2024-07-17 00:00,6.224,1.448,0.9692,0.974
FDR-0042,2024-07-17 01:00,7.133,3.831,0.9874,0.881
FDR-0042,2024-07-17 02:00,7.078,2.951,1.0329,0.923
FDR-0042,2024-07-17 03:00,7.616,2.365,0.9734,0.955
FDR-0042,2024-07-17 04:00,7.383,2.655,1.0077,0.941
FDR-0042,2024-07-17 05:00,6.937,1.548,1.0067,0.976
FDR-0042,2024-07-17 06:00,7.778,3.05,1.0456,0.931
FDR-0042,2024-07-17 07:00,7.895,3.219,1.0061,0.926
FDR-0042,2024-07-17 08:00,9.344,3.071,0.9545,0.95
FDR-0042,2024-07-17 09:00,11.757,5.493,0.9794,0.906
FDR-0042,2024-07-17 10:00,12.276,5.303,0.9982,0.918
FDR-0042,2024-07-17 11:00,11.365,5.504,1.0035,0.9
FDR-0042,2024-07-17 12:00,13.447,6.589,0.9729,0.898
FDR-0042,2024-07-17 13:00,12.479,4.319,1.0439,0.945
FDR-0042,2024-07-17 14:00,11.331,5.899,1.0488,0.887
FDR-0042,2024-07-17 15:00,11.852,5.365,1.0376,0.911
FDR-0042,2024-07-17 16:00,13.992,5.032,0.9588,0.941
FDR-0042,2024-07-17 17:00,14.424,5.517,0.9506,0.934
FDR-0042,2024-07-17 18:00,14.433,6.534,1.0055,0.911
FDR-0042,2024-07-17 19:00,14.026,7.263,0.9763,0.888
FDR-0042,2024-07-17 20:00,10.788,5.586,1.0343,0.888
FDR-0042,2024-07-17 21:00,9.574,3.078,1.0043,0.952
FDR-0042,2024-07-17 22:00,8.573,1.954,0.9962,0.975
FDR-0042,2024-07-17 23:00,8.911,2.422,1.024,0.965
FDR-0042,2024-07-18 00:00,6.67,2.331,1.0011,0.944
FDR-0042,2024-07-18 01:00,6.879,3.033,1.0014,0.915
FDR-0042,2024-07-18 02:00,7.607,3.148,1.0144,0.924
FDR-0042,2024-07-18 03:00,6.784,3.457,1.0071,0.891
FDR-0042,2024-07-18 04:00,7.22,3.415,1.0009,0.904
FDR-0042,2024-07-18 05:00,7.245,3.91,0.9697,0.88
FDR-0042,2024-07-18 06:00,7.782,1.881,1.0042,0.972
FDR-0042,2024-07-18 07:00,9.23,3.034,0.9765,0.95
FDR-0042,2024-07-18 08:00,9.225,2.431,0.9616,0.967
FDR-0042,2024-07-18 09:00,10.266,5.001,1.0338,0.899
FDR-0042,2024-07-18 10:00,12.483,4.894,1.0,0.931
FDR-0042,2024-07-18 11:00,11.827,6.222,0.9521,0.885
FDR-0042,2024-07-18 12:00,13.286,3.823,1.0026,0.961
FDR-0042,2024-07-18 13:00,12.008,4.632,1.0417,0.933
FDR-0042,2024-07-18 14:00,11.098,2.476,1.0408,0.976
FDR-0042,2024-07-18 15:00,11.663,5.073,0.9874,0.917
FDR-0042,2024-07-18 16:00,14.402,4.311,0.9699,0.958
FDR-0042,2024-07-18 17:00,15.004,7.562,1.0004,0.893
FDR-0042,2024-07-18 18:00,15.223,7.33,1.0124,0.901
FDR-0042,2024-07-18 19:00,12.566,5.689,1.0217,0.911
FDR-0042,2024-07-18 20:00,9.617,2.192,0.9721,0.975
FDR-0042,2024-07-18 21:00,10.494,4.311,0.9702,0.925
FDR-0042,2024-07-18 22:00,9.769,2.317,0.9708,0.973
FDR-0042,2024-07-18 23:00,9.137,4.732,1.0096,0.888
FDR-0042,2024-07-19 00:00,6.533,1.828,0.9575,0.963
FDR-0042,2024-07-19 01:00,6.993,2.12,0.9825,0.957
FDR-0042,2024-07-19 02:00,7.482,1.809,1.0114,0.972
FDR-0042,2024-07-19 03:00,7.686,2.965,1.0259,0.933
FDR-0042,2024-07-19 04:00,6.897,3.572,1.0022,0.888
FDR-0042,2024-07-19 05:00,6.838,3.654,0.952,0.882
FDR-0042,2024-07-19 06:00,7.802,2.909,1.0435,0.937
FDR-0042,2024-07-19 07:00,8.09,4.1,0.9998,0.892
FDR-0042,2024-07-19 08:00,9.867,3.837,0.964,0.932
FDR-0042,2024-07-19 09:00,10.304,3.276,0.9862,0.953
FDR-0042,2024-07-19 10:00,12.016,2.502,0.9619,0.979
FDR-0042,2024-07-19 11:00,13.136,3.055,1.0484,0.974
FDR-0042,2024-07-19 12:00,11.838,3.498,1.0282,0.959
FDR-0042,2024-07-19 13:00,12.033,6.495,1.0485,0.88
FDR-0042,2024-07-19 14:00,11.674,4.159,1.0154,0.942
FDR-0042,2024-07-19 15:00,11.629,3.301,0.9793,0.962
FDR-0042,2024-07-19 16:00,14.384,5.221,0.9687,0.94
FDR-0042,2024-07-19 17:00,14.044,5.551,0.9704,0.93
FDR-0042,2024-07-19 18:00,14.153,4.396,0.9644,0.955
FDR-0042,2024-07-19 19:00,13.008,5.059,1.0025,0.932
FDR-0042,2024-07-19 20:00,9.596,5.179,0.9895,0.88
FDR-0042,2024-07-19 21:00,9.427,4.646,0.97,0.897
FDR-0042,2024-07-19 22:00,9.747,3.538,0.9915,0.94
FDR-0042,2024-07-19 23:00,8.305,3.488,0.9917,0.922
FDR-0042,2024-07-20 00:00,5.704,1.619,1.0094,0.962
FDR-0042,2024-07-20 01:00,5.529,1.569,0.9783,0.962
FDR-0042,2024-07-20 02:00,6.36,2.09,1.0271,0.95
FDR-0042,2024-07-20 03:00,6.192,1.969,1.0051,0.953
FDR-0042,2024-07-20 04:00,6.646,1.483,1.0383,0.976
FDR-0042,2024-07-20 05:00,5.829,1.435,0.9904,0.971
FDR-0042,2024-07-20 06:00,6.323,1.917,1.0052,0.957
FDR-0042,2024-07-20 07:00,7.68,3.998,1.0025,0.887
FDR-0042,2024-07-20 08:00,7.734,3.702,0.9868,0.902
FDR-0042,2024-07-20 09:00,8.761,2.848,0.9887,0.951
FDR-0042,2024-07-20 10:00,10.504,4.538,1.0486,0.918
FDR-0042,2024-07-20 11:00,10.769,3.837,1.0413,0.942
FDR-0042,2024-07-20 12:00,10.999,4.915,0.9697,0.913
FDR-0042,2024-07-20 13:00,10.902,4.967,1.0135,0.91
FDR-0042,2024-07-20 14:00,10.784,2.3,0.9834,0.978
FDR-0042,2024-07-20 15:00,9.865,3.93,1.0163,0.929
FDR-0042,2024-07-20 16:00,12.166,4.293,1.0086,0.943
FDR-0042,2024-07-20 17:00,12.293,5.237,1.0412,0.92
FDR-0042,2024-07-20 18:00,11.664,3.264,1.0267,0.963
FDR-0042,2024-07-20 19:00,10.813,5.298,0.962,0.898
FDR-0042,2024-07-20 20:00,8.577,3.628,0.9705,0.921
FDR-0042,2024-07-20 21:00,7.887,3.117,0.966,0.93
FDR-0042,2024-07-20 22:00,7.85,2.744,0.9611,0.944
FDR-0042,2024-07-20 23:00,7.075,2.449,1.0325,0.945
FDR-0042,2024-07-21 00:00,5.214,2.406,0.9777,0.908
FDR-0042,2024-07-21 01:00,6.249,3.373,0.9836,0.88
FDR-0042,2024-07-21 02:00,6.273,2.4,1.002,0.934
FDR-0042,2024-07-21 03:00,5.95,1.689,0.965,0.962
FDR-0042,2024-07-21 04:00,6.158,3.223,0.9663,0.886
FDR-0042,2024-07-21 05:00,5.561,2.646,1.0382,0.903
FDR-0042,2024-07-21 06:00,6.218,3.151,1.0388,0.892
FDR-0042,2024-07-21 07:00,6.956,1.618,1.0339,0.974
FDR-0042,2024-07-21 08:00,8.841,2.843,1.0286,0.952
FDR-0042,2024-07-21 09:00,9.393,3.742,0.9711,0.929
FDR-0042,2024-07-21 10:00,9.355,3.075,1.0198,0.95
FDR-0042,2024-07-21 11:00,10.124,2.874,1.0306,0.962
FDR-0042,2024-07-21 12:00,10.665,5.135,0.9757,0.901
FDR-0042,2024-07-21 13:00,10.545,4.46,1.0128,0.921
FDR-0042,2024-07-21 14:00,10.687,4.649,1.0364,0.917
FDR-0042,2024-07-21 15:00,9.64,4.912,0.9931,0.891
FDR-0042,2024-07-21 16:00,10.909,2.637,0.9924,0.972
