transformer_id,inspection_date,work_order_id,inspection_type,condition_before,condition_after
XFMR-010232,2024-12-03 18:36:36.180389,WO-008868,preventive,4,4
XFMR-019914,2023-08-25 18:36:36.180408,WO-008869,routine,1,2
XFMR-000931,2026-01-03 18:36:36.180428,WO-008870,routine,3,3
XFMR-010995,2023-05-17 18:36:36.180448,WO-008871,routine,3,2
XFMR-016852,2016-05-10 18:36:36.180467,WO-008872,routine,1,1
XFMR-016852,2024-06-11 18:36:36.180478,WO-008873,routine,2,1
XFMR-004421,2022-08-21 18:36:36.180497,WO-008874,preventive,5,4
XFMR-005643,2025-12-02 18:36:36.180517,WO-008875,routine,3,2
XFMR-005643,2017-02-08 18:36:36.180527,WO-008876,routine,2,2
XFMR-005643,2020-08-11 18:36:36.180537,WO-008877,routine,1,2
XFMR-011133,2020-08-10 18:36:36.180556,WO-008878,routine,3,3
XFMR-008603,2025-12-08 18:36:36.180576,WO-008879,routine,4,3
XFMR-008603,2018-02-20 18:36:36.180587,WO-008880,routine,2,3
XFMR-008603,2018-01-09 18:36:36.180597,WO-008881,routine,4,3
XFMR-010433,2025-09-23 18:36:36.180616,WO-008882,routine,2,3
XFMR-010433,2024-10-29 18:36:36.180626,WO-008883,emergency,3,3
XFMR-010433,2022-11-25 18:36:36.180636,WO-008884,preventive,4,3
XFMR-019356,2018-01-19 18:36:36.180655,WO-008885,preventive,2,3
XFMR-013362,2021-11-26 18:36:36.180675,WO-008886,routine,3,3
XFMR-013362,2025-05-02 18:36:36.180685,WO-008887,routine,3,3
XFMR-008765,2021-05-07 18:36:36.180704,WO-008888,routine,1,1
XFMR-008765,2017-03-20 18:36:36.180714,WO-008889,routine,1,1
XFMR-010972,2022-03-03 18:36:36.180734,WO-008890,routine,5,5
XFMR-010972,2019-07-06 18:36:36.180744,WO-008891,preventive,5,5
XFMR-017132,2020-01-06 18:36:36.180763,WO-008892,routine,3,4
XFMR-017132,2017-03-03 18:36:36.180774,WO-008893,emergency,4,4
XFMR-014978,2019-05-22 18:36:36.180793,WO-008894,routine,4,5
XFMR-014978,2018-01-24 18:36:36.180803,WO-008895,routine,5,5
XFMR-009734,2017-12-01 18:36:36.180822,WO-008896,routine,4,3
XFMR-001465,2022-08-27 18:36:36.180842,WO-008897,preventive,5,4
XFMR-013499,2024-06-20 18:36:36.180862,WO-008898,routine,2,3
XFMR-013499,2018-10-24 18:36:36.180873,WO-008899,routine,3,3
XFMR-019461,2020-09-27 18:36:36.180892,WO-008900,preventive,1,2
XFMR-019461,2020-05-30 18:36:36.180902,WO-008901,routine,2,2
XFMR-007569,2016-07-27 18:36:36.180921,WO-008902,routine,2,3
XFMR-007569,2018-10-14 18:36:36.180932,WO-008903,routine,2,3
XFMR-007569,2018-02-17 18:36:36.180941,WO-008904,routine,3,3
XFMR-014783,2021-02-22 18:36:36.180961,WO-008905,routine,4,4
XFMR-013223,2022-09-01 18:36:36.180981,WO-008906,routine,3,2
XFMR-013223,2017-07-02 18:36:36.180991,WO-008907,routine,2,2
XFMR-013223,2018-12-10 18:36:36.181001,WO-008908,preventive,2,2
XFMR-017379,2022-04-28 18:36:36.181020,WO-008909,routine,5,5
XFMR-017379,2021-06-15 18:36:36.181030,WO-008910,routine,5,5
XFMR-006088,2023-02-12 18:36:36.181049,WO-008911,preventive,2,3
XFMR-006088,2016-08-08 18:36:36.181060,WO-008912,routine,4,3
XFMR-006088,2025-02-22 18:36:36.181069,WO-008913,routine,3,3
XFMR-020564,2017-09-17 18:36:36.181089,WO-008914,routine,1,2
XFMR-020564,2025-03-12 18:36:36.181099,WO-008915,routine,3,2
XFMR-019853,2024-10-01 18:36:36.181118,WO-008916,emergency,2,3
XFMR-019853,2019-08-20 18:36:36.181129,WO-008917,preventive,4,3
XFMR-019853,2024-05-20 18:36:36.181138,WO-008918,routine,2,3
XFMR-010283,2020-03-04 18:36:36.181158,WO-008919,emergency,3,2
XFMR-010283,2024-07-30 18:36:36.181168,WO-008920,routine,2,2
XFMR-009321,2017-10-13 18:36:36.181187,WO-008921,preventive,3,4
XFMR-014151,2024-06-19 18:36:36.181207,WO-008922,routine,3,3
XFMR-001838,2017-08-07 18:36:36.181227,WO-008923,preventive,3,3
XFMR-017086,2022-03-17 18:36:36.181247,WO-008924,routine,3,4
XFMR-017086,2018-07-03 18:36:36.181257,WO-008925,preventive,4,4
XFMR-017086,2022-01-12 18:36:36.181267,WO-008926,preventive,5,4
XFMR-008747,2017-12-22 18:36:36.181287,WO-008927,routine,1,2
XFMR-008747,2020-08-18 18:36:36.181297,WO-008928,routine,3,2
XFMR-019146,2022-06-09 18:36:36.181316,WO-008929,routine,4,4
XFMR-019146,2020-08-30 18:36:36.181327,WO-008930,emergency,3,4
XFMR-019904,2019-09-28 18:36:36.181346,WO-008931,preventive,3,3
XFMR-019904,2020-11-12 18:36:36.181356,WO-008932,routine,4,3
XFMR-000050,2019-10-03 18:36:36.181376,WO-008933,preventive,4,3
XFMR-015456,2020-02-02 18:36:36.181395,WO-008934,preventive,2,3
XFMR-009599,2020-10-30 18:36:36.181415,WO-008935,routine,3,2
XFMR-009599,2022-03-02 18:36:36.181426,WO-008936,emergency,3,2
XFMR-019085,2021-05-04 18:36:36.181445,WO-008937,routine,5,5
XFMR-011978,2018-10-18 18:36:36.181465,WO-008938,routine,4,4
XFMR-011978,2021-06-18 18:36:36.181475,WO-008939,routine,3,4
XFMR-008383,2022-04-13 18:36:36.181495,WO-008940,preventive,2,3
XFMR-008383,2018-03-12 18:36:36.181505,WO-008941,routine,3,3
XFMR-011837,2017-01-14 18:36:36.181526,WO-008942,routine,4,3
XFMR-013024,2017-07-28 18:36:36.181546,WO-008943,routine,4,3
XFMR-012705,2017-09-05 18:36:36.181566,WO-008944,routine,1,1
XFMR-010394,2018-10-30 18:36:36.181585,WO-008945,routine,5,5
XFMR-004689,2021-02-20 18:36:36.181607,WO-008946,routine,2,3
XFMR-015472,2021-02-28 18:36:36.181627,WO-008947,routine,5,5
XFMR-021497,2017-01-23 18:36:36.181647,WO-008948,routine,5,4
XFMR-009431,2024-11-18 18:36:36.181666,WO-008949,routine,5,4
XFMR-009431,2021-05-13 18:36:36.181677,WO-008950,preventive,5,4
XFMR-005413,2019-08-10 18:36:36.181696,WO-008951,routine,1,2
XFMR-005413,2017-08-15 18:36:36.181706,WO-008952,routine,1,2
XFMR-011189,2016-04-13 18:36:36.181726,WO-008953,routine,3,4
XFMR-011189,2019-03-11 18:36:36.181736,WO-008954,routine,4,4
XFMR-021150,2024-04-05 18:36:36.181756,WO-008955,routine,3,4
XFMR-003699,2023-11-30 18:36:36.181776,WO-008956,emergency,3,4
XFMR-003699,2016-02-18 18:36:36.181786,WO-008957,routine,4,4
XFMR-021063,2022-11-04 18:36:36.181806,WO-008958,routine,1,2
XFMR-003452,2020-10-19 18:36:36.181826,WO-008959,preventive,3,4
XFMR-003452,2017-09-28 18:36:36.181836,WO-008960,routine,4,4
XFMR-003452,2024-03-13 18:36:36.181846,WO-008961,routine,3,4
XFMR-006921,2020-08-11 18:36:36.181865,WO-008962,routine,4,3
XFMR-020098,2019-11-10 18:36:36.181885,WO-008963,routine,3,2
XFMR-020098,2016-09-22 18:36:36.181895,WO-008964,preventive,1,2
XFMR-020098,2022-01-10 18:36:36.181905,WO-008965,routine,1,2
XFMR-001558,2018-02-20 18:36:36.181924,WO-008966,preventive,1,2
XFMR-011231,2016-04-01 18:36:36.181944,WO-008967,preventive,2,2
XFMR-017619,2021-05-28 18:36:36.181964,WO-008968,preventive,4,4
XFMR-010118,2020-05-01 18:36:36.181984,WO-008969,routine,2,3
XFMR-010118,2025-04-30 18:36:36.181994,WO-008970,routine,4,3
XFMR-007199,2020-04-10 18:36:36.182013,WO-008971,routine,3,4
XFMR-010055,2025-05-29 18:36:36.182033,WO-008972,routine,2,3
XFMR-010055,2024-05-04 18:36:36.182043,WO-008973,preventive,2,3
XFMR-020967,2024-05-02 18:36:36.182063,WO-008974,routine,1,2
XFMR-020967,2020-07-30 18:36:36.182073,WO-008975,emergency,1,2
XFMR-004708,2023-10-08 18:36:36.182092,WO-008976,routine,2,1
XFMR-004708,2024-07-26 18:36:36.182102,WO-008977,routine,1,1
XFMR-011144,2017-01-19 18:36:36.182122,WO-008978,routine,3,3
XFMR-005408,2024-07-07 18:36:36.182141,WO-008979,routine,4,4
XFMR-005408,2023-06-11 18:36:36.182152,WO-008980,routine,3,4
XFMR-014995,2016-11-22 18:36:36.182171,WO-008981,routine,5,5
XFMR-013467,2020-04-20 18:36:36.182191,WO-008982,routine,4,4
XFMR-013467,2016-05-25 18:36:36.182201,WO-008983,routine,5,4
XFMR-013448,2018-11-24 18:36:36.182221,WO-008984,routine,3,4
XFMR-013448,2021-05-12 18:36:36.182231,WO-008985,routine,4,4
XFMR-016769,2018-07-19 18:36:36.182251,WO-008986,routine,3,3
XFMR-006281,2018-08-19 18:36:36.182271,WO-008987,routine,4,4
XFMR-006281,2016-03-28 18:36:36.182281,WO-008988,routine,4,4
XFMR-007937,2021-07-28 18:36:36.182302,WO-008989,preventive,4,4
XFMR-007937,2024-02-11 18:36:36.182313,WO-008990,routine,4,4
XFMR-002158,2020-03-30 18:36:36.182333,WO-008991,routine,3,2
XFMR-002158,2018-03-14 18:36:36.182343,WO-008992,routine,3,2
XFMR-002158,2021-01-16 18:36:36.182353,WO-008993,preventive,3,2
XFMR-014440,2025-10-25 18:36:36.182372,WO-008994,routine,2,3
XFMR-014440,2018-07-01 18:36:36.182382,WO-008995,routine,3,3
XFMR-019154,2018-07-04 18:36:36.182402,WO-008996,routine,2,3
XFMR-019154,2024-05-15 18:36:36.182412,WO-008997,preventive,4,3
XFMR-005140,2020-07-26 18:36:36.182431,WO-008998,preventive,5,5
XFMR-016099,2021-11-04 18:36:36.182451,WO-008999,preventive,2,3
XFMR-016099,2017-01-12 18:36:36.182462,WO-009000,routine,4,3
XFMR-012819,2021-07-04 18:36:36.182481,WO-009001,routine,1,2
XFMR-019342,2016-05-01 18:36:36.182500,WO-009002,routine,4,3
XFMR-019342,2018-01-19 18:36:36.182511,WO-009003,routine,3,3
XFMR-002815,2022-05-23 18:36:36.182530,WO-009004,routine,5,5
XFMR-002815,2019-11-04 18:36:36.182541,WO-009005,routine,5,5
XFMR-001698,2020-02-04 18:36:36.182560,WO-009006,routine,1,1
XFMR-013089,2019-12-31 18:36:36.182582,WO-009007,routine,1,2
XFMR-012793,2023-08-28 18:36:36.182602,WO-009008,routine,2,2
XFMR-010889,2018-10-31 18:36:36.182622,WO-009009,preventive,3,4
XFMR-001067,2017-04-30 18:36:36.182642,WO-009010,routine,3,2
XFMR-001067,2019-09-29 18:36:36.182652,WO-009011,preventive,1,2
XFMR-001067,2024-10-17 18:36:36.182662,WO-009012,routine,2,2
XFMR-012755,2025-04-15 18:36:36.182681,WO-009013,preventive,4,4
XFMR-012755,2020-02-14 18:36:36.182691,WO-009014,routine,5,4
XFMR-012755,2024-10-04 18:36:36.182701,WO-009015,routine,3,4
XFMR-002440,2019-04-09 18:36:36.182720,WO-009016,emergency,2,1
XFMR-002440,2023-05-07 18:36:36.182730,WO-009017,routine,1,1
XFMR-002440,2024-07-09 18:36:36.182740,WO-009018,routine,2,1
XFMR-007470,2017-09-10 18:36:36.182761,WO-009019,routine,4,3
XFMR-007470,2022-12-11 18:36:36.182772,WO-009020,preventive,3,3
XFMR-009900,2018-03-28 18:36:36.182791,WO-009021,routine,2,2
XFMR-009900,2018-09-14 18:36:36.182801,WO-009022,routine,1,2
XFMR-009900,2025-02-24 18:36:36.182811,WO-009023,routine,3,2
XFMR-013644,2016-11-15 18:36:36.182830,WO-009024,routine,4,3
XFMR-013644,2016-09-29 18:36:36.182840,WO-009025,emergency,3,3
XFMR-013644,2017-09-12 18:36:36.182850,WO-009026,routine,3,3
XFMR-015670,2022-01-19 18:36:36.182869,WO-009027,emergency,1,1
XFMR-011483,2019-07-11 18:36:36.182889,WO-009028,routine,4,4
XFMR-011483,2024-11-08 18:36:36.182899,WO-009029,preventive,5,4
XFMR-011483,2024-05-05 18:36:36.182909,WO-009030,routine,4,4
XFMR-002783,2016-07-15 18:36:36.182928,WO-009031,routine,2,3
XFMR-002783,2018-06-28 18:36:36.182939,WO-009032,preventive,3,3
XFMR-014938,2019-10-28 18:36:36.182958,WO-009033,preventive,1,1
XFMR-014938,2024-04-14 18:36:36.182968,WO-009034,routine,2,1
XFMR-014938,2021-09-15 18:36:36.182978,WO-009035,routine,2,1
XFMR-003935,2018-06-09 18:36:36.182997,WO-009036,routine,2,3
XFMR-003935,2025-01-12 18:36:36.183008,WO-009037,routine,3,3
XFMR-013294,2019-05-25 18:36:36.183026,WO-009038,preventive,2,2
XFMR-002040,2017-04-04 18:36:36.183046,WO-009039,routine,3,3
XFMR-002040,2025-06-22 18:36:36.183057,WO-009040,emergency,3,3
XFMR-002361,2020-06-02 18:36:36.183076,WO-009041,routine,4,3
XFMR-002361,2025-02-23 18:36:36.183086,WO-009042,routine,2,3
XFMR-013472,2021-01-18 18:36:36.183105,WO-009043,routine,3,2
XFMR-013472,2016-05-04 18:36:36.183116,WO-009044,emergency,3,2
XFMR-013472,2023-01-28 18:36:36.183126,WO-009045,routine,2,2
XFMR-009160,2016-10-03 18:36:36.183145,WO-009046,routine,4,3
XFMR-009160,2025-09-25 18:36:36.183155,WO-009047,routine,2,3
XFMR-009160,2020-08-29 18:36:36.183165,WO-009048,routine,4,3
XFMR-011922,2023-12-29 18:36:36.183184,WO-009049,routine,4,4
XFMR-011922,2016-03-14 18:36:36.183194,WO-009050,routine,3,4
XFMR-018169,2016-10-30 18:36:36.183213,WO-009051,routine,2,3
XFMR-020342,2016-11-26 18:36:36.183233,WO-009052,preventive,2,3
XFMR-020342,2021-03-25 18:36:36.183244,WO-009053,routine,4,3
XFMR-020342,2020-05-08 18:36:36.183253,WO-009054,routine,4,3
XFMR-008455,2023-09-26 18:36:36.183272,WO-009055,preventive,3,4
XFMR-008455,2025-11-08 18:36:36.183283,WO-009056,routine,3,4
XFMR-008455,2022-04-15 18:36:36.183293,WO-009057,preventive,4,4
XFMR-008808,2023-11-02 18:36:36.183312,WO-009058,routine,4,4
XFMR-008808,2016-08-02 18:36:36.183322,WO-009059,routine,3,4
XFMR-005513,2025-06-16 18:36:36.183341,WO-009060,routine,2,3
XFMR-005513,2022-08-29 18:36:36.183351,WO-009061,routine,2,3
XFMR-015133,2016-06-10 18:36:36.183370,WO-009062,routine,3,4
XFMR-006505,2021-11-08 18:36:36.183390,WO-009063,preventive,2,1
XFMR-006505,2023-06-11 18:36:36.183400,WO-009064,routine,1,1
XFMR-006505,2018-01-12 18:36:36.183410,WO-009065,routine,2,1
XFMR-014079,2020-05-31 18:36:36.183429,WO-009066,preventive,2,2
XFMR-014079,2017-04-17 18:36:36.183440,WO-009067,routine,1,2
XFMR-014079,2020-09-02 18:36:36.183449,WO-009068,routine,2,2
XFMR-005755,2016-03-14 18:36:36.183468,WO-009069,routine,3,3
XFMR-005755,2023-11-18 18:36:36.183479,WO-009070,preventive,3,3
XFMR-005755,2024-06-06 18:36:36.183488,WO-009071,routine,3,3
XFMR-008864,2018-08-22 18:36:36.183507,WO-009072,routine,2,3
XFMR-008864,2024-07-07 18:36:36.183518,WO-009073,routine,4,3
XFMR-005844,2016-12-24 18:36:36.183537,WO-009074,routine,4,3
XFMR-005844,2021-02-01 18:36:36.183547,WO-009075,routine,2,3
XFMR-005844,2016-06-08 18:36:36.183557,WO-009076,routine,3,3
XFMR-003288,2022-01-13 18:36:36.183576,WO-009077,emergency,5,4
XFMR-003288,2020-11-23 18:36:36.183586,WO-009078,preventive,5,4
XFMR-003288,2018-11-08 18:36:36.183596,WO-009079,routine,5,4
XFMR-020284,2020-01-10 18:36:36.183615,WO-009080,routine,4,5
XFMR-016580,2019-09-01 18:36:36.183635,WO-009081,routine,3,2
XFMR-009711,2016-10-04 18:36:36.183655,WO-009082,preventive,2,3
XFMR-009711,2025-05-31 18:36:36.183666,WO-009083,routine,3,3
XFMR-009711,2018-03-07 18:36:36.183676,WO-009084,routine,4,3
XFMR-010046,2016-11-06 18:36:36.183695,WO-009085,preventive,3,3
XFMR-009832,2020-06-23 18:36:36.183715,WO-009086,routine,2,2
XFMR-009832,2023-03-15 18:36:36.183725,WO-009087,routine,3,2
XFMR-009832,2016-06-26 18:36:36.183734,WO-009088,routine,3,2
XFMR-013286,2020-08-06 18:36:36.183753,WO-009089,emergency,4,3
XFMR-000084,2022-01-11 18:36:36.183774,WO-009090,routine,3,3
XFMR-000084,2023-08-30 18:36:36.183784,WO-009091,emergency,3,3
XFMR-000084,2019-09-29 18:36:36.183794,WO-009092,emergency,4,3
XFMR-009013,2016-08-10 18:36:36.183813,WO-009093,routine,2,2
XFMR-009013,2022-01-22 18:36:36.183824,WO-009094,routine,2,2
XFMR-009013,2018-06-13 18:36:36.183833,WO-009095,routine,2,2
XFMR-016278,2021-12-13 18:36:36.183853,WO-009096,routine,4,3
XFMR-010386,2021-08-18 18:36:36.183874,WO-009097,preventive,2,3
XFMR-010386,2023-07-24 18:36:36.183884,WO-009098,routine,3,3
XFMR-008365,2025-10-18 18:36:36.183904,WO-009099,routine,1,2
XFMR-005764,2022-01-09 18:36:36.183924,WO-009100,routine,4,4
XFMR-005764,2017-08-09 18:36:36.183934,WO-009101,preventive,3,4
XFMR-005764,2018-05-15 18:36:36.183944,WO-009102,routine,5,4
XFMR-002047,2023-06-16 18:36:36.183963,WO-009103,routine,5,4
XFMR-002047,2020-02-01 18:36:36.183973,WO-009104,routine,3,4
XFMR-004547,2018-11-24 18:36:36.183992,WO-009105,routine,2,1
XFMR-004547,2023-12-28 18:36:36.184003,WO-009106,routine,2,1
XFMR-014882,2018-10-29 18:36:36.184022,WO-009107,routine,4,4
XFMR-014882,2022-11-25 18:36:36.184032,WO-009108,routine,5,4
XFMR-016952,2018-06-16 18:36:36.184051,WO-009109,routine,1,2
XFMR-016952,2024-11-30 18:36:36.184062,WO-009110,routine,3,2
XFMR-016952,2022-07-27 18:36:36.184071,WO-009111,routine,2,2
XFMR-017984,2020-04-11 18:36:36.184091,WO-009112,routine,2,1
XFMR-013414,2021-09-30 18:36:36.184111,WO-009113,emergency,1,1
XFMR-020370,2016-03-22 18:36:36.184130,WO-009114,routine,5,5
XFMR-019111,2023-01-05 18:36:36.184150,WO-009115,routine,3,2
XFMR-019111,2022-06-16 18:36:36.184160,WO-009116,routine,1,2
XFMR-018909,2024-05-29 18:36:36.184181,WO-009117,preventive,3,3
XFMR-018909,2017-10-31 18:36:36.184192,WO-009118,routine,2,3
XFMR-018909,2021-01-26 18:36:36.184201,WO-009119,preventive,3,3
XFMR-011419,2025-04-17 18:36:36.184220,WO-009120,routine,2,2
XFMR-011419,2016-03-08 18:36:36.184234,WO-009121,routine,3,2
XFMR-011419,2025-01-31 18:36:36.184243,WO-009122,routine,1,2
XFMR-003060,2021-10-03 18:36:36.184263,WO-009123,routine,3,4
XFMR-015985,2021-03-28 18:36:36.184283,WO-009124,routine,3,2
XFMR-021020,2020-10-01 18:36:36.184303,WO-009125,routine,2,3
XFMR-013345,2024-11-24 18:36:36.184323,WO-009126,preventive,2,3
XFMR-016211,2025-12-28 18:36:36.184343,WO-009127,routine,5,4
XFMR-016211,2020-10-29 18:36:36.184353,WO-009128,routine,4,4
XFMR-003580,2021-04-13 18:36:36.184372,WO-009129,routine,5,5
XFMR-003580,2016-02-21 18:36:36.184382,WO-009130,routine,5,5
XFMR-003580,2018-01-09 18:36:36.184392,WO-009131,routine,5,5
XFMR-012082,2021-05-21 18:36:36.184411,WO-009132,routine,5,4
XFMR-012082,2025-09-15 18:36:36.184422,WO-009133,routine,5,4
XFMR-007829,2017-01-21 18:36:36.184442,WO-009134,routine,3,4
XFMR-007829,2018-08-22 18:36:36.184453,WO-009135,emergency,3,4
XFMR-019631,2024-12-18 18:36:36.184473,WO-009136,preventive,2,3
XFMR-006426,2019-02-22 18:36:36.184493,WO-009137,routine,1,1
XFMR-013899,2019-09-24 18:36:36.184513,WO-009138,routine,5,5
XFMR-003985,2017-02-12 18:36:36.184533,WO-009139,routine,5,4
XFMR-009799,2017-05-29 18:36:36.184553,WO-009140,routine,5,4
XFMR-006302,2018-01-01 18:36:36.184573,WO-009141,emergency,4,3
XFMR-006302,2025-05-21 18:36:36.184583,WO-009142,preventive,4,3
XFMR-006302,2024-06-01 18:36:36.184593,WO-009143,routine,3,3
XFMR-008959,2020-07-04 18:36:36.184612,WO-009144,routine,4,4
XFMR-019317,2016-08-17 18:36:36.184632,WO-009145,routine,4,4
XFMR-019317,2025-06-08 18:36:36.184643,WO-009146,routine,5,4
XFMR-019317,2022-03-07 18:36:36.184652,WO-009147,emergency,3,4
XFMR-021073,2016-10-05 18:36:36.184672,WO-009148,preventive,4,4
XFMR-021073,2020-09-17 18:36:36.184682,WO-009149,routine,5,4
XFMR-021073,2016-07-28 18:36:36.184692,WO-009150,routine,5,4
XFMR-018374,2025-05-19 18:36:36.184711,WO-009151,routine,5,4
XFMR-018374,2023-09-11 18:36:36.184721,WO-009152,emergency,5,4
XFMR-015189,2018-05-02 18:36:36.184741,WO-009153,routine,3,3
XFMR-015189,2017-10-08 18:36:36.184751,WO-009154,routine,4,3
XFMR-004070,2020-11-02 18:36:36.184770,WO-009155,routine,2,2
XFMR-004070,2019-09-28 18:36:36.184781,WO-009156,routine,3,2
XFMR-014030,2024-09-01 18:36:36.184800,WO-009157,routine,2,2
XFMR-014030,2018-03-10 18:36:36.184811,WO-009158,routine,2,2
XFMR-014030,2024-10-23 18:36:36.184820,WO-009159,routine,1,2
XFMR-020827,2025-03-26 18:36:36.184839,WO-009160,routine,5,4
XFMR-020827,2025-10-30 18:36:36.184849,WO-009161,preventive,5,4
XFMR-020827,2017-04-14 18:36:36.184859,WO-009162,routine,5,4
XFMR-014471,2016-05-11 18:36:36.184878,WO-009163,routine,3,2
XFMR-014471,2021-04-12 18:36:36.184889,WO-009164,preventive,1,2
XFMR-014421,2016-09-11 18:36:36.184908,WO-009165,routine,5,4
XFMR-014421,2024-05-10 18:36:36.184919,WO-009166,preventive,3,4
XFMR-003581,2025-11-08 18:36:36.184938,WO-009167,routine,4,5
XFMR-003581,2024-07-11 18:36:36.184949,WO-009168,routine,5,5
XFMR-003581,2024-07-23 18:36:36.184958,WO-009169,routine,4,5
XFMR-018265,2023-01-03 18:36:36.184977,WO-009170,routine,3,4
XFMR-018265,2022-08-19 18:36:36.184988,WO-009171,routine,4,4
XFMR-018265,2019-03-30 18:36:36.184998,WO-009172,emergency,4,4
XFMR-010255,2019-11-16 18:36:36.185017,WO-009173,routine,4,5
XFMR-004597,2023-09-09 18:36:36.185037,WO-009174,emergency,5,5
XFMR-004597,2024-07-22 18:36:36.185047,WO-009175,routine,5,5
XFMR-004597,2024-06-21 18:36:36.185058,WO-009176,routine,4,5
XFMR-017725,2016-06-10 18:36:36.185078,WO-009177,preventive,4,4
XFMR-001195,2025-12-30 18:36:36.185098,WO-009178,routine,1,2
XFMR-004631,2025-03-13 18:36:36.185117,WO-009179,routine,3,3
XFMR-004631,2017-10-10 18:36:36.185128,WO-009180,routine,4,3
XFMR-011322,2022-03-19 18:36:36.185147,WO-009181,routine,3,2
XFMR-011322,2025-02-14 18:36:36.185158,WO-009182,preventive,1,2
XFMR-011322,2024-10-22 18:36:36.185167,WO-009183,routine,2,2
XFMR-015531,2024-10-09 18:36:36.185186,WO-009184,routine,1,1
XFMR-015531,2016-08-24 18:36:36.185197,WO-009185,routine,1,1
XFMR-007764,2025-09-09 18:36:36.185216,WO-009186,routine,1,2
XFMR-007764,2016-12-31 18:36:36.185226,WO-009187,preventive,1,2
XFMR-007764,2025-10-21 18:36:36.185236,WO-009188,preventive,3,2
XFMR-003976,2018-10-27 18:36:36.185255,WO-009189,routine,4,4
XFMR-003976,2021-08-12 18:36:36.185265,WO-009190,routine,4,4
XFMR-003976,2025-08-15 18:36:36.185275,WO-009191,routine,5,4
XFMR-000197,2022-03-10 18:36:36.185294,WO-009192,routine,2,2
XFMR-000197,2021-07-12 18:36:36.185304,WO-009193,preventive,1,2
XFMR-000197,2017-08-02 18:36:36.185314,WO-009194,preventive,2,2
XFMR-001120,2020-01-21 18:36:36.185333,WO-009195,routine,4,3
XFMR-006533,2025-05-04 18:36:36.185353,WO-009196,routine,5,4
XFMR-006533,2019-10-26 18:36:36.185363,WO-009197,routine,4,4
XFMR-006533,2022-10-15 18:36:36.185373,WO-009198,routine,3,4
XFMR-009828,2020-07-02 18:36:36.185392,WO-009199,routine,5,4
XFMR-009828,2024-04-23 18:36:36.185402,WO-009200,emergency,4,4
XFMR-012168,2022-07-15 18:36:36.185422,WO-009201,routine,3,3
XFMR-012168,2022-01-24 18:36:36.185432,WO-009202,routine,3,3
XFMR-012168,2022-05-23 18:36:36.185442,WO-009203,emergency,3,3
XFMR-014624,2019-01-22 18:36:36.185461,WO-009204,routine,5,5
XFMR-014624,2016-09-08 18:36:36.185471,WO-009205,routine,5,5
XFMR-014624,2018-10-31 18:36:36.185481,WO-009206,routine,5,5
XFMR-015817,2019-12-14 18:36:36.185500,WO-009207,routine,5,5
XFMR-015817,2020-10-10 18:36:36.185510,WO-009208,emergency,5,5
XFMR-015817,2023-06-17 18:36:36.185520,WO-009209,emergency,5,5
XFMR-001589,2022-09-11 18:36:36.185539,WO-009210,preventive,3,3
XFMR-008970,2021-03-29 18:36:36.185560,WO-009211,routine,1,1
XFMR-017949,2017-03-07 18:36:36.185581,WO-009212,routine,3,2
XFMR-017949,2020-12-09 18:36:36.185591,WO-009213,routine,2,2
XFMR-017949,2024-05-12 18:36:36.185601,WO-009214,routine,2,2
XFMR-006149,2016-03-08 18:36:36.185620,WO-009215,routine,4,4
XFMR-006149,2023-02-09 18:36:36.185630,WO-009216,routine,5,4
XFMR-006149,2024-08-29 18:36:36.185640,WO-009217,routine,3,4
XFMR-001805,2021-12-06 18:36:36.185659,WO-009218,routine,5,5
XFMR-001805,2023-02-18 18:36:36.185669,WO-009219,routine,5,5
XFMR-018277,2018-10-03 18:36:36.185688,WO-009220,routine,4,3
XFMR-007418,2019-03-07 18:36:36.185708,WO-009221,routine,2,3
XFMR-019348,2020-05-01 18:36:36.185728,WO-009222,routine,3,2
XFMR-019348,2023-11-19 18:36:36.185739,WO-009223,routine,3,2
XFMR-019348,2023-01-02 18:36:36.185748,WO-009224,routine,3,2
XFMR-017730,2018-04-30 18:36:36.185767,WO-009225,routine,3,3
XFMR-017730,2025-07-28 18:36:36.185778,WO-009226,preventive,3,3
XFMR-017730,2019-11-09 18:36:36.185787,WO-009227,routine,2,3
XFMR-006922,2019-12-09 18:36:36.185806,WO-009228,routine,4,3
XFMR-016196,2021-04-02 18:36:36.185826,WO-009229,preventive,3,4
XFMR-016196,2016-09-10 18:36:36.185836,WO-009230,emergency,3,4
XFMR-001777,2020-07-20 18:36:36.185862,WO-009231,emergency,2,2
XFMR-001777,2017-03-27 18:36:36.185872,WO-009232,preventive,2,2
XFMR-016688,2023-05-11 18:36:36.185891,WO-009233,routine,3,2
XFMR-017340,2020-02-20 18:36:36.185911,WO-009234,emergency,1,1
XFMR-017340,2017-05-14 18:36:36.185922,WO-009235,routine,2,1
XFMR-005850,2019-09-26 18:36:36.185941,WO-009236,preventive,2,3
XFMR-006146,2019-02-02 18:36:36.185961,WO-009237,routine,1,1
XFMR-021319,2021-11-04 18:36:36.185981,WO-009238,preventive,3,2
XFMR-021319,2017-10-14 18:36:36.185991,WO-009239,routine,2,2
XFMR-000286,2021-09-27 18:36:36.186010,WO-009240,routine,2,1
XFMR-000286,2020-12-27 18:36:36.186021,WO-009241,routine,2,1
